precio;sub_descr;href;ubicacion;mt2;otros;latitude;longitude;habitaciones;banios;planta;CCAA
880 €/mes;Apartamento en Paseo de Velilla, 8;/alquilar/apartamento-velilla_distrito-36697174146_500785/;Velilla (Almuñécar);107 m²;Alquiler de invierno. Apartamento disponible a partir de noviembre 2023, situado en 1ª línea de playa velilla. Este gran apartamen...;36.735601803188736;-3.6720523700482093;2 habs.;1 baño;9ª planta;granada
900 €/mes;Piso en Camino de Ronda;/alquilar/piso-camino_de_ronda18003-45014372940_108900/;Camino de Ronda (Distrito Ronda. Granada Capital);90 m²;"?? **&iexcl;ideal para estudiantes! Piso en alquiler en calle arabial** ??

&iquest;buscas un lugar c&oacute;modo y bien ubicado p...";37.1803107;-3.613586;3 habs.;1 baño;;granada
75 €/día;Dúplex en calle de la Bóveda;/alquilar/duplex-salobrena_centro_urbano-43343062700_103200/;Salobreña;;"Vivienda dúplex con inmejorables vistas al mar
Distribuido en planta baja con salón cocina americana,...";36.743;-3.5889;1 hab.;1 baño;;granada
900 €/mes;Piso en Zaidin;/alquilar/piso-zaidin_vergeles18007-44240454323_100500/;Zaidín-Vergeles (Distrito Zaidín. Granada Capital);106 m²;Junto al estadio de los carmenes ponemos en alquiler este piso en la sexta planta con ascensor. La vivienda de 106 m² cuenta con 4...;37.1541127;-3.5973639;4 habs.;2 baños;6ª planta;granada
710 €/mes;Piso en calle del Conde de Cifuentes;/alquilar/piso-figares_san_anton18005-35084890590_100500/;Figares-San Antón (Granada Capital);55 m²;"Reserva este piso para el proximo curso 24-25!! ¡Solo reserva online!

-amplio piso de 2 dormitorios totalmente equipados!
-cocina...";37.1696064;-3.6010423;2 habs.;1 baño;2ª planta;granada
900 €/mes;Piso en Cartuja;/alquilar/piso-norte_cartuja-44264261928_101800/;Cartuja (Distrito Norte. Granada Capital);80 m²;Bonito piso de 80m² con distribuidor, salón en dos ambientes y con salida a terraza, cocina completamente instalada con electrodom...;37.1960547;-3.6019809;3 habs.;1 baño;;granada
900 €/mes;Piso en Avenida de la Ilustración;/alquilar/piso-campus_de_la_salud_palacio_de_los_deportes18016-44224409258_100500/;Campus de la Salud-Palacio de los Deportes (Distrito Zaidín. Granada Capital);80 m²;"¡Disponible para julio! 

Piso en alquiler en campus de la salud. La vivienda tiene dos dormitorios, uno doble con cama de matrimo...";37.1496797;-3.5989986;2 habs.;2 baños;2ª planta;granada
1.200 €/mes;Chalet en calle del Chileno, 1;/alquilar/chalet-velilla_distrito-35882953510_500785/;Velilla (Almuñécar);200 m²;Alquiler de invierno. Bonita propiedad en alquiler anual a escasos metros de playa velilla. En un residencial tranquilo y con prec...;36.74452346658439;-3.666833158247475;3 habs.;2 baños;;granada
900 €/mes;Piso en Recogidas;/alquilar/piso-camino_de_ronda18004-45095576452_100500/;Camino de Ronda (Distrito Ronda. Granada Capital);113 m²;Proximo curso 2024/25!!! Piso amplio de tres dormitorios, un baño completo con plato de ducha, salon a doble ambiente con ventanas...;37.1711405;-3.6066763;3 habs.;1 baño;9ª planta;granada
1.000 €/mes;Piso en calle Molinos;/alquilar/piso-realejo18009-44228383738_100500/;Realejo (Granada Capital);127 m²;"¡Reserva tu vivienda para el próximo curso 24-25! 

La vivienda consta de 4 habitaciones con amplias habitaciones decoradas y equi...";37.173283;-3.5932849;4 habs.;2 baños;3ª planta;granada
1.800 €/mes;Piso en calle Rector Federico Mayor Zaragoza;/alquilar/piso-playa_granada18613-43355978209_510584/;Playa Granada (Motril);85 m²;Alquiller vacacional. Este encantador piso en alquiler se encuentra en la zona de playa granada en motril. Con una superficie tota...;36.7239486;-3.5615833;2 habs.;2 baños;Bajo;granada
695 €/mes;Piso en calle Doctor Eduardo de Teresa;/alquilar/piso-realejo18008-42580403597_100500/;Realejo (Granada Capital);60 m²;Amplio y comodo piso de 1 dormitorio en alquiler | zona san matias - realejo | precio de alquiler incluye la comunidad el gasto de...;37.1680788;-3.5888271;1 hab.;1 baño;4ª planta;granada
1.000 €/mes;Piso en Zaidin;/alquilar/piso-zaidin_vergeles18007-40890174337_100500/;Zaidín-Vergeles (Distrito Zaidín. Granada Capital);90 m²;"¡Reserva este piso para el próximo curso! 

Piso de 4 habitaciones completamente equipadas para estudiantes,  un cuarto de baño co...";37.154382857;-3.597561596;4 habs.;1 baño;5ª planta;granada
500 €/sem;Piso en calle Hurtado de Mendoza, 42;/alquilar/piso-almunecar_casco_urbano-39258736912_527266/;Casco Urbano (Almuñécar);80 m²;Espléndido piso en el corazón de almuñécar, a 50 metros de la playa y 200 metros del centro de almuñécar, cocina independiente com...;36.7327530129052;-3.6839640307156345;2 habs.;1 baño;2ª planta;granada
740 €/mes;Piso en Alhendín;/alquilar/piso-alhendin_centro_urbano-45056427321_106700/;Alhendín;80 m²;Se alquila este maravilloso piso en urbanización privada con 2 piscinas, zonas ajardinadas y parque infantil. La vivienda dispone ...;37.1103333;-3.6380271;3 habs.;2 baños;;granada
750 €/mes;Piso en calle Molinos;/alquilar/piso-realejo18009-44197504699_100500/;Realejo (Granada Capital);75 m²;"¡Reserva tu vivienda para el próximo curso 24-25! 

La vivienda consta de 3 habitaciones equipadas para estudiantes, un cuarto de ...";37.1732724;-3.5930678;3 habs.;1 baño;1ª planta;granada
1.490 €/mes;Ático en calle Carril del Picón;/alquilar/atico-granada_capital_centro_catedral18002-45071261402_511700/;Centro-Catedral (Granada Capital);190 m²;Vivienda en el centro de granada con 4 dormitorios, 2 baños completos , es muy luminoso, exterior dando a carril del picón , es un...;37.1761398;-3.6043301;4 habs.;2 baños;;granada
500 €/mes;Piso en Avda de La Hispanidad;/alquilar/piso-santa_fe_centro_urbano-40922357101_100500/;Santa Fe;90 m²;"Alquiler en santa fe

Ponemos en alquiler piso en tercera planta con ascensor competamente reformado.
Se distribuye en salón comed...";37.1919301;-3.7125403;2 habs.;1 baño;3ª planta;granada
750 €/mes;Piso en calle Curro Cuchares;/alquilar/piso-pajaritos_plaza_de_toros18014-45019827770_100500/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);102 m²;"No estudiantes 

Se alquila acogedor piso de 3 dormitorios en un edificio con ascensor. La vivienda se encuentra en el cuarto piso...";37.195574781;-3.610437598;3 habs.;1 baño;Bajo;granada
1.280 €/mes;Piso en calle de Buenos Aires;/alquilar/piso-camino_de_ronda18004-24182494760_100500/;Camino de Ronda (Distrito Ronda. Granada Capital);140 m²;"Reserva tu piso para el proximo curso 2024-25!!

-amplio piso en pleno centro de 4 dormitorios totalmente equipados (cama, escrito...";37.1715525;-3.6071943;4 habs.;2 baños;2ª planta;granada
1.500 €/mes;Casa en calle de los Corrales;/alquilar/casa-la_herradura_distrito-40841008882_525717/;La Herradura (Almuñécar);150 m²;Hermosa casa estilo chalet en la herradura,granada,costa tropical,andalucia,españa;36.7362288;-3.7396624;2 habs.;1 baño;;granada
510 €/mes;Estudio en Realejo;/alquilar/estudio-realejo18009-45069961193_100500/;Realejo (Granada Capital);47 m²;"¡Disponible para julio!  ¡Contratos de temporada! 

Coqueto estudio en alquiler en pleno realejo. La vivienda tiene un amplio saló...";37.1734593;-3.5942076;1 hab.;1 baño;;granada
750 €/mes;Piso en Centro;/alquilar/piso-figares_san_anton18005-40890451651_100500/;Figares-San Antón (Granada Capital);51 m²;Vivir en el centro de granada, en este piso es un verdadero lujo. Situado en la cuarta planta de un edificio rehabilitado reciente...;37.1713397;-3.6011543;2 habs.;1 baño;4ª planta;granada
600 €/mes;Piso en Castell de Ferro;/alquilar/piso-castell_de_ferro-44208004870_108500/;Castell de Ferro (Gualchos);65 m²;¡Gran oportunidad de alquiler de ático con vistas al mar en castell de ferro!. Disfruta de la comodidad y el lujo de vivir en este...;36.725671796;-3.35521824;2 habs.;1 baño;;granada
880 €/mes;Piso en Alcampo;/alquilar/piso-norte_cartuja-44204052412_100500/;Cartuja (Distrito Norte. Granada Capital);100 m²;"¡Reserva este piso para el curso 24-25!

La vivienda consta de:
- un amplio y luminoso salón-comedor, con un balcón con vistas y m...";37.2028532;-3.6022519;4 habs.;2 baños;8ª planta;granada
1.000 €/mes;Piso en Centro;/alquilar/piso-realejo18009-39210766093_100500/;Realejo (Granada Capital);87 m²;Disponible en mayo 2024!! Se alquila piso totalmente reformado en el paseo del salón, la mejor zona de granada capital, a 30 metro...;37.1697306;-3.5955772;3 habs.;1 baño;3ª planta;granada
1.400 €/mes;Piso en Constitucion;/alquilar/piso-granada_capital_centro_catedral18001-44178714977_100500/;Centro-Catedral (Granada Capital);141 m²;Se alquila curso 24/25!!!   Excelente piso de 4 dormitorios y 2 cuartos de baños en acera canasteros, es una 4ta planta con ascens...;37.1829451;-3.6040019;4 habs.;2 baños;4ª planta;granada
500 €/mes;Piso en calle Gracia;/alquilar/piso-granada_capital_centro_catedral18002-43405563040_526600/;Centro-Catedral (Granada Capital);50 m²;Bonito estudio amueblado reformado nuevo, salon-dormitorio, cocina americana, baño, patio granadido, comunidad, agua y wifi inclui...;37.1737312;-3.6032168;;1 baño;Bajo;granada
950 €/mes;Piso en Casería de Montijo;/alquilar/piso-beiro_san_francisco_javier18013-45072895366_100500/;San Francisco Javier (Distrito Beiro. Granada Capital);115 m²;Piso en granada zona casería de montijo, 115.00 m. De superficie, 4 habitaciones dobles,  un baño, propiedad en buen estado, cocin...;37.1972373;-3.6042852;4 habs.;1 baño;1ª planta;granada
1.135 €/mes;Piso en Barrio San Lazaro;/alquilar/piso-pajaritos_plaza_de_toros18012-45060071444_100500/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);130 m²;Plaza san lazaro, 3 dormitorios, 2 baños completos, cocina amueblada y salón muy grande, 128 metros.aire acondicionado en todas la...;37.1867558;-3.6059661;3 habs.;2 baños;16ª planta;granada
1.200 €/mes;Apartamento en Paseo del Altillo;/alquilar/apartamento-almunecar_casco_urbano-29230333701_512325/;Casco Urbano (Almuñécar);78 m²;No se alquila todo el año. Precioso apartamento situado en el paseo del altillo, en el centro del pueblo y en primera linea de pla...;36.7312583;-3.6903274;1 hab.;1 baño;3ª planta;granada
800 €/mes;Apartamento en calle Delfín;/alquilar/apartamento-granada_capital_chana18015-45044704523_100500/;Chana (Granada Capital);120 m²;Amplio y comodo piso de 4 dormitorios ideal para estudiantes | zona la chana | precio de alquiler incluye la comunidad, el gasto d...;37.1883319;-3.6202687;4 habs.;;3ª planta;granada
900 €/mes;Piso en calle Tórtola;/alquilar/piso-pajaritos_plaza_de_toros18014-44235312305_995984/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);90 m²;Piso  para estudiantes. Estupendo piso en los pajaritos, en calle tórtola. Compuesto de 3 dormitorios y un baño. Totalmente amuebl...;37.1860391;-3.6123766;3 habs.;1 baño;1ª planta;granada
900 €/mes;Piso en Sanders;/alquilar/piso-juventud_sanders18003-45039869659_100500/;Juventud-Sanders (Distrito Ronda. Granada Capital);143 m²;"Eres estudiante?? Este es tu piso en zona estadio de la juventud!
Consta de 3 habitaciones y 2 baños, cerca de la parada de metro,...";37.1832276;-3.6148933;3 habs.;2 baños;5ª planta;granada
800 €/mes;Piso en calle Gran Vía de Colón;/alquilar/piso-granada_capital_centro_catedral18001-45088690675_521153/;Centro-Catedral (Granada Capital);60 m²;Disponibilidad inmediata  en gran via de colon pleno centro de granada fantastico piso de dos dormitorios uno con cama de matrimon...;37.1772548;-3.5984803;2 habs.;1 baño;3ª planta;granada
750 €/mes;Piso en Zaidin;/alquilar/piso-zaidin_vergeles18006-45077078902_100500/;Zaidín-Vergeles (Distrito Zaidín. Granada Capital);57 m²;Este piso en alquiler, ubicado en el barrio del zaidín, ha sido recientemente reformado y está listo para entrar a vivir. Destaca ...;37.1623015;-3.5987793;2 habs.;1 baño;4ª planta;granada
900 €/mes;Piso en Palacio de Deportes;/alquilar/piso-campus_de_la_salud_palacio_de_los_deportes18016-44233545956_100500/;Campus de la Salud-Palacio de los Deportes (Distrito Zaidín. Granada Capital);71 m²;Campus de la salud. La vivienda cuenta salón independiente con acceso a una terraza pequeña, cocina completamente amueblada y equi...;37.1494143;-3.5990901;2 habs.;2 baños;2ª planta;granada
1.400 €/mes;Piso en calle Sol;/alquilar/piso-camino_de_ronda18002-44177415837_526600/;Camino de Ronda (Distrito Ronda. Granada Capital);130 m²;Fantastico piso de 4 dormitorios reformado nuevo, amueblado, salon, cocina con lavavajillas, 2 baños, todo exterior, luminoso, cal...;37.1764261;-3.60891;4 habs.;2 baños;1ª planta;granada
765 €/mes;Piso en Carretera de Málaga, 104;/alquilar/piso-granada_capital_chana18015-45005721703_109800/;Chana (Granada Capital);80 m²;"Alquilo piso, cochera y trastero en carretera antigua de malaga, junto al dani en la chana

El piso esta como nuevo y es de recien...";37.189716;-3.6280718;2 habs.;2 baños;2ª planta;granada
1.300 €/mes;Piso en Avenida del Doctor Oloriz;/alquilar/piso-pajaritos_plaza_de_toros18012-45052920349_109300/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);150 m²;"Visitas a partir del 1 de julio 2024.
Piso ideal para estudiantes de últimos cursos, opositores o trabajadores tipo sanitarios. Si...";37.18741;-3.608;4 habs.;2 baños;;granada
A consultar;Apartamento en calle del Paseo Marítimo;/alquilar/apartamento-salobrena_centro_urbano-30860428000_103200/;Salobreña;;Alquiler de viviendas en paseo maritimo  por periodos vacacionales.;36.7338;-3.58931;3 habs.;2 baños;;granada
600 €/mes;Piso en Huétor Vega;/alquilar/piso-huetor_vega_centro_urbano-44184262070_100500/;Huétor Vega;70 m²;Si tienes tus muebles yo tengo tu piso¡ Bonito piso sin amueblar en el corazón de huetor vega, junto al ayuntamiento, rodeado de s...;37.1447689;-3.5704556;2 habs.;1 baño;1ª planta;granada
2.000 €/mes;Piso en calle de las Flores;/alquilar/piso-camino_de_ronda18004-43339087450_526600/;Camino de Ronda (Distrito Ronda. Granada Capital);200 m²;Fantastico piso de 5 dormitorios, reformado nuevo, salon amplio, terraza, cocina con lavavajillas, 2 baños, amueblado, calefaccion...;37.1676492;-3.6056323;5 habs.;2 baños;1ª planta;granada
1.000 €/mes;Piso en Alhamar;/alquilar/piso-figares_san_anton18005-45064267946_100500/;Figares-San Antón (Granada Capital);125 m²;"¡Estrena tu nuevo hogar en el centro de granada!

Presentamos dos espectaculares pisos de obra nueva, idealmente situado en el cor...";37.168605;-3.6009968;3 habs.;2 baños;Bajo;granada
400 €/sem;Estudio en Paseo de la Puerta del Mar, 3;/alquilar/estudio-almunecar_casco_urbano-39224744177_527266/;Casco Urbano (Almuñécar);30 m²;Superficie total 30 m², estudio superficie útil 30 m², hab. Individuales: 1, 1 baño, aire acondicionado (frío y calor), ascensor, ...;36.731126117833334;-3.687727971756095;1 hab.;1 baño;;granada
600 €/mes;Piso en Churriana;/alquilar/piso-churriana_de_la_vega_casco_antiguo-44169278757_100500/;Casco Antiguo (Churriana de La Vega);71 m²;600 euros, piso  muy bonito  con amplia terraza,  junto ayuntamiento, nuevos viales de churriana, cerca de la futura parada de met...;37.148413522;-3.646147158;2 habs.;1 baño;2ª planta;granada
1.000 €/mes;Piso en Cartuja;/alquilar/piso-norte_cartuja-43399828679_106700/;Cartuja (Distrito Norte. Granada Capital);80 m²;Se alquila piso para curso 24/25, completamente reformado con mobiliario y camas a estrenar, en zona cartuja junto a correos y a m...;37.2000654;-3.601142;4 habs.;1 baño;;granada
1.000 €/mes;Piso en Arabial;/alquilar/piso-camino_de_ronda18004-45013870075_100500/;Camino de Ronda (Distrito Ronda. Granada Capital);110 m²;"Solo estudiantes! Se puede ver a partir del 10 de julio 

Se pone en alquiler este pisazo  en una de las mejores zonas de granada,...";37.1800119;-3.6140947;4 habs.;2 baños;Bajo;granada
385 €/sem;Apartamento en Paseo de Velilla, 15;/alquilar/apartamento-almunecar_los_pinos-872806566_500785/;Velilla (Almuñécar);65 m²;Superf. 65 m²,  1 habitación doble,  1 baño, cocina (americana - equipada), comedor, terraza, ascensor, armarios (empotrado), mueb...;36.73747442704492;-3.6702377731742875;1 hab.;1 baño;6ª planta;granada
900 €/mes;Piso en Camino de Ronda;/alquilar/piso-figares_san_anton18004-43410019687_100500/;Figares-San Antón (Granada Capital);100 m²;Comodo piso de 3 dormitorios en alquiler ideal para estudiantes | zona centro - camino de ronda | precio de alquiler incluye la co...;37.1691818;-3.6050959;3 habs.;;5ª planta;granada
650 €/mes;Piso en Parque Nueva Granada;/alquilar/piso-caseria_de_montijo_nueva_granada18011-45074391603_100500/;Casería de Montijo-Nueva Granada (Distrito Norte. Granada Capital);70 m²;"¡Reserva este piso para el próximo curso!  (fotgrafías pendientes de actualizar).

La vivienda consta de:
-amplio y luminoso salón...";37.2044517;-3.5951092;2 habs.;1 baño;2ª planta;granada
980 €/mes;Piso en Granada;/alquilar/piso-pajaritos_plaza_de_toros18014-41739409443_100500/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);125 m²;Este espacioso piso cuenta con cinco dormitorios, lo que lo convierte en una excelente opción para familias o grupos que necesiten...;37.1948983;-3.6115024;5 habs.;2 baños;5ª planta;granada
1.000 €/mes;Piso en calle del Marqués de los Vélez;/alquilar/piso-figares_san_anton18005-42507621608_100500/;Figares-San Antón (Granada Capital);110 m²;Cómodo piso de 3 dormitorios en alquiler | zona figares | precio de alquiler incluye la comunidad y calefacciòn central, el gasto ...;37.1699296;-3.6006754;3 habs.;2 baños;4ª planta;granada
750 €/mes;Estudio en calle Horno de Haza;/alquilar/estudio-granada_capital_centro_catedral18002-45034104113_521153/;Centro-Catedral (Granada Capital);40 m²;Disponible 1 de agosto fantastico estudio en pleno centro de granada junto plaza de lobos, consta de cocina americana incorporada ...;37.1776419;-3.6032956;;1 baño;;granada
1.200 €/mes;Piso en calle Emperatriz Eugenia;/alquilar/piso-camino_de_ronda18002-43415606102_100500/;Camino de Ronda (Distrito Ronda. Granada Capital);120 m²;Proximo curso 24/25 se alquila precioso piso, situado alrededor de pedro antonio, zona céntrica, perfecta ubicación, cerca de todo...;37.1750954;-3.6082569;4 habs.;2 baños;1ª planta;granada
1.000 €/mes;Piso en Avenida de Murcia;/alquilar/piso-san_ildefonso_hospital_real18012-42517770773_100500/;San Ildefonso Hospital Real (Distrito Beiro. Granada Capital);120 m²;Comoda casa en alquiler de 3 dormitorios | zona san ildefonso | precio de alquiler no incluye el consumo de suministros el cual es...;37.187179415;-3.603304894;3 habs.;2 baños;2ª planta;granada
900 €/mes;Piso en calle Emilio Moré, nº 3;/alquilar/piso-motril_centro18600-42524034120_108500/;Centro (Motril);167 m²;En la calle emilio moré, junto a la plaza de las palmeras se encuentra este gran piso de cuatro dormitorios y dos baños con mueble...;36.7453;-3.51921;4 habs.;2 baños;;granada
100 €/mes;Piso en Castell de Ferro;/alquilar/piso-castell_de_ferro-45027366712_108500/;Castell de Ferro (Gualchos);55 m²;Leer bien. Se alquila piso por quincena o mes en julio y agosto. Consultar disponibilidad y precio.  Está distribuido en 2 habitac...;36.7219583;-3.3586096;2 habs.;1 baño;;granada
850 €/mes;Piso en Alhamar;/alquilar/piso-realejo18009-45084837870_100500/;Realejo (Granada Capital);70 m²;"¡Descubre tu nuevo hogar en el corazón de granada!

Apartamento de 1 habitación y 1 baño en el centro de granada

Este encantador ...";37.1711768;-3.5957566;1 hab.;1 baño;2ª planta;granada
850 €/mes;Piso en Parque Almunia;/alquilar/piso-los_periodistas_parque_almunia18014-44207466921_100500/;Los Periodistas-Parque Almunia-Albayda (Granada Capital);94 m²;Descubre este encantador piso situado en el barrio albayda, un barrio muy tranquilo y rodeado de todo tipo de comercios, transport...;37.1978753;-3.6167516;3 habs.;2 baños;Bajo;granada
980 €/mes;Piso en La Chana;/alquilar/piso-granada_capital_chana18015-40898876901_100500/;Chana (Granada Capital);127 m²;Inmobiliaria garcia delgado alquila: bonito piso en la zona de la chana (zona crta de malaga-boulevard), piso de grandes dimension...;37.1891371;-3.6269797;4 habs.;2 baños;3ª planta;granada
1.150 €/mes;Chalet pareado en calle Horno de San Agustín;/alquilar/chalet_pareado-albaicin_distrito18010-45080716582_521153/;Albaicín (Granada Capital);150 m²;Disponibilidad inmediata fantastica casa pareada en muy buen estado con mucho encanto en el barrio del albaizin, dispone de dos pl...;37.1818478;-3.5917242;3 habs.;2 baños;;granada
790 €/mes;Piso en Vergeles;/alquilar/piso-zaidin_vergeles18008-45093897309_100500/;Zaidín-Vergeles (Distrito Zaidín. Granada Capital);104 m²;Se alquila fantástico piso en una de las zonas más demandadas de granada, fontiveros. El inmueble cuenta con 3 amplios dormitorios...;37.1614151;-3.5936697;3 habs.;1 baño;7ª planta;granada
1.135 €/mes;Piso en Barrio San Lazaro;/alquilar/piso-pajaritos_plaza_de_toros18012-45061193891_100500/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);130 m²;Plaza san lazaro, 3 dormitorios, 2 baños completos, cocina amueblada y salón muy grande, 128 metros.aire acondicionado en todas la...;37.1867558;-3.6059661;3 habs.;2 baños;16ª planta;granada
1.125 €/mes;Piso en Alhamar;/alquilar/piso-figares_san_anton18004-39227145331_100500/;Figares-San Antón (Granada Capital);97 m²;Espectacular piso reformado junto a calle alhamar y camino de ronda. La vivienda tiene tres dormitorios, 2 baños completos y ampli...;37.1671446;-3.6034447;3 habs.;2 baños;4ª planta;granada
900 €/mes;Piso en Camino de Ronda;/alquilar/piso-camino_de_ronda18003-45081311737_100500/;Camino de Ronda (Distrito Ronda. Granada Capital);120 m²;"¡Reserva tu vivienda para el próximo curso! ¡Solo chicas!

Ático en camino de ronda con una gran terraza y vistas a sierra nevada....";37.181022433;-3.612540402;3 habs.;1 baño;7ª planta;granada
1.000 €/mes;Piso en Plaza de Toros;/alquilar/piso-pajaritos_plaza_de_toros18014-45090006694_100500/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);100 m²;"¡Reserva este piso para el próximo curso!

La vivienda consta de :
-un amplio y luminoso salón-comedor, con bomba de frío y calor,...";37.1922288;-3.608101;4 habs.;1 baño;2ª planta;granada
950 €/mes;Apartamento en calle Ancha de Capuchinos;/alquilar/apartamento-san_ildefonso_hospital_real18012-45044800948_100500/;San Ildefonso Hospital Real (Distrito Beiro. Granada Capital);120 m²;Amplio piso de 4 dormitorios ideal para estudiantes | zona san ildefonso | precio de alquiler incluye la comunidad, el gasto de su...;37.1854343;-3.6025263;4 habs.;;3ª planta;granada
700 €/mes;Piso en Zaidín-Vergeles;/alquilar/piso-zaidin_vergeles18007-45010733561_106700/;Zaidín-Vergeles (Distrito Zaidín. Granada Capital);40 m²;Estupendo apartamento para 1 o 2 personas, con gastos incluidos (agua, luz y wifi) dispone de 1 habitación con cama de matrimonio ...;37.15669661;-3.602826631;1 hab.;1 baño;;granada
880 €/mes;Piso en Casería de Montijo-Nueva Granada;/alquilar/piso-caseria_de_montijo_nueva_granada18011-45085938887_106700/;Casería de Montijo-Nueva Granada (Distrito Norte. Granada Capital);99 m²;Se alquila piso para el próximo curso 24/25 en caseria montijo. Muy bien comunicado con las distintas líneas de bus y a mitad de c...;37.2001362;-3.5977727;4 habs.;2 baños;;granada
960 €/mes;Piso en calle Ronda de Alfareros;/alquilar/piso-caseria_de_montijo_nueva_granada18011-42539003659_100500/;Casería de Montijo-Nueva Granada (Distrito Norte. Granada Capital);120 m²;"¡Reserva tu vivienda para el proximo curso 24-25! 

Costa de 4 dormitorios completamente equipados para estudiantes, 2 cuarto de b...";37.199393;-3.5959714;4 habs.;2 baños;2ª planta;granada
850 €/mes;Piso en Gran Capitan;/alquilar/piso-camino_de_ronda18002-42575159203_100500/;Camino de Ronda (Distrito Ronda. Granada Capital);106 m²;¿Estás pensando en independizarte o buscas tu primera vivienda? Estás de suerte, ya en alquiler este magnífico piso a escasos metr...;37.17862219;-3.608880953;3 habs.;2 baños;4ª planta;granada
900 €/mes;Piso en calle de Cañaveral;/alquilar/piso-camino_de_ronda18003-44182348227_100500/;Camino de Ronda (Distrito Ronda. Granada Capital);95 m²;"¡Reserva este piso para el próximo curso 24-25!

Ideal para estudiantes, consta de 3 habitaciones equipadas para estudiantes, un c...";37.1784941;-3.6117943;3 habs.;1 baño;2ª planta;granada
1.280 €/mes;Piso en Granada;/alquilar/piso-pajaritos_plaza_de_toros18014-44234300917_100500/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);113 m²;"E s t u d i a n t e s 4 dormitorios. Curso universitario 2024/2025
 Contrato de 10 meses y medio, renovable. 
Precioso piso de 4 d...";37.194638;-3.6107418;4 habs.;2 baños;5ª planta;granada
5.000 €/mes;Chalet en Avenida de los Geranios;/alquilar/chalet-calahonda_carchuna18730-44206769528_510584/;Calahonda-Carchuna (Motril);250 m²;Esta impresionante villa en alquiler se encuentra en la zona de calahonda-carchuna en motril. Con una superficie total de 250 m², ...;36.6998719;-3.416891;4 habs.;2 baños;;granada
950 €/mes;Piso en San Juan de Dios;/alquilar/piso-granada_capital_centro_catedral18001-45025430862_100500/;Centro-Catedral (Granada Capital);90 m²;"Increíble piso en zona triunfo de granada

La ubicación de este piso es inmejorable, se encuentra en zona céntrica en un ambiente ...";37.1824895;-3.6042825;2 habs.;1 baño;2ª planta;granada
200 €/mes;Apartamento en Baza;/alquilar/apartamento-baza_centro_urbano-28388244144_108900/;Baza;40 m²;Se alquila habitación en baza (granada) con su baño respectivo y cocina a compartir a 12€ por noche. Totalmente amueblado. Ideal p...;37.484011;-2.7700958;4 habs.;1 baño;;granada
600 €/mes;Ático en calle Real de Cartuja;/alquilar/atico-san_ildefonso_hospital_real18012-43411345176_100500/;San Ildefonso Hospital Real (Distrito Beiro. Granada Capital);60 m²;Hermoso ático de un dormitorio en alquiler | zona san ildefonso | precio de alquiler incluye comunidad el gasto de suministros es ...;37.1865408;-3.60014;1 hab.;;;granada
1.000 €/mes;Piso en calle de Pedro Antonio de Alarcón;/alquilar/piso-camino_de_ronda18003-44245479659_995984/;Camino de Ronda (Distrito Ronda. Granada Capital);95 m²;Disponible para estudiantes! Magnífico piso en emperatriz eugenia con 3 dormitorios, 2 baños, amplio salón y cocina independiente....;37.175223;-3.6077111;3 habs.;2 baños;3ª planta;granada
950 €/mes;Piso en Centro;/alquilar/piso-granada_capital_centro_catedral18002-43411478107_100500/;Centro-Catedral (Granada Capital);80 m²;¿Estas buscando piso para vivir y te gustaría estar en el centro de granada? Te traigo la solución, piso con ubicación inmejorable...;37.1731509;-3.6008319;2 habs.;2 baños;3ª planta;granada
800 €/mes;Apartamento en Avenida del Sol, 4;/alquilar/apartamento-cotobro-37515404015_500785/;Cotobro (Almuñécar);80 m²;Alquiler anual. Bonito apartamento exterior, en la zona de cotobro. Esta propiedad es privilegiada, es muy soleada y disfruta de u...;36.73500891653499;-3.722070565067984;1 hab.;2 baños;Bajo;granada
590 €/mes;Piso en Carrera del Darro;/alquilar/piso-albaicin_distrito18010-45016611997_100500/;Albaicín (Granada Capital);65 m²;Lindo piso en alquiler de 1 dormitorio | zona albaicín | precio de alquiler incluye comunidad, el gasto de suministros es a cargo ...;37.1777543;-3.5945002;1 hab.;;2ª planta;granada
1.260 €/mes;Piso en calle del Mirlo;/alquilar/piso-pajaritos_plaza_de_toros18014-45031317250_100500/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);130 m²;"¡Disponible para el curso 2024-2025! 

Se alquila piso de cuatro dormitorios, salón-comedor, dos baños completos y una amplia coci...";37.1861059;-3.6110801;4 habs.;2 baños;2ª planta;granada
500 €/mes;Piso en calle de Madrid;/alquilar/piso-monachil_centro_urbano-45025661322_511700/;Monachil;80 m²;Piso de 2dormitorios, 2 baños, amueblado, en la calle principal , doble acristalamiento ,pintura lisa, mármol italiano, buen estad...;37.132847026;-3.562030146;2 habs.;2 baños;2ª planta;granada
