precio;sub_descr;href;ubicacion;banios;mt2;otros;latitude;longitude;habitaciones;planta;CCAA
1.400 €/mes;;/alquilar/piso-chamberi_almagro28010-45075063894_100500/;Almagro (Distrito Chamberí. Madrid Capital);1 baño;55 m²;"Grupo props s.l. Alquila exclusivo, moderno y tranquilo apartamento 
**requisitos**
Solvencia demostrable
Mes en curso
Mes fianza ...";40.4381369;-3.698651;2 habs.;1ª planta;madrid
850 €/mes;Loft en Carretera de Fuencarral, 56;/alquilar/loft-alcobendas_valdelacasa-45032301375_523805/;Valdelacasa (Alcobendas);1 baño;78 m²;"Homevitae madrid pone en alquiler loft profesional en 3ª planta exterior.

Dispone el loft  en planta baja de un amplio salón con ...";40.529095;-3.6507893;1 hab.;;madrid
850 €/mes;;/alquilar/piso-mostoles_oeste28934-45835110983_100200/;Oeste (Móstoles);1 baño;68 m²;Agencia inmobiliaria tecnocasa de mostoles - zona alfonso xii - hospital metro en exclusiva alquila piso muy luminoso, recien pint...;40.318787;-3.874299;2 habs.;;madrid
1.850 €/mes;;/alquilar/piso-acacias28005-45075297665_100500/;Acacias (Distrito Arganzuela. Madrid Capital);2 baños;129 m²;¡Fabuloso piso en alquiler, última planta de 129m², en magnifica urbanizacion privada, ubicado en la calle toledo en arganzuela! ¡...;40.4038083;-3.7125603;3 habs.;7ª planta;madrid
1.650 €/mes;;/alquilar/piso-lista_barrio28006-45020310024_362300/;Lista (Distrito Salamanca. Madrid Capital);1 baño;75 m²;"Se alquila desde 01 julio 2.024 hasta 30 enero 2.025.
 
Impresionante ático amueblado con piscina en pleno barrio de salamanca! Un...";40.4321897;-3.6737202;1 hab.;8ª planta;madrid
1.650 €/mes;;/alquilar/piso-trafalgar28010-45884760969_104700/;Trafalgar (Distrito Chamberí. Madrid Capital);2 baños;55 m²;Entrada disponible los primeros dias de agosto- redpiso chamberí alquila estupendo dúplex en perfecto estado. Se encuentra en call...;40.4368629;-3.7017956;2 habs.;;madrid
2.300 €/mes;Apartamento en Avenida de Alberto Alcocer, 12;/alquilar/apartamento-chamartin_hispanoamerica28036-5010584309_100100/;Hispanoamérica (Distrito Chamartín. Madrid Capital);2 baños;95 m²;Algo único en las estancias del eurobuilding de alberto alcocer, 2 habitaciones, 2 baños, terraza y suministros incluidos.magnífic...;40.4585;-3.68595;2 habs.;4ª planta;madrid
1.000 €/mes;;/alquilar/piso-palomeras_sureste28031-45917708757_104700/;Palomeras Sureste (Distrito Puente de Vallecas. Madrid Capital);2 baños;74 m²;"Redpiso villa de vallecas alquila en exclusiva:

Magnifica vivienda de 2 dormitorios con armarios empotrados, 2 baños con plato de...";40.3801979;-3.6380382;2 habs.;;madrid
1.900 €/mes;;/alquilar/piso-chamartin_hispanoamerica28016-45905428543_519083/;Hispanoamérica (Distrito Chamartín. Madrid Capital);2 baños;88 m²;Piso en alquiler en calle bolivia, zona plaza de la república dominicana, metro colombia ln9 y ln8 directa al aeropuerto madrid ba...;40.4565646;-3.6783734;2 habs.;5ª planta;madrid
2.500 €/mes;Piso en calle del Padre Claret, 1;/alquilar/piso-chamartin_prosperidad28002-45078203628_991170/;Prosperidad (Distrito Chamartín. Madrid Capital);2 baños;151 m²;"Espectacular vivienda de tres dormitorios y dos baños con una gran terraza.
Según se entra a la vivienda nos encontramos a mano iz...";40.444168;-3.6654408;3 habs.;5ª planta;madrid
1.190 €/mes;;/alquilar/piso-puerta_bonita28025-45928465441_518874/;Puerta Bonita (Distrito Carabanchel. Madrid Capital);2 baños;70 m²;Masterpiso, alquila piso en calle clara campoamor, puerta bonita, carabanchel, madrid m² 70m² construidos y 68m² útiles, 3ª planta...;40.382827;-3.7330523;2 habs.;Bajo;madrid
7.800 €/mes;;/alquilar/piso-salamanca_castellana28006-45066584271_100500/;Castellana (Distrito Salamanca. Madrid Capital);3 baños;202 m²;Este encantador piso en alquiler te ofrece una experiencia única en un entorno clásico del siglo xx. Situado en la 4º planta de un...;40.4309516;-3.6870966;3 habs.;4ª planta;madrid
1.300 €/mes;;/alquilar/piso-tetuan_almenara28029-45848546087_104700/;Almenara (Distrito Tetuán. Madrid Capital);1 baño;60 m²;Redpiso alquila estupenda vivienda con reforma a estrenar. A tan solo 400 metros del paseo de la castellana y a pocos metros del i...;40.4700455;-3.6924289;2 habs.;;madrid
1.200 €/mes;;/alquilar/apartamento-trafalgar28010-27573511103_100500/;Trafalgar (Distrito Chamberí. Madrid Capital);1 baño;43 m²;Urbanissimo real estate gestiona el alquiler de este apartamento amueblado, con aire acondicionado, reformado de 1 dormitorio, en ...;40.431644;-3.7021832;1 hab.;4ª planta;madrid
5.000 €/mes;;/alquilar/piso-salamanca_castellana28006-45019967467_108500/;Castellana (Distrito Salamanca. Madrid Capital);3 baños;220 m²;Bek properties presenta este magnifico piso de 200m² totalmente reformado en 2017 haciendo esquina entre c/ lagasca y c/ general o...;40.4371307;-3.68437;4 habs.;;madrid
950 €/mes;;/alquilar/piso-castilla28036-45873710412_100200/;Castilla (Distrito Chamartín. Madrid Capital);1 baño;60 m²;"Estudio inmobiliario chamartin sl - madrid oficina tecnocasa de madrid
En alquiler: vivienda con 1 dormitorio independiente, ampli...";40.467968889;-3.686555904;1 hab.;1ª planta;madrid
1.200 €/mes;;/alquilar/piso-espartales28805-45897805996_100200/;Espartales (Distrito Ensanche-Espartales. Alcalá de Henares);2 baños;136 m²;"Agencia inmobiliaria de alcalá de henares, oficina de tecnocasa, alquila excelente vivienda en ciudad 10.

La zona cuenta con todo...";40.5116577;-3.3522892;;4ª planta;madrid
1.600 €/mes;;/alquilar/chalet-las_americas28983-40928479897_103800/;Las Américas (Parla);3 baños;180 m²;¡No pierdas la oportunidad de vivir en este hermoso chalet adosado en parla! Con una ubicación privilegiada, este inmueble cuenta ...;40.2274999;-3.7652081;4 habs.;;madrid
1.400 €/mes;;/alquilar/piso-majadahonda_casco_antiguo28220-45038451760_528516/;Casco Antiguo (Majadahonda);1 baño;70 m²;"Zanatta servicios inmobiliarios alquila en exclusiva 
Fantastico piso de 70m², consta de dos dormitorios con armarios empotrados, ...";40.4723162;-3.8750947;2 habs.;2ª planta;madrid
1.200 €/mes;;/alquilar/piso-ciudad_lineal_pueblo_nuevo28017-45846763796_997979/;Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital);1 baño;70 m²;Vivenda amueblada, completamente exterior de 3 dormitorios muy próxima a la calle de alcalá. Luminosa, dispone de pequeña terraza ...;40.4347446;-3.6417886;3 habs.;2ª planta;madrid
950 €/mes;;/alquilar/piso-centro_embajadores_lavapies28005-45877910620_522144/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);1 baño;40 m²;Fantástico apartamento en el corazón del centro de madrid, en el barrio de la latina, uno de los más apetecidos de la ciudad por s...;40.409467;-3.7077416;1 hab.;4ª planta;madrid
1.600 €/mes;;/alquilar/piso-goya28006-30022977798_100500/;Goya (Distrito Salamanca. Madrid Capital);1 baño;45 m²;"Disponible desde julio:
Vivienda en el distrito salamanca en la zona de goya con patio de uso privado. Se ofrece con gastos de ele...";40.427023848;-3.670982926;2 habs.;;madrid
2.250 €/mes;;/alquilar/piso-universidad_malasana28004-45892648947_998036/;Universidad-Malasaña (Distrito Centro. Madrid Capital);2 baños;130 m²;El piso esta amueblado, dispone de mucha luz artificial, tiene armarios empotrados, cocina completamente equipada, dos baños compl...;40.4226582;-3.7064414;3 habs.;1ª planta;madrid
3.000 €/mes;;/alquilar/piso-chamartin_hispanoamerica28016-36711813620_100500/;Hispanoamérica (Distrito Chamartín. Madrid Capital);2 baños;120 m²;"Piso, madrid (chamartín)

 Estancias cortas
4ªplanta completamente exterior. Muchísima luz. Buena finca con dos ascensores y porte...";40.4572979;-3.6765536;4 habs.;5ª planta;madrid
2.000 €/mes;;/alquilar/chalet-villaviciosa_de_odon_centro-45011667152_103800/;Centro (Villaviciosa de Odón);2 baños;180 m²;Chalet adosado en casco urbano, con 180 m² construidos, 110 m² útiles, 117 m² metros de parcela, 40 metros de jardín, 3 dormitorio...;40.361675209;-3.911875682;3 habs.;;madrid
12.000 €/mes;;/alquilar/piso-jeronimos28014-45027368929_101800/;Jerónimos (Distrito Retiro. Madrid Capital);4 baños;390 m²;"1º línea de retiro, con vistas al parque del retiro, en edificio clásico representativo.

Grandes estancias. Piso de esquina, saló...";40.4137616;-3.6891239;3 habs.;2ª planta;madrid
1.900 €/mes;;/alquilar/piso-universidad_malasana28015-45086744431_100200/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 baño;56 m²;"'agencia inmobiliaria de madrid zona arguelles - plaza españa - conde duque oficina tecnocasa alquila:
¡Disponible a partir del 1 ...";40.424401163;-3.710726658;2 habs.;5ª planta;madrid
2.300 €/mes;;/alquilar/piso-hortaleza_palomas28042-45898916156_106000/;Palomas (Distrito Hortaleza. Madrid Capital);2 baños;240 m²;"Inmoline 91 616 32 20 - whatsapp 663 143 487.-  magnifica vivienda en alquiler, reformada en 2024. Muy luminosa.
Situado en un ent...";40.4519241;-3.6082346;3 habs.;1ª planta;madrid
180 €/día;;/alquilar/piso-chamberi_vallehermoso28003-43370268119_109300/;Vallehermoso (Distrito Chamberí. Madrid Capital);1 baño;110 m²;"En inmob homes presentamos la alternativa de alquiler temporario amueblado de&nbsp;&nbsp;piso de lujo en pleno centro de madrid. P...";40.4429018;-3.7042883;1 hab.;;madrid
795 €/mes;;/alquilar/loft-puerta_del_angel-45021452870_101800/;Puerta del Ángel (Distrito Latina. Madrid Capital);1 baño;35 m²;Inmomadrid alquila: rfe 112. Piso, bajo de 30m² tipo estudio. Cocina amueblada con placa vitrocerámica, horno, microondas, frigorí...;40.410604;-3.7292811;;;madrid
700 €/mes;;/alquilar/estudio-hortaleza_canillas28043-45910259824_523805/;Canillas (Distrito Hortaleza. Madrid Capital);1 baño;35 m²;Homevitae madrid les da la bienvenida a este magnífico estudio en alquiler amueblado en el barrio de canillas! Ubicado en la segun...;40.4655795;-3.6298931;1 hab.;;madrid
1.100 €/mes;;/alquilar/piso-villaverde_los_rosales28021-45046177285_997950/;Los Rosales (Distrito Villaverde. Madrid Capital);1 baño;60 m²;"Piso en alquiler en villaverde bajo cerca de metro y renfe

Consta de 2 dormitorios, salón de paso, cocina y baño.

Se alquila tal...";40.3499456;-3.6853486;2 habs.;Bajo;madrid
2.490 €/mes;;/alquilar/piso-sol_barrio28005-44252994981_100500/;Sol (Distrito Centro. Madrid Capital);1 baño;75 m²;"**¡Oportunidad única en el corazón de madrid! ** 
Presentamos un encantador piso ubicado en la emblemática puerta del sol, en plen...";40.41432;-3.7081636;2 habs.;4ª planta;madrid
1.050 €/mes;;/alquilar/piso-el_reston-20880046967_100500/;El Restón (Valdemoro);2 baños;100 m²;"¡Oportunidad única! Amplia vivienda de 3 dormitorios en valdemoro

En una de las zonas más solicitadas de valdemoro, se encuentra ...";40.1822756;-3.6827741;3 habs.;3ª planta;madrid
2.900 €/mes;Chalet en calle;/alquilar/chalet-moncloa_aravaca_aravaca28023-45009744146_107700/;Aravaca (Distrito Moncloa-Aravaca. Madrid Capital);3 baños;240 m²;¿Imaginas vivir en una casa donde cada rincón te haga sentir especial? Century 21 r&c te invita a descubrir este encantador chalet...;40.4498;-3.79089;6 habs.;;madrid
1.350 €/mes;;/alquilar/piso-rios_rosas28003-45857082980_519466/;Ríos Rosas (Distrito Chamberí. Madrid Capital);2 baños;50 m²;"Calle ponzano. Dos (2) habitaciones, dos (baños), amueblado y con electrodomésticos, portero, muy luminoso en finca señorial

No e...";40.4398857;-3.6991067;2 habs.;3ª planta;madrid
1.200 €/mes;Piso en calle de Leganitos, 27;/alquilar/piso-centro_palacio28013-24196317039_994129/;Palacio (Distrito Centro. Madrid Capital);1 baño;55 m²;Disfruta de esta vivienda con 2 balcones en pleno centro de madrid, a las espaldas de la gran vía y desde donde verás la plaza de ...;40.42190184481924;-3.7103834832215887;1 hab.;2ª planta;madrid
1.300 €/mes;;/alquilar/piso-san_juan_bautista28043-5044204259_100500/;San Juan Bautista (Distrito Ciudad Lineal. Madrid Capital);1 baño;77 m²;"""solo alquiler temporal * , mínimo 4 meses máximo 11 meses. Solo alquiler temporal estupendo apartamento totalmente amueblado y eq...";40.4505789;-3.6589099;3 habs.;4ª planta;madrid
