sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;publicado_hace;plataforma;precio;CCAA
Piso en alquiler en Noja, Playa de Ris;https://rd.clk.thribee.com/id.19-e19w1_Om/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.46781trovit-web-7fddc9494f-snxmk6692dbc71fbde/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.1/cookieid.1021396692dbc6e65002.46195704/pos.14/;39180, Noja, Provincia de Cantabria;2  habitaciones;2  baños;70  m²;...Para mas información visiten nuestra web: o contacte con nosotros en el teléfono. Ksa13, tu agencia inmobiliaria de confianza en Cantabria...;Hace +30 días;Todopisos;;Cantabria
Piso en alquiler en Noja, Entreplayas;https://rd.clk.thribee.com/id.1BI8w1947i/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.46781trovit-web-7fddc9494f-snxmk6692dbc71fbde/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.1/cookieid.1021396692dbc6e65002.46195704/pos.15/;39180, Noja, Provincia de Cantabria;2  habitaciones;1  baños;55  m²;...€~Ocupado del 3 al 25 de agosto. Otras fechas: consultar disponibilidad y precios. Para más información: Garanty Home Cantabria 942 40 8- --...;Hace +30 días;Todopisos;2.300€;Cantabria
Piso en alquiler en Noja, Playa de Ris;https://rd.clk.thribee.com/id.1G1SH81YI01W/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.46781trovit-web-7fddc9494f-snxmk6692dbc71fbde/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.1/cookieid.1021396692dbc6e65002.46195704/pos.16/;39180, Noja, Provincia de Cantabria;2  habitaciones;1  baños;60  m²;...mar como para vivir. Pónganse en contacto con nosotros. Teléfono. Correo electrónico: Ksa13, tu agencia inmobiliaria de confianza en Cantabria...;Hace +1 año;Todopisos;;Cantabria
Piso en alquiler en Santander, Centro-Puertochico;https://rd.clk.thribee.com/id.1E1Xt1LX1j1a0/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.46781trovit-web-7fddc9494f-snxmk6692dbc71fbde/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.1/cookieid.1021396692dbc6e65002.46195704/pos.17/;39004, Centro, Santander, Provincia de Cantabria;3  habitaciones;1  baños;80  m²;...la calle Juan de Herrera nº 3, en Suances Plaza de Viares nº 3 o por Torrelavega en la Avda Cantabria nº 20 y estaremos encantados de atenderle...;Hace +30 días;Todopisos;2.800€;Cantabria
Piso en alquiler en Noja, Palacio;https://rd.clk.thribee.com/id.1IL1wC1Pd1aC/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.46781trovit-web-7fddc9494f-snxmk6692dbc71fbde/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.1/cookieid.1021396692dbc6e65002.46195704/pos.18/;39180, Noja, Provincia de Cantabria;3  habitaciones;2  baños;80  m²;...mar. Pónganse en contacto con nosotros. Teléfono. Correo electrónico: Ksa13, tu agencia inmobiliaria de confianza en Cantabria. Sin comisiones...;Hace +30 días;Todopisos;1.000€;Cantabria
Piso en alquiler en Santander, Cuatro Caminos;https://rd.clk.thribee.com/id.1C1y1w71n1ixG/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.46781trovit-web-7fddc9494f-snxmk6692dbc71fbde/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.1/cookieid.1021396692dbc6e65002.46195704/pos.19/;39010, Santander, Provincia de Cantabria;3  habitaciones;1  baños;75  m²;...la calle Juan de Herrera nº 3, en Suances Plaza de Viares nº 3 o por Torrelavega en la Avda Cantabria nº 20 y estaremos encantados de atenderle...;Hace +30 días;Todopisos;900€;Cantabria
2 dormitorio, Santander 39619 1ES63038-;https://rd.clk.thribee.com/id.1FU1C1l1-LG1t/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.46781trovit-web-7fddc9494f-snxmk6692dbc71fbde/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.1/cookieid.1021396692dbc6e65002.46195704/pos.20/;39619, Santander, Provincia de Cantabria;2  habitaciones;1  baños;-;TRV63038---. Piso completo de 2 dormitorios en Cantabria...;Hace +30 días;Listanza;1.100€;Cantabria
Piso en alquiler en Noja, Centro;https://rd.clk.thribee.com/id.1Ie1PS1o1u1dw/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.46781trovit-web-7fddc9494f-snxmk6692dbc71fbde/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.1/cookieid.1021396692dbc6e65002.46195704/pos.21/;39180, Noja, Provincia de Cantabria;3  habitaciones;2  baños;75  m²;...con nosotros. Teléfono. Correo electrónico: Ksa13, tu agencia inmobiliaria de confianza en Cantabria. Solicite Visita, atención personalizada...;Hace +30 días;Todopisos;;Cantabria
Piso en alquiler en Laredo, Casco Viejo;https://rd.clk.thribee.com/id.1Bm71r1ITQ1h/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.46781trovit-web-7fddc9494f-snxmk6692dbc71fbde/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.1/cookieid.1021396692dbc6e65002.46195704/pos.22/;39770, Laredo, Provincia de Cantabria;2  habitaciones;1  baños;60  m²;...del centro de Laredo. Consulta las condiciones y reserva una visita en el 942 40 8- --~Garanty Home Cantabria especialistas en alquileres...;Hace +30 días;Todopisos;525€;Cantabria
Piso en alquiler en Santander, Dávila-Castros;https://rd.clk.thribee.com/id.1Is-19j1FF_/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.46781trovit-web-7fddc9494f-snxmk6692dbc71fbde/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.1/cookieid.1021396692dbc6e65002.46195704/pos.23/;39006, Santander, Provincia de Cantabria;2  habitaciones;1  baños;61  m²;...Cantabria. El inmueble se distribuye en dos dormitorios, salón, cocina amueblada y equipada, y un baño, dispone de una pequeña terraza...;Hace 13 días;Todopisos;650€;Cantabria
Piso en alquiler en Santander, Centro;https://rd.clk.thribee.com/id.1P51wxl1w1J1J/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.46781trovit-web-7fddc9494f-snxmk6692dbc71fbde/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.1/cookieid.1021396692dbc6e65002.46195704/pos.24/;39003, Centro, Santander, Provincia de Cantabria;2  habitaciones;1  baños;70  m²;...la calle Juan de Herrera nº 3, en Suances Plaza de Viares nº 3 o por Torrelavega en la Avda Cantabria nº 20 y estaremos encantados de atenderle...;Hace +30 días;Todopisos;1.500€;Cantabria
Piso en alquiler en Noja, Playa de Ris;https://rd.clk.thribee.com/id.1OmNQ1wf1M1M/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.46781trovit-web-7fddc9494f-snxmk6692dbc71fbde/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.1/cookieid.1021396692dbc6e65002.46195704/pos.25/;39180, Noja, Provincia de Cantabria;2  habitaciones;1  baños;65  m²;...Ponganse en contacto con nosotros, SIN COMISIONES. Telefono. Correo electronico: Ksa13, tu agencia inmobiliaria de confianza en Cantabria...;Hace +30 días;Todopisos;;Cantabria
Apartamento en alquiler en Laredo, Carlos V;https://rd.clk.thribee.com/id.fu1p1d15pyd/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.29798trovit-web-7fddc9494f-9zjnx6692dbcc23d80/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.13/cookieid.10212056692dbcc0cbfb8.06679174/pos.1/;39770, Laredo, Provincia de Cantabria;1  habitaciones;1  baños;35  m²;Apartamento alquiler verano. RUBIO INMOBILIARIA les ofrece este coqueto y acogedor apartamento en la zona de Carlos V. El inmueble consta de 35 m...;Hace +30 días;Todopisos;800€;Cantabria
Piso en alquiler en Santander, Centro;https://rd.clk.thribee.com/id.h1YN13Ah1zf/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.29798trovit-web-7fddc9494f-9zjnx6692dbcc23d80/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.13/cookieid.10212056692dbcc0cbfb8.06679174/pos.2/;39004, Centro, Santander, Provincia de Cantabria;4  habitaciones;2  baños;131  m²;Alquile esta estupenda vivienda situada muy proxima al Sardinero en el mismo centro del Alto de Miranda, en un buen edificio. Dispone de 4 dormit...;Hace +30 días;Todopisos;1.100€;Cantabria
Piso en Alquiler en Castrillo de Murcia;https://rd.clk.thribee.com/id.19321Pth51C/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.29798trovit-web-7fddc9494f-9zjnx6692dbcc23d80/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.13/cookieid.10212056692dbcc0cbfb8.06679174/pos.3/;30002, Barrio del Carmen, Santander, Provincia de Cantabria;3  habitaciones;1  baños;102  m²;Piso en la zona de El Carmen, junto al Paseo Marques de Corvera, y del Colegio Publico Félix Rodríguez de La Fuente y el`Pabellón Feliz Rodríguez...;Hace 6 días;Vadevender;700€;Cantabria
Apartamento de 2 habitaciones en alquiler;https://rd.clk.thribee.com/id.1C61W1fL1T615/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.29798trovit-web-7fddc9494f-9zjnx6692dbcc23d80/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.13/cookieid.10212056692dbcc0cbfb8.06679174/pos.4/;39620, Correos, Santander, Provincia de Cantabria;2  habitaciones;1  baños;68  m²;¡Descubre tu nuevo hogar en el corazón de Sarón! Este encantador piso, ideal para a de larga duración, se encuentra a tan solo unos pasos de la e...;Hace 20 días;Vadevender;600€;Cantabria
Apartamento en alquiler en Murcia, Barrio del Carmen;https://rd.clk.thribee.com/id.1F1cE1vQ1_Sj/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.29798trovit-web-7fddc9494f-9zjnx6692dbcc23d80/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.13/cookieid.10212056692dbcc0cbfb8.06679174/pos.5/;30002, Barrio del Carmen, Santander, Provincia de Cantabria;1  habitaciones;1  baños;50  m²;¡No pierdas la oportunidad de vivir en el Barrio del Carmen! Este apartamento de un dormitorio ha sido reformado con las mejores calidades y se e...;Hace +30 días;Todopisos;450€;Cantabria
Piso en alquiler en Murcia, Barrio del Carmen;https://rd.clk.thribee.com/id.1Rx1I1Wg1Qt1Z/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.29798trovit-web-7fddc9494f-9zjnx6692dbcc23d80/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.13/cookieid.10212056692dbcc0cbfb8.06679174/pos.6/;30002, Barrio del Carmen, Santander, Provincia de Cantabria;4  habitaciones;2  baños;132  m²;Se alquila vivienda totalmente reformada PARA ESTUDIANTES DEL CUSRO 2024/2025 en el Barrio Del Carmen, cómodo y amplio piso próximo a la estación...;Hace +30 días;Todopisos;1.200€;Cantabria
Chalet en alquiler en Estepona, La Concha - Resina Golf;https://rd.clk.thribee.com/id.1j1yEs_69N/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.29798trovit-web-7fddc9494f-9zjnx6692dbcc23d80/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.13/cookieid.10212056692dbcc0cbfb8.06679174/pos.7/;29680, La Concha, San Roque de Riomiera, Provincia de Cantabria;5  habitaciones;6  baños;800  m²;Moderna villa recientemente reformada, en la zona de Estepona Este, un complejo en las colinas de Sierra Bermeja. A unos kms al interior al oeste...;Hace 3 días;Todopisos;15.000€;Cantabria
Se alquila piso en El Barrio Del Carmen a estudiantes o MIR;https://rd.clk.thribee.com/id.1R1fRHP101x1K/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.29798trovit-web-7fddc9494f-9zjnx6692dbcc23d80/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.13/cookieid.10212056692dbcc0cbfb8.06679174/pos.8/;30002, Barrio del Carmen, Santander, Provincia de Cantabria;3  habitaciones;2  baños;108  m²;Se alquila piso en El Barrio Del Carmen a estudiantes o MIR. A de vivienda cercana a la estación del AVE, supermercados, todo tipo de servicios y...;Hace 10 días;Vadevender;900€;Cantabria
Se alquila vivienda para estudiantes en buena zona del Carmen;https://rd.clk.thribee.com/id.U1Ub1wJ191c11/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.29798trovit-web-7fddc9494f-9zjnx6692dbcc23d80/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.13/cookieid.10212056692dbcc0cbfb8.06679174/pos.9/;30002, Barrio del Carmen, Santander, Provincia de Cantabria;4  habitaciones;1  baños;109  m²;Se alquila vivienda muy alta y amplia para estudiantes. La vivienda cuenta con 4 dormitorios: 2 dormitorios dobles aire acondicionado y 2 simples...;Hace 10 días;Vadevender;950€;Cantabria
Propiedad de 5 apartamentos y vistas al mar;https://rd.clk.thribee.com/id.C1c1U1Z11l1U7/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.29798trovit-web-7fddc9494f-9zjnx6692dbcc23d80/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.13/cookieid.10212056692dbcc0cbfb8.06679174/pos.10/;39740, Santoña, Provincia de Cantabria;8  habitaciones;7  baños;209  m²;¡Bienvenidos a esta increíble oportunidad de inversión! Les presentamos una propiedad única en Santoña, que ofrece una excelente oportunidad de n...;Hace +30 días;Solocasa;;Cantabria
Alquiler de apartamento en el Barrio de Carmen, zona los Molinos del Rio;https://rd.clk.thribee.com/id.2111K1kC4P1J/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.29798trovit-web-7fddc9494f-9zjnx6692dbcc23d80/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.13/cookieid.10212056692dbcc0cbfb8.06679174/pos.11/;30002, Barrio del Carmen, Santander, Provincia de Cantabria;2  habitaciones;2  baños;80  m²;A de apartamento en el Barrio del Carmen, zona los Molinos del Rio, amueblado, distribuido en 2 dormitorios, 2 cuartos de baño, salón con salida...;Hace 3 días;Vadevender;750€;Cantabria
Piso de alquiler en somo;https://rd.clk.thribee.com/id.Ca1_1b1E1Mex/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.29798trovit-web-7fddc9494f-9zjnx6692dbcc23d80/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.13/cookieid.10212056692dbcc0cbfb8.06679174/pos.12/;39140, Somo, Ribamontán al Mar, Provincia de Cantabria;2  habitaciones;1  baños;70  m²;Lopez-Alonso Inmobiliaria les ofrece este precioso piso con terraza en Somo, en primera línea de playa SOLO TEMPORADA DE SEPTIEMBRE 2024 A JUNIO...;Hace 17 días;Vadevender;650€;Cantabria
Edificio para reformar en santoña;https://rd.clk.thribee.com/id.Q1JASW1bY1U/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.29798trovit-web-7fddc9494f-9zjnx6692dbcc23d80/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.13/cookieid.10212056692dbcc0cbfb8.06679174/pos.13/;39740, Correos, Santander, Provincia de Cantabria;-;-;-;En el mismo centro de santoña edificio para reformar, actualmente repartido en 8 viviendas y dos locales, superficie total de construcción 942m2...;Hace +30 días;Solocasa;;Cantabria
Solar con +3500m² videovigilado en Polanco;https://rd.clk.thribee.com/id.181u1Cv5nl4/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.29798trovit-web-7fddc9494f-9zjnx6692dbcc23d80/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.13/cookieid.10212056692dbcc0cbfb8.06679174/pos.14/;Polanco, Provincia de Cantabria;-;-;5.000  m²;Casa en Alquiler en Polanco Cantabria. En LOCALIA INMOBILIARIA queremos ofrecerte la posibilidad de alquilar este solar en Polanco, Cantabria...;Hace +30 días;Bienesonline;1.500€;Cantabria
Suelo industrial en Polígono de Raos;https://rd.clk.thribee.com/id.1Ck1N1k1pl6n/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.29798trovit-web-7fddc9494f-9zjnx6692dbcc23d80/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.13/cookieid.10212056692dbcc0cbfb8.06679174/pos.15/;Camargo, Provincia de Cantabria;-;-;500  m²;Casa en Alquiler en Camargo Cantabria. En LOCALIA INMOBILIARIA queremos ofrecerte este suelo industrial situado en polígono de Raos, en...;Hace +30 días;Bienesonline;750€;Cantabria
Extensa parcela para aparcar coches y camiones;https://rd.clk.thribee.com/id.1v1zNDhphU/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.29798trovit-web-7fddc9494f-9zjnx6692dbcc23d80/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.13/cookieid.10212056692dbcc0cbfb8.06679174/pos.16/;Entrambasaguas, Provincia de Cantabria;-;-;3.000  m²;Casa en Alquiler en Hoznayo Cantabria. Si buscas un terreno donde poder aparcar tu flota de camiones o coches en LOCALIA INMOBILIARIA queremos...;Hace +30 días;Bienesonline;3.500€;Cantabria
Suelo industrial en Polígono de Polanco;https://rd.clk.thribee.com/id.0z71tn8NL/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.29798trovit-web-7fddc9494f-9zjnx6692dbcc23d80/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.13/cookieid.10212056692dbcc0cbfb8.06679174/pos.17/;Polanco, Provincia de Cantabria;-;-;17.000  m²;Casa en Alquiler en Polanco Cantabria. LOCALIA INMOBILIARIA quiere ofrecerte un terreno industrial ideal para aparcar camiones, remolques...;Hace +30 días;Bienesonline;600€;Cantabria
Planta baja en alquiler en Isla, -playa;https://rd.clk.thribee.com/id.a1z1Ai1Y1L16r/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.79086trovit-web-7fddc9494f-snxmk6692dbdddd37d/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.9/cookieid.10201116692dbddca9350.09182103/pos.1/;39195, Isla Playa, Arnuero, Provincia de Cantabria;2  habitaciones;1  baños;65  m²;Bajo con Jardin de 100 m2 y barbacoa, 2 habitacines (1 cama de 150 cm. Y 3 camas de 90 cm), salón-comedor (sofa-cama), cocina totalmente equipada...;Hace +30 días;Todopisos;;Cantabria
Piso en alquiler en Santander, Valdenoja;https://rd.clk.thribee.com/id.1L1-1D1wiW1d1M/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.79086trovit-web-7fddc9494f-snxmk6692dbdddd37d/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.9/cookieid.10201116692dbddca9350.09182103/pos.2/;39012, Valdenoja, Santander, Provincia de Cantabria;3  habitaciones;2  baños;106  m²;LA VALDENOJA MÁS FAMILIAR~ Ven a descubrir este gran piso ubicado en Castor Agra García, en pleno Valdenoja. Es una vivienda prácticamente a estr...;Hace +30 días;Todopisos;1.250€;Cantabria
Piso en alquiler en Santander, Dávila-Castros;https://rd.clk.thribee.com/id.1MA1_q1zM1Xv/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.79086trovit-web-7fddc9494f-snxmk6692dbdddd37d/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.9/cookieid.10201116692dbddca9350.09182103/pos.3/;39006, Santander, Provincia de Cantabria;1  habitaciones;1  baños;40  m²;ALQUILO APARTAMENTO TEMPORADA ESTUDIANTE~ Zona muy bien comunicada a un paso de las universidades, a 10m andando al centro al Ayto y a 10m andand...;Hace +30 días;Todopisos;500€;Cantabria
Piso en alquiler en Santander, Valdenoja;https://rd.clk.thribee.com/id.Hj1OJ161e1Z10/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.79086trovit-web-7fddc9494f-snxmk6692dbdddd37d/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.9/cookieid.10201116692dbddca9350.09182103/pos.4/;39012, Valdenoja, Santander, Provincia de Cantabria;1  habitaciones;1  baños;48  m²;Inmobiliaria López-Alonso les ofrece este magnífico apartamento dentro de una exclusiva urbanización cerrada en el corazón de Valdenoja para CURS...;Hace +30 días;Todopisos;700€;Cantabria
Piso en alquiler en Santander, Centro-Puertochico;https://rd.clk.thribee.com/id.O1Q1SA1U10Ey/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.79086trovit-web-7fddc9494f-snxmk6692dbdddd37d/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.9/cookieid.10201116692dbddca9350.09182103/pos.5/;39005, Centro, Santander, Provincia de Cantabria;1  habitaciones;1  baños;40  m²;ALQUILO COQUETO APARTAMENTO ZONA PUERTO CHICO~A un paso de la zona marítima, rodeado de todos los servicios y a 5m de las playas. Con entrada ind...;Hace 13 días;Todopisos;600€;Cantabria
Alquiler de piso profesional de enseñanza o de Valdecilla, Septiembre al 30 de Junio;https://rd.clk.thribee.com/id.1zAx1-i1c1G_/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.79086trovit-web-7fddc9494f-snxmk6692dbdddd37d/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.9/cookieid.10201116692dbddca9350.09182103/pos.6/;39008, Santander, Provincia de Cantabria;2  habitaciones;1  baños;65  m²;A de SEPTIEMBRE A JUNIO Vivienda con orientación Sur, en la zona de Cuatro caminos, consta de 2 dormitorios, salón cocina americana, un baño con...;Hace 11 días;Vadevender;550€;Cantabria
Estudio en alquiler en Soto de la Marina, San Juan De La Canal;https://rd.clk.thribee.com/id.61Y8RDHd1N/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.79086trovit-web-7fddc9494f-snxmk6692dbdddd37d/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.9/cookieid.10201116692dbddca9350.09182103/pos.7/;39110, Soto de la Marina, Santa Cruz de Bezana, Provincia de Cantabria;1  habitaciones;1  baños;45  m²;Alquiler de temporada de octubre a junio. Apartamento en zona tranquila y con bonitas vistas a la playa de San Juan de la Canal. Tiene terraza pa...;Hace 17 días;Todopisos;650€;Cantabria
Apartamento en alquiler en Noja, Centro;https://rd.clk.thribee.com/id.8N81L1XpS0/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.79086trovit-web-7fddc9494f-snxmk6692dbdddd37d/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.9/cookieid.10201116692dbddca9350.09182103/pos.8/;39180, Noja, Provincia de Cantabria;1  habitaciones;1  baños;55  m²;GESTIONA INMOBILIARIA le ofrece apartamento totalmente equipado de una habitación, salón comedor con cocina americana, en el mismo, sofá cama de...;Hace +30 días;Todopisos;300€;Cantabria
Piso en alquiler en Santander, Centro-Puertochico;https://rd.clk.thribee.com/id.A1hs138c16t/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.79086trovit-web-7fddc9494f-snxmk6692dbdddd37d/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.9/cookieid.10201116692dbddca9350.09182103/pos.9/;39004, Centro, Santander, Provincia de Cantabria;2  habitaciones;1  baños;91  m²;¡Disfruta del verano en Santander en nuestro maravilloso piso de alquiler! Situado al lado del mar y de las mejores playas de la ciudad, podrás d...;Hace +30 días;Todopisos;2.500€;Cantabria
Atico con amplia terraza en comillas;https://rd.clk.thribee.com/id.DIj1k7Zv-/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.79086trovit-web-7fddc9494f-snxmk6692dbdddd37d/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.9/cookieid.10201116692dbddca9350.09182103/pos.10/;39520, Comillas, Provincia de Cantabria;3  habitaciones;2  baños;120  m²;Amplio ático con estupenda terraza en Comillas, a pocos metros de centro y en una zona residencial muy tranquila. Situado dentro de un edificio d...;Hace +30 días;Vadevender;3.590€;Cantabria
Edificio en alquiler en Santander, Centro;https://rd.clk.thribee.com/id.GR514dY1X1c/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.79086trovit-web-7fddc9494f-snxmk6692dbdddd37d/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.9/cookieid.10201116692dbddca9350.09182103/pos.11/;39008, Centro, Santander, Provincia de Cantabria;-;-;1.600  m²;Edificio completo disponible para alquiler, en el centro de Santander~. Edificio totalmente libre para alquiler en el centro de la ciudad. Para u...;Hace +30 días;Todopisos;35.000€;Cantabria
Piso en alquiler en Suances, CENTRO;https://rd.clk.thribee.com/id.1w15nA11f1tH/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.79086trovit-web-7fddc9494f-snxmk6692dbdddd37d/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.9/cookieid.10201116692dbddca9350.09182103/pos.12/;39340, Suances, Provincia de Cantabria;3  habitaciones;2  baños;100  m²;Se alquila amplio piso en Suances, ideal para aquellas personas que buscan comodidad y estilo en un mismo lugar. Este inmueble cuenta con 3 habit...;Hace +30 días;Todopisos;680€;Cantabria
Piso en planta baja con amplia terraza en comillas;https://rd.clk.thribee.com/id.1g1R1Gb1m9i1x/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.79086trovit-web-7fddc9494f-snxmk6692dbdddd37d/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.9/cookieid.10201116692dbddca9350.09182103/pos.13/;39520, Comillas, Provincia de Cantabria;3  habitaciones;2  baños;85  m²;Bajo con amplia terraza, dentro de urbanización de nueva construcción, situado en zona residencial y a pocos minutos andando al centro de Comilla...;Hace +30 días;Vadevender;2.960€;Cantabria
Aticos en alquiler en Santander, Centro;https://rd.clk.thribee.com/id.91z111FIIU1-/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.79086trovit-web-7fddc9494f-snxmk6692dbdddd37d/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.9/cookieid.10201116692dbddca9350.09182103/pos.14/;39001, Centro, Santander, Provincia de Cantabria;3  habitaciones;1  baños;96  m²;Espacioso piso de tres dormitorios en Jesús de Monasterio para alquiler de fijo o temporada, septiembre a junio. Vivienda con vistas despejadas....;Hace +30 días;Todopisos;1.150€;Cantabria
1 dormitorio, Santander 39011 1ES73082-;https://rd.clk.thribee.com/id.Ao9XS1gPp/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.79086trovit-web-7fddc9494f-snxmk6692dbdddd37d/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.9/cookieid.10201116692dbddca9350.09182103/pos.15/;39011, Santander, Provincia de Cantabria;1  habitaciones;-;-;TRV73082---. Se alquila habitaciÃ³n en residencia de estudiantes en Santander. Se alquila habitaciÃ³n en residencia de estudiantes en Santander....;Hace 19 días;Listanza;860€;Cantabria
