precio;sub_descr;href;ubicacion;habitaciones;mt2;planta;otros;latitude;longitude;banios;CCAA
747 €/mes;Piso en calle de la Isla de la Gomera, 4;/alquilar/piso-los_periodistas_parque_almunia18014-5091597943_101800/;Los Periodistas-Parque Almunia-Albayda (Granada Capital);3 habs.;99 m²;3ª planta;Piso en alquiler de 99 m² construidos en edificio calderón, con 3 dormitorios, armarios empotrados, 2 baños completos, salón-comed...;37.1992;-3.6195;2 baños;granada
1.100 €/mes;Piso en Centro;/alquilar/piso-figares_san_anton18005-44195593432_100500/;Figares-San Antón (Granada Capital);1 hab.;63 m²;1ª planta;Se alquila este fantástico piso totalmente reformado en el centro de la capital granadina. El piso cuenta con las mejores calidade...;37.1699902;-3.5989038;1 baño;granada
700 €/mes;Piso en Triunfo Jardin;/alquilar/piso-san_ildefonso_hospital_real18012-45033389265_100500/;San Ildefonso Hospital Real (Distrito Beiro. Granada Capital);3 habs.;98 m²;1ª planta;"¿Tienes pensado pasar los meses de julio y agosto en granada pero no sabes dónde?

Ponemos a vuestra disposición este bonito piso ...";37.1852433;-3.6000475;1 baño;granada
800 €/mes;Piso en calle San Marcos;/alquilar/piso-figares_san_anton18005-44187688538_100500/;Figares-San Antón (Granada Capital);2 habs.;87 m²;4ª planta;¡Por fin podrá disfrutar de una vivienda a la altura de sus expectativas¡. Este bonito piso esta situado en una de las mejores zon...;37.1683273;-3.5989029;2 baños;granada
450 €/mes;Estudio en calle Doctor Guirao Gea;/alquilar/estudio-pajaritos_plaza_de_toros18012-45098157276_501309/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);1 hab.;23 m²;;Muy bien ubicado cercano a la avenida de la constitución y jardines del triunfo junto antigua facultad de medicina muy bien comuni...;37.1876521;-3.6067217;1 baño;granada
1.400 €/mes;Apartamento en Almuñécar;/alquilar/apartamento-la_herradura_distrito18697-44243019250_101800/;La Herradura (Almuñécar);2 habs.;225 m²;;Exclusivo apartamento recientemente renovado y listo para estrenar en la costa tropical, la herradura. Este espacioso e iluminado ...;36.735188;-3.7376126;2 baños;granada
675 €/mes;Piso en Paseo de la Reina Sofía;/alquilar/piso-almunecar_casco_urbano-15884026665_512325/;Casco Urbano (Almuñécar);1 hab.;52 m²;8ª planta;No se alquila todo el año. Piso muy acogedor situado en la urb. Las gondolas 2, dispone de entrada, cocina independiente bien equi...;36.7303586;-3.6801289;1 baño;granada
750 €/mes;Piso en calle de Cádiar, 10;/alquilar/piso-juventud_sanders18003-45029014722_100500/;Juventud-Sanders (Distrito Ronda. Granada Capital);2 habs.;70 m²;4ª planta;"Disponible a partir de septiembre. Sólo para largas estancias
Piso de 2 dormitorios, 1 baño, salón con dos ambientes, cocina compl...";37.1847;-3.61894;1 baño;granada
960 €/mes;Piso en calle Manolé;/alquilar/piso-pajaritos_plaza_de_toros18014-45029232576_109300/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);4 habs.;94 m²;;"Visitas a partir del 1 julio 2024
Alquiler. De un piso de 4 dormitorios, salón amplio con balcón, cocina con salida a un amplio pa...";37.19551;-3.61;2 baños;granada
560 €/mes;Estudio en calle del Cristo de la Yedra;/alquilar/estudio-san_ildefonso_hospital_real18012-34178893013_100500/;San Ildefonso Hospital Real (Distrito Beiro. Granada Capital);1 hab.;38 m²;;Este amplio y moderno estudio en alquiler, ubicado junto a la plaza san isidro es el lugar perfecto para aquellos que buscan comod...;37.1868247;-3.6020699;1 baño;granada
670 €/mes;Piso en Plaza Arqueología;/alquilar/piso-torrenueva_costa_torrenueva-44225394537_510584/;Torrenueva (Torrenueva Costa);2 habs.;70 m²;2ª planta;Temporada escolar de septiembre a junio. Este encantador piso en alquiler se encuentra en la zona de torrenueva costa. Situado en ...;36.7082998;-3.4908279;2 baños;granada
