sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;publicado_hace;plataforma;precio;CCAA
Piso de alto standing en venta en La Dreta de l'Eixample, Barcelona, Cataluña;https://rd.clk.thribee.com/id.G131JnH1M1a14/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17064trovit-web-7f7dc96976-wlj2z6686e3e1dd675/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.13/cookieid.10211536686e3e1ce4e37.01470207/pos.14/;Provincia de Barcelona;2  habitaciones;2  baños;114  m²;Sumerjase en el encanto contemporaneo de estos pisos de obra nueva, ubicados en un edificio rehabilitado en el dinamico barrio barcelones de...;Hace +1 año;LuxuryEstate;1.110.000€;Barcelona
Piso de alto standing de 80 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.UBs1a1l1g1rl/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17064trovit-web-7f7dc96976-wlj2z6686e3e1dd675/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.13/cookieid.10211536686e3e1ce4e37.01470207/pos.15/;Provincia de Barcelona;2  habitaciones;2  baños;80  m²;Este elegante piso de dos habitaciones y dos baños ofrece un ambiente moderno y acogedor, en una superficie de aproximadamente 80m2...;Hace +30 días;LuxuryEstate;610.000€;Barcelona
Piso de lujo en venta en Barcelona, España;https://rd.clk.thribee.com/id.Ux4Q1yV1KZ/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17064trovit-web-7f7dc96976-wlj2z6686e3e1dd675/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.13/cookieid.10211536686e3e1ce4e37.01470207/pos.16/;Provincia de Barcelona;4  habitaciones;3  baños;165  m²;En venta espectacular piso con rehabilitación integral en finca regia. En edificio del 1947 con ascensor, en la calle MUNTANER. Situado en...;Hace +30 días;LuxuryEstate;1.425.000€;Barcelona
Piso de lujo de 166 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.m1f1x1-_q1t1g/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17064trovit-web-7f7dc96976-wlj2z6686e3e1dd675/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.13/cookieid.10211536686e3e1ce4e37.01470207/pos.17/;Provincia de Barcelona;5  habitaciones;2  baños;166  m²;En una de las mejores zonas de Barcelona encontramos esta pieza auténtica para actualizar de 160 m² y 16 m² de terraza. El piso tiene dos...;Hace +30 días;LuxuryEstate;890.000€;Barcelona
Piso de alto standing de 155 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.1MvA1v1o1Z71V/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17064trovit-web-7f7dc96976-wlj2z6686e3e1dd675/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.13/cookieid.10211536686e3e1ce4e37.01470207/pos.18/;08009, Provincia de Barcelona;4  habitaciones;1  baños;155  m²;...zonas más fascinantes del casco antiguo de Barcelona. ¡Contáctanos hoy para programar una visita y descubrir todo lo que esta propiedad ofrece!...;Hace +30 días;LuxuryEstate;598.000€;Barcelona
Piso exclusivo en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.1SRT1Zi1KO1g/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17064trovit-web-7f7dc96976-wlj2z6686e3e1dd675/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.13/cookieid.10211536686e3e1ce4e37.01470207/pos.19/;08022, Provincia de Barcelona;3  habitaciones;2  baños;138  m²;...es un inmueble amplio y cómodo, dentro de uno de los barrios más exclusivos de Barcelona, esta es una oportunidad que no puede dejar escapar...;Hace +30 días;LuxuryEstate;895.000€;Barcelona
Piso de lujo de 132 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.1p1Wk1b1pYz1K/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17064trovit-web-7f7dc96976-wlj2z6686e3e1dd675/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.13/cookieid.10211536686e3e1ce4e37.01470207/pos.20/;08022, Provincia de Barcelona;3  habitaciones;2  baños;132  m²;...en este barrio. Un piso luminoso, espacioso y bien ubicado. No dude en contactarnos para obtener más información o concertar una visita...;Hace +1 año;LuxuryEstate;970.000€;Barcelona
Piso de alto standing en venta en Barcelona, España;https://rd.clk.thribee.com/id.1r11dVc1pE1J/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17064trovit-web-7f7dc96976-wlj2z6686e3e1dd675/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.13/cookieid.10211536686e3e1ce4e37.01470207/pos.21/;08008, Provincia de Barcelona;4  habitaciones;2  baños;91  m²;Este sensacional piso reformado a estrenar de 91m2, ofrece una práctica combinación de modernidad y confort, está orientado al noroeste...;Hace 25 días;LuxuryEstate;650.000€;Barcelona
Piso de lujo en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.1ZR1hQ1z1QCu/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17064trovit-web-7f7dc96976-wlj2z6686e3e1dd675/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.13/cookieid.10211536686e3e1ce4e37.01470207/pos.22/;08011, Provincia de Barcelona;3  habitaciones;4  baños;230  m²;Impresionante piso de obra nueva ubicado en una torre residencial exclusiva, diseñada por la famosa arquitecta Odile Decq. Se encuentra en una...;Hace +30 días;LuxuryEstate;3.900.000€;Barcelona
Piso de alto standing de 146 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.1_VV61M17f1q/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17064trovit-web-7f7dc96976-wlj2z6686e3e1dd675/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.13/cookieid.10211536686e3e1ce4e37.01470207/pos.23/;08001, Provincia de Barcelona;3  habitaciones;3  baños;146  m²;Lucas Fox presenta Navas Apartments, una exclusiva promoción de obra nueva ubicada en El Clot de Barcelona, en una zona consolidada que ofrece...;Hace 26 días;LuxuryEstate;950.000€;Barcelona
Piso de alto standing de 177 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.1w1_C1E1n1t1GJ/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17064trovit-web-7f7dc96976-wlj2z6686e3e1dd675/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.13/cookieid.10211536686e3e1ce4e37.01470207/pos.24/;08008, Provincia de Barcelona;3  habitaciones;2  baños;177  m²;Lucas Fox presenta una fantástica vivienda en la calle Enric Granados, una de las calles más codiciadas de Barcelona. La vivienda se entrega...;Hace 13 días;LuxuryEstate;1.400.000€;Barcelona
Piso de alto standing en venta en Sant Gervasi - Galvany, Barcelona, Cataluña;https://rd.clk.thribee.com/id.1o1St01w1w11n/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17064trovit-web-7f7dc96976-wlj2z6686e3e1dd675/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.13/cookieid.10211536686e3e1ce4e37.01470207/pos.25/;Provincia de Barcelona;2  habitaciones;2  baños;177  m²;Savills presenta luminoso piso reformado de 177 m² en una preciosa finca clasica con inmejorables vistas al parque del Turo Park. Al acceder...;Hace +30 días;LuxuryEstate;1.490.000€;Barcelona
Piso de alto standing de 218 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.7i1SIU1uR1f/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.226156trovit-web-7f7dc96976-zdwfj6686e3e5131f2/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.14/cookieid.10211576686e3e502a707.30702946/pos.1/;08008, Provincia de Barcelona;4  habitaciones;4  baños;218  m²;...vivienda de 4 dormitorios en una de las avenidas más emblemáticas y lujosas de la ciudad. Paseo de Gracia, ubicada en el corazón de Barcelona...;Hace +1 año;LuxuryEstate;2.650.000€;Barcelona
Piso exclusivo de 78 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.I1p1E1S1UsTJ/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.226156trovit-web-7f7dc96976-zdwfj6686e3e5131f2/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.14/cookieid.10211576686e3e502a707.30702946/pos.2/;Provincia de Barcelona;2  habitaciones;2  baños;78  m²;Este amplio piso se sitúa en la planta 16 de una finca joven con ascensor que ofrece a sus residentes una agradable zona común con piscina. La...;Hace +1 año;LuxuryEstate;695.000€;Barcelona
Piso exclusivo en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.81j1X1tZjFf/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.226156trovit-web-7f7dc96976-zdwfj6686e3e5131f2/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.14/cookieid.10211576686e3e502a707.30702946/pos.3/;Provincia de Barcelona;6  habitaciones;6  baños;417  m²;Magnífica oportunidad para adquirir una propiedad majestuosa en una ubicación inmejorable: Turó Park, Barcelona. Este inmueble, con...;Hace +30 días;LuxuryEstate;4.300.000€;Barcelona
Piso de alto standing de 245 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.G1z1rP1v1BVS/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.226156trovit-web-7f7dc96976-zdwfj6686e3e5131f2/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.14/cookieid.10211576686e3e502a707.30702946/pos.4/;Provincia de Barcelona;4  habitaciones;5  baños;245  m²;Este excepcional piso se sitúa en la calle Cavallers, en el exclusivo barrio de Pedralbes, Barcelona. Se encuentra en una promoción de obra...;Hace +1 año;LuxuryEstate;2.500.000€;Barcelona
Piso de lujo de 110 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.171n1X1l18H1Yj/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.226156trovit-web-7f7dc96976-zdwfj6686e3e5131f2/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.14/cookieid.10211576686e3e502a707.30702946/pos.5/;08002, Provincia de Barcelona;2  habitaciones;2  baños;110  m²;Descubra una joya poco común en el distrito del Eixample Izquierdo de Barcelona: una vivienda exquisita ubicada en la esquina de una...;Hace 28 días;LuxuryEstate;920.000€;Barcelona
Piso de lujo en venta en Barcelona, España;https://rd.clk.thribee.com/id.14n1QE1e1qD1X/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.226156trovit-web-7f7dc96976-zdwfj6686e3e5131f2/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.14/cookieid.10211576686e3e502a707.30702946/pos.6/;Provincia de Barcelona;3  habitaciones;2  baños;151  m²;...buscan combinar el encanto del pasado con las comodidades de la vida contemporánea en una de las ubicaciones más privilegiadas de Barcelona...;Hace +30 días;LuxuryEstate;1.495.000€;Barcelona
Piso de lujo de 275 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.141ld1v1Gip1Y/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.226156trovit-web-7f7dc96976-zdwfj6686e3e5131f2/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.14/cookieid.10211576686e3e502a707.30702946/pos.7/;08008, Provincia de Barcelona;6  habitaciones;5  baños;275  m²;Precioso ático dúplex situado en Barcelona, con impresionantes vistas a toda Barcelona y al mar. La propiedad esquinera de 275 m2 fue...;Hace 10 días;LuxuryEstate;1.690.000€;Barcelona
Piso de lujo de 84 m2 en venta en La Dreta de l'Eixample, Barcelona, Cataluña;https://rd.clk.thribee.com/id.1CHm5y1Vr6/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.226156trovit-web-7f7dc96976-zdwfj6686e3e5131f2/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.14/cookieid.10211576686e3e502a707.30702946/pos.8/;08008, Provincia de Barcelona;2  habitaciones;2  baños;84  m²;La ubicacion de esta vivienda en venta en la Rambla Catalunya de Barcelona es muy deseable. Esta frente al famoso Passatge de la Concepcio y...;Hace +30 días;LuxuryEstate;790.000€;Barcelona
Piso de lujo de 273 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.i1v1B1zIzCe/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.226156trovit-web-7f7dc96976-zdwfj6686e3e5131f2/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.14/cookieid.10211576686e3e502a707.30702946/pos.9/;08008, Provincia de Barcelona;5  habitaciones;6  baños;273  m²;Vivienda única y súper exclusiva de alto standing ubicada junto a la Cruz de Pedralbes, una de las zonas más exclusivas de Barcelona. Se trata...;Hace 22 días;LuxuryEstate;2.700.000€;Barcelona
Piso de lujo en venta en Barcelona, España;https://rd.clk.thribee.com/id.w1PD1q1d1MPq/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.226156trovit-web-7f7dc96976-zdwfj6686e3e5131f2/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.14/cookieid.10211576686e3e502a707.30702946/pos.10/;08008, Provincia de Barcelona;5  habitaciones;4  baños;239  m²;Exclusiva propiedad, ubicada en la zona de Turó Park, una de las zonas más prestigiosas de Barcelona y rodeada de los mejores comercios y...;Hace +30 días;LuxuryEstate;1.540.000€;Barcelona
Piso exclusivo de 350 m2 en venta en Les Tres Torres, Barcelona, Cataluña;https://rd.clk.thribee.com/id.1ddD1O1WI1b1F/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.226156trovit-web-7f7dc96976-zdwfj6686e3e5131f2/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.14/cookieid.10211576686e3e502a707.30702946/pos.11/;Provincia de Barcelona;4  habitaciones;5  baños;350  m²;...parquet natural de espiga y acabados impresionantes. ¡Lista para mudarse! Ubicada en la zona alta de Barcelona, cerca de comercios y colegios...;Hace +30 días;LuxuryEstate;3.600.000€;Barcelona
Piso de alto standing de 352 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.N1G19-z1l1jy/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.226156trovit-web-7f7dc96976-zdwfj6686e3e5131f2/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.14/cookieid.10211576686e3e502a707.30702946/pos.12/;08002, Provincia de Barcelona;5  habitaciones;6  baños;352  m²;Proyecto exclusivo en una de las mejores zonas de la ciudad. Las viviendas reformadas integralmente en la calle Pau Casals 22 de Barcelona. Un...;Hace +30 días;LuxuryEstate;3.780.000€;Barcelona
Piso de lujo en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.1m1j61XMvW1q/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.226156trovit-web-7f7dc96976-zdwfj6686e3e5131f2/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.14/cookieid.10211576686e3e502a707.30702946/pos.13/;Provincia de Barcelona;6  habitaciones;3  baños;150  m²;¡Descubre con LASOSE este exclusivo apartamento de lujo, bañado de luz natural y ubicado en una de las zonas más privilegiadas de Barcelona!...;Hace +30 días;LuxuryEstate;1.295.000€;Barcelona
Piso exclusivo en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.i1X1Vu1G1w1uw/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.226156trovit-web-7f7dc96976-zdwfj6686e3e5131f2/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.14/cookieid.10211576686e3e502a707.30702946/pos.14/;Provincia de Barcelona;2  habitaciones;1  baños;112  m²;Pocos apartamentos en Barcelona cuentan con tanto carácter como este. Las paredes de ladrillo visto y los techos altos de bóveda catalana nos...;Hace +30 días;LuxuryEstate;995.000€;Barcelona
Piso de alto standing en venta en Barcelona, España;https://rd.clk.thribee.com/id.1o10WQy11_1e/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.226156trovit-web-7f7dc96976-zdwfj6686e3e5131f2/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.14/cookieid.10211576686e3e502a707.30702946/pos.15/;08008, Provincia de Barcelona;9  habitaciones;4  baños;300  m²;Magnífico Ático en Barcelona zona Les Tres Torres, 300,00 m2 de superficie a tres vientos, distribuidos en amplísimos espacios. En la entrada...;Hace 10 días;LuxuryEstate;2.750.000€;Barcelona
Piso de alto standing en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.r1P1OZ10t1kG/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.226156trovit-web-7f7dc96976-zdwfj6686e3e5131f2/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.14/cookieid.10211576686e3e502a707.30702946/pos.16/;08022, Provincia de Barcelona;3  habitaciones;2  baños;98  m²;Desde el Grupo Inmobiliario Durán Carasso nos complace presentar la exclusiva promoción Padua 15 en el Putxet de Barcelona. Una zona...;Hace +30 días;LuxuryEstate;670.000€;Barcelona
Piso exclusivo de 131 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.5D1811ZO1614/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.226156trovit-web-7f7dc96976-zdwfj6686e3e5131f2/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.14/cookieid.10211576686e3e502a707.30702946/pos.17/;Provincia de Barcelona;3  habitaciones;3  baños;131  m²;...notable tratándose de la ciudad de Barcelona. Entrega inmediata ¡contacte con nosotros! En Cornex Capital estaremos encantados de informarle...;Hace +30 días;LuxuryEstate;946.605€;Barcelona
Piso de alto standing en venta en La Dreta de l'Eixample, Barcelona, Cataluña;https://rd.clk.thribee.com/id.A1hz1awHDD/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.226156trovit-web-7f7dc96976-zdwfj6686e3e5131f2/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.14/cookieid.10211576686e3e502a707.30702946/pos.18/;Provincia de Barcelona;3  habitaciones;4  baños;232  m²;...los distritos mas emblematicos de Barcelona. Si estas buscando un lugar comodo y elegante para llamar hogar, esta propiedad merece tu atencion...;Hace +30 días;LuxuryEstate;2.995.000€;Barcelona
Piso exclusivo de 147 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.1RpNk161qn1i/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.226156trovit-web-7f7dc96976-zdwfj6686e3e5131f2/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.14/cookieid.10211576686e3e502a707.30702946/pos.19/;08022, Provincia de Barcelona;2  habitaciones;3  baños;147  m²;Este espacioso inmueble de 147m2, ubicado en el corazón vibrante de Barcelona, ofrece una oportunidad excepcional para disfrutar de un estilo...;Hace 20 días;LuxuryEstate;1.700.000€;Barcelona
Piso de alto standing de 880 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.1uA1eJ1W6lY/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.226156trovit-web-7f7dc96976-zdwfj6686e3e5131f2/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.14/cookieid.10211576686e3e502a707.30702946/pos.20/;Provincia de Barcelona;-;5  baños;880  m²;Magnífico inmueble situado en la calle Roger de Llúria 118 de Barcelona, en un edificio novecentista, construido en 1930 por el arquitecto...;Hace +1 año;LuxuryEstate;3.590.000€;Barcelona
Piso de lujo de 149 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.1gbp1Et5W1M/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.226156trovit-web-7f7dc96976-zdwfj6686e3e5131f2/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.14/cookieid.10211576686e3e502a707.30702946/pos.21/;08002, Provincia de Barcelona;2  habitaciones;3  baños;149  m²;Proyecto exclusivo en una de las mejores zonas de la ciudad. Las viviendas reformadas integralmente en la calle Pau Casals 22 de Barcelona. Un...;Hace +30 días;LuxuryEstate;1.500.000€;Barcelona
Piso de alto standing en venta en Barcelona, España;https://rd.clk.thribee.com/id.HI101rtx17V/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.226156trovit-web-7f7dc96976-zdwfj6686e3e5131f2/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.14/cookieid.10211576686e3e502a707.30702946/pos.22/;08008, Provincia de Barcelona;5  habitaciones;4  baños;350  m²;Lujoso Ático-Dúplex con preciosas vistas al parque del Turó Park, una de las zonas más privilegiadas de Barcelona. La vivienda disfruta de...;Hace 11 días;LuxuryEstate;3.200.000€;Barcelona
Piso de lujo de 255 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.94f1bELV1K/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.226156trovit-web-7f7dc96976-zdwfj6686e3e5131f2/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.14/cookieid.10211576686e3e502a707.30702946/pos.23/;Provincia de Barcelona;-;4  baños;255  m²;Carolina Martí presenta este apartamento con vistas a La Pedrera en venta, ubicado en el Quadrat d’Or de la Dreta de l’Eixample, Barcelona. Se...;Hace +30 días;LuxuryEstate;3.500.000€;Barcelona
Piso de lujo de 117 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.i1MyCZ1S2k/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.226156trovit-web-7f7dc96976-zdwfj6686e3e5131f2/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.14/cookieid.10211576686e3e502a707.30702946/pos.24/;Provincia de Barcelona;3  habitaciones;2  baños;117  m²;...notable tratándose de la ciudad de Barcelona. Entrega inmediata ¡contacte con nosotros! En Cornex Capital estaremos encantados de informarle...;Hace +30 días;LuxuryEstate;878.603€;Barcelona
Piso de alto standing en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.121y3UxHDr/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.226156trovit-web-7f7dc96976-zdwfj6686e3e5131f2/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.14/cookieid.10211576686e3e502a707.30702946/pos.25/;08008, Provincia de Barcelona;3  habitaciones;3  baños;157  m²;Este encantador piso está en una finca de 1890 en la calle Villarroel con Diputación, lo que le da una ubicación única y especial. Al entrar...;Hace +30 días;LuxuryEstate;1.010.000€;Barcelona
Piso de alto standing en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.161rrv_O1lK/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.42992trovit-web-7f7dc96976-m8lf66686e3eabd709/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.16/cookieid.10201206686e3eaa7d322.45297945/pos.1/;08008, Provincia de Barcelona;2  habitaciones;1  baños;106  m²;...este maravilloso piso que combina la comodidad de un hogar moderno con las amenidades de un complejo exclusivo. ¡Ven y descúbrelo por ti mismo!...;Hace +30 días;LuxuryEstate;769.000€;Barcelona
Piso de lujo en venta en Barcelona, España;https://rd.clk.thribee.com/id.141vi6y1U1p0/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.42992trovit-web-7f7dc96976-m8lf66686e3eabd709/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.16/cookieid.10201206686e3eaa7d322.45297945/pos.2/;Provincia de Barcelona;4  habitaciones;5  baños;292  m²;Este elegante y espacioso piso de 292m², a tres vientos, exterior y con vistas a una arboleda dispone de dos plazas de aparcamiento y está muy...;Hace +30 días;LuxuryEstate;1.490.000€;Barcelona
Piso de lujo de 123 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.161FVW1M1dns/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.42992trovit-web-7f7dc96976-m8lf66686e3eabd709/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.16/cookieid.10201206686e3eaa7d322.45297945/pos.3/;08008, Provincia de Barcelona;4  habitaciones;2  baños;123  m²;Piso disponible en venta, de 123m2 con terraza, en una finca con ascensor, piscina comunitaria, gimnasio, servicio de portería, parque...;Hace 16 días;LuxuryEstate;1.200.000€;Barcelona
Piso exclusivo de 236 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.1-19a1D1Jd1V18/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.42992trovit-web-7f7dc96976-m8lf66686e3eabd709/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.16/cookieid.10201206686e3eaa7d322.45297945/pos.4/;Provincia de Barcelona;6  habitaciones;2  baños;236  m²;...30.000€. La propiedad dispone de dos ascensores. Se trata de un piso que merece la pena ver en persona. No dude en contactarnos para visitarlo...;Hace +30 días;LuxuryEstate;880.000€;Barcelona
Piso de lujo de 115 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.191-1b1E1n1F1-b/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.42992trovit-web-7f7dc96976-m8lf66686e3eabd709/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.16/cookieid.10201206686e3eaa7d322.45297945/pos.5/;08022, Provincia de Barcelona;2  habitaciones;2  baños;115  m²;Ubicado en el prestigioso barrio del Putxet, a escasos metros del parque, encontramos este magnífico piso con terraza totalmente reformado, a...;Hace 18 días;LuxuryEstate;785.000€;Barcelona
Piso de alto standing de 74 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.19EP18T51N8/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.42992trovit-web-7f7dc96976-m8lf66686e3eabd709/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.16/cookieid.10201206686e3eaa7d322.45297945/pos.6/;Provincia de Barcelona;1  habitaciones;1  baños;74  m²;...de obra nueva situada junto al prestigioso paseo de Gracia y la avenida Diagonal, dos de las avenidas más populares e importantes de Barcelona...;Hace +30 días;LuxuryEstate;1.050.000€;Barcelona
Piso exclusivo de 100 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.1C1X1JPFO1Zd/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.42992trovit-web-7f7dc96976-m8lf66686e3eabd709/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.16/cookieid.10201206686e3eaa7d322.45297945/pos.7/;08001, Provincia de Barcelona;3  habitaciones;2  baños;100  m²;Magnífico piso en venta de 100m2 con vistas panorámicas al mar, en uno de los edificios más lujosos de Barcelona que dispone de conserje 24h...;Hace +30 días;LuxuryEstate;850.000€;Barcelona
