Region,Descripcion,Periodo_2023,Periodo_2024,Porcentaje_variacion
,    7.1.-Robos con fuerza en domicilios,135.0,172.0,27.4
,    8. Hurtos,748.0,746.0,-0.3
,    9. Sustracciones de vehÃ­culos,14.0,17.0,21.4
,    10. TrÃ¡fico de drogas,26.0,15.0,-42.3
,    11. Resto de criminalidad convencional,1779.0,1867.0,4.9
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),839.0,927.0,10.5
,    12.-Estafas informÃ¡ticas,752.0,840.0,11.7
,    13.-Otros ciberdelitos,87.0,87.0,0.0
,    III. TOTAL INFRACCIONES PENALES,3728.0,3907.0,4.8
AlcI¡zar de San Juan,    I. CRIMINALIDAD CONVENCIONAL,167.0,159.0,-4.8
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,5.0,2.0,-60.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,2.0,0.0,-100.0
,    5.1.-Agresion sexual con penetracion,0.0,0.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,2.0,0.0,-100.0
,    6. Robos con violencia e intimidacion,2.0,5.0,150.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,3.0,7.0
,    7.1.-Robos con fuerza en domicilios,3.0,5.0,66.7
,    8. Hurtos,37.0,38.0,2.7
,    9. Sustracciones de vehÃ­culos,2.0,2.0,0.0
,    10. TrÃ¡fico de drogas,3.0,1.0,-66.7
,    11. Resto de criminalidad convencional,113.0,104.0,-8.0
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),66.0,86.0,30.3
,    12.-Estafas informÃ¡ticas,58.0,84.0,44.8
,    13.-Otros ciberdelitos,8.0,2.0,-75.0
,    III. TOTAL INFRACCIONES PENALES,233.0,245.0,5.2
Ciudad Real,    I. CRIMINALIDAD CONVENCIONAL,592.0,619.0,4.6
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,1.0,100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,4.0,7.0,75.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,10.0,4.0,-60.0
,    5.1.-Agresion sexual con penetracion,4.0,1.0,-75.0
,    5.2.-Resto de delitos contra la libertad sexual,6.0,3.0,-50.0
,    6. Robos con violencia e intimidacion,22.0,13.0,-40.9
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,32.0,27.0
,    7.1.-Robos con fuerza en domicilios,22.0,18.0,-18.2
,    8. Hurtos,255.0,249.0,-2.4
,    9. Sustracciones de vehÃ­culos,4.0,6.0,50.0
,    10. TrÃ¡fico de drogas,6.0,2.0,-66.7
,    11. Resto de criminalidad convencional,259.0,310.0,19.7
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),200.0,164.0,-18.0
,    12.-Estafas informÃ¡ticas,181.0,153.0,-15.5
,    13.-Otros ciberdelitos,19.0,11.0,-42.1
,    III. TOTAL INFRACCIONES PENALES,792.0,783.0,-1.1
Puertollano,    I. CRIMINALIDAD CONVENCIONAL,354.0,324.0,-8.5
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,1.0,100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,5.0,3.0,-40.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,2.0,4.0,100.0
,    5.1.-Agresion sexual con penetracion,0.0,1.0,100.0
,    5.2.-Resto de delitos contra la libertad sexual,2.0,3.0,50.0
,    6. Robos con violencia e intimidacion,30.0,5.0,-83.3
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,20.0,16.0
,    7.1.-Robos con fuerza en domicilios,17.0,14.0,-17.6
,    8. Hurtos,79.0,75.0,-5.1
,    9. Sustracciones de vehÃ­culos,4.0,1.0,-75.0
,    10. TrÃ¡fico de drogas,4.0,3.0,-25.0
,    11. Resto de criminalidad convencional,210.0,216.0,2.9
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),94.0,111.0,18.1
,    12.-Estafas informÃ¡ticas,86.0,101.0,17.4
,    13.-Otros ciberdelitos,8.0,10.0,25.0
,    III. TOTAL INFRACCIONES PENALES,448.0,435.0,-2.9
Tomelloso,    I. CRIMINALIDAD CONVENCIONAL,243.0,252.0,3.7
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,5.0,2.0,-60.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,2.0,0.0,-100.0
,    5.1.-Agresion sexual con penetracion,0.0,0.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,2.0,0.0,-100.0
,    6. Robos con violencia e intimidacion,2.0,1.0,-50.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,10.0,31.0
,    7.1.-Robos con fuerza en domicilios,8.0,27.0,237.5
,    8. Hurtos,54.0,53.0,-1.9
,    9. Sustracciones de vehÃ­culos,0.0,2.0,100.0
,    10. TrÃ¡fico de drogas,3.0,3.0,0.0
,    11. Resto de criminalidad convencional,167.0,160.0,-4.2
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),38.0,57.0,50.0
,    12.-Estafas informÃ¡ticas,38.0,51.0,34.2
,    13.-Otros ciberdelitos,0.0,6.0,100.0
,    III. TOTAL INFRACCIONES PENALES,281.0,309.0,10.0
ValdepeI±as,    I. CRIMINALIDAD CONVENCIONAL,159.0,136.0,-14.5
,    1. Homicidios dolosos y asesinatos consumados,1.0,0.0,-100.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,2.0,2.0,0.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,2.0,1.0,-50.0
,    5.1.-Agresion sexual con penetracion,1.0,0.0,-100.0
,    5.2.-Resto de delitos contra la libertad sexual,1.0,1.0,0.0
,    6. Robos con violencia e intimidacion,3.0,2.0,-33.3
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,11.0,9.0
,    7.1.-Robos con fuerza en domicilios,8.0,7.0,-12.5
,    8. Hurtos,36.0,32.0,-11.1
,    9. Sustracciones de vehÃ­culos,1.0,2.0,100.0
,    10. TrÃ¡fico de drogas,0.0,0.0,0.0
,    11. Resto de criminalidad convencional,103.0,88.0,-14.6
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),25.0,31.0,24.0
,    12.-Estafas informÃ¡ticas,24.0,29.0,20.8
,    13.-Otros ciberdelitos,1.0,2.0,100.0
,    III. TOTAL INFRACCIONES PENALES,184.0,167.0,-9.2
Provincia de CUENCA,    I. CRIMINALIDAD CONVENCIONAL,1298.0,1324.0,2.0
,    1. Homicidios dolosos y asesinatos consumados,2.0,0.0,-100.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,1.0,100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,19.0,28.0,47.4
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,2.0,8.0,300.0
,    5.1.-Agresion sexual con penetracion,1.0,2.0,100.0
,    5.2.-Resto de delitos contra la libertad sexual,1.0,6.0,500.0
,    6. Robos con violencia e intimidacion,9.0,10.0,11.1
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,102.0,135.0
,    7.1.-Robos con fuerza en domicilios,79.0,82.0,3.8
,    8. Hurtos,280.0,259.0,-7.5
,    9. Sustracciones de vehÃ­culos,5.0,7.0,40.0
,    10. TrÃ¡fico de drogas,7.0,8.0,14.3
,    11. Resto de criminalidad convencional,872.0,868.0,-0.5
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),412.0,334.0,-18.9
,    12.-Estafas informÃ¡ticas,363.0,301.0,-17.1
,    13.-Otros ciberdelitos,49.0,33.0,-32.7
,    III. TOTAL INFRACCIONES PENALES,1710.0,1658.0,-3.0
Cuenca,    I. CRIMINALIDAD CONVENCIONAL,485.0,491.0,1.2
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,10.0,10.0,0.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,2.0,1.0,-50.0
,    5.1.-Agresion sexual con penetracion,1.0,1.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,1.0,0.0,-100.0
,    6. Robos con violencia e intimidacion,5.0,8.0,60.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,30.0,53.0
,    7.1.-Robos con fuerza en domicilios,19.0,19.0,0.0
,    8. Hurtos,132.0,142.0,7.6
,    9. Sustracciones de vehÃ­culos,2.0,2.0,0.0
,    10. TrÃ¡fico de drogas,1.0,3.0,200.0
,    11. Resto de criminalidad convencional,303.0,272.0,-10.2
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),150.0,112.0,-25.3
,    12.-Estafas informÃ¡ticas,134.0,102.0,-23.9
,    13.-Otros ciberdelitos,16.0,10.0,-37.5
,    III. TOTAL INFRACCIONES PENALES,635.0,603.0,-5.0
Provincia de GUADALAJARA,    I. CRIMINALIDAD CONVENCIONAL,2170.0,2262.0,4.2
,    1. Homicidios dolosos y asesinatos consumados,1.0,0.0,-100.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,2.0,100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,19.0,18.0,-5.3
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,16.0,15.0,-6.3
,    5.1.-Agresion sexual con penetracion,2.0,1.0,-50.0
,    5.2.-Resto de delitos contra la libertad sexual,14.0,14.0,0.0
,    6. Robos con violencia e intimidacion,30.0,22.0,-26.7
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,194.0,174.0
,    7.1.-Robos con fuerza en domicilios,126.0,133.0,5.6
,    8. Hurtos,431.0,474.0,10.0
,    9. Sustracciones de vehÃ­culos,24.0,47.0,95.8
,    10. TrÃ¡fico de drogas,11.0,13.0,18.2
,    11. Resto de criminalidad convencional,1444.0,1497.0,3.7
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),763.0,795.0,4.2
,    12.-Estafas informÃ¡ticas,693.0,735.0,6.1
,    13.-Otros ciberdelitos,70.0,60.0,-14.3
,    III. TOTAL INFRACCIONES PENALES,2933.0,3057.0,4.2
Azuqueca de Henares,    I. CRIMINALIDAD CONVENCIONAL,329.0,360.0,9.4
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,1.0,100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,1.0,7.0,600.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,7.0,2.0,-71.4
,    5.1.-Agresion sexual con penetracion,2.0,0.0,-100.0
,    5.2.-Resto de delitos contra la libertad sexual,5.0,2.0,-60.0
,    6. Robos con violencia e intimidacion,9.0,2.0,-77.8
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,21.0,15.0
,    7.1.-Robos con fuerza en domicilios,8.0,8.0,0.0
,    8. Hurtos,58.0,80.0,37.9
,    9. Sustracciones de vehÃ­culos,9.0,8.0,-11.1
,    10. TrÃ¡fico de drogas,2.0,3.0,50.0
,    11. Resto de criminalidad convencional,222.0,242.0,9.0
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),106.0,121.0,14.2
,    12.-Estafas informÃ¡ticas,95.0,111.0,16.8
,    13.-Otros ciberdelitos,11.0,10.0,-9.1
,    III. TOTAL INFRACCIONES PENALES,435.0,481.0,10.6
Guadalajara,    I. CRIMINALIDAD CONVENCIONAL,688.0,813.0,18.2
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,1.0,100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,6.0,4.0,-33.3
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,4.0,2.0,-50.0
,    5.1.-Agresion sexual con penetracion,0.0,0.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,4.0,2.0,-50.0
,    6. Robos con violencia e intimidacion,11.0,13.0,18.2
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,29.0,44.0
,    7.1.-Robos con fuerza en domicilios,14.0,30.0,114.3
,    8. Hurtos,218.0,201.0,-7.8
,    9. Sustracciones de vehÃ­culos,5.0,25.0,400.0
,    10. TrÃ¡fico de drogas,4.0,3.0,-25.0
,    11. Resto de criminalidad convencional,411.0,520.0,26.5
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),256.0,270.0,5.5
,    12.-Estafas informÃ¡ticas,241.0,263.0,9.1
,    13.-Otros ciberdelitos,15.0,7.0,-53.3
,    III. TOTAL INFRACCIONES PENALES,944.0,1083.0,14.7
Provincia de TOLEDO,    I. CRIMINALIDAD CONVENCIONAL,6192.0,6653.0,7.4
,    1. Homicidios dolosos y asesinatos consumados,1.0,0.0,-100.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,1.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,84.0,113.0,34.5
,    4. Secuestro,1.0,0.0,-100.0
,    5. Delitos contra la libertad sexual,61.0,54.0,-11.5
,    5.1.-Agresion sexual con penetracion,10.0,7.0,-30.0
,    5.2.-Resto de delitos contra la libertad sexual,51.0,47.0,-7.8
,    6. Robos con violencia e intimidacion,62.0,106.0,71.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,595.0,680.0
,    7.1.-Robos con fuerza en domicilios,419.0,449.0,7.2
,    8. Hurtos,1158.0,1376.0,18.8
,    9. Sustracciones de vehÃ­culos,64.0,98.0,53.1
,    10. TrÃ¡fico de drogas,75.0,75.0,0.0
,    11. Resto de criminalidad convencional,4090.0,4150.0,1.5
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),1692.0,1685.0,-0.4
,    12.-Estafas informÃ¡ticas,1440.0,1471.0,2.2
,    13.-Otros ciberdelitos,252.0,214.0,-15.1
,    III. TOTAL INFRACCIONES PENALES,7884.0,8338.0,5.8
Illescas,    I. CRIMINALIDAD CONVENCIONAL,416.0,388.0,-6.7
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,4.0,13.0,225.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,6.0,2.0,-66.7
,    5.1.-Agresion sexual con penetracion,1.0,1.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,5.0,1.0,-80.0
,    6. Robos con violencia e intimidacion,9.0,11.0,22.2
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,29.0,22.0
,    7.1.-Robos con fuerza en domicilios,16.0,10.0,-37.5
,    8. Hurtos,106.0,90.0,-15.1
,    9. Sustracciones de vehÃ­culos,5.0,13.0,160.0
,    10. TrÃ¡fico de drogas,3.0,0.0,-100.0
,    11. Resto de criminalidad convencional,254.0,237.0,-6.7
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),84.0,73.0,-13.1
,    12.-Estafas informÃ¡ticas,61.0,65.0,6.6
,    13.-Otros ciberdelitos,23.0,8.0,-65.2
,    III. TOTAL INFRACCIONES PENALES,500.0,461.0,-7.8
SeseI±a,    I. CRIMINALIDAD CONVENCIONAL,318.0,282.0,-11.3
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,7.0,4.0,-42.9
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,7.0,6.0,-14.3
,    5.1.-Agresion sexual con penetracion,1.0,0.0,-100.0
,    5.2.-Resto de delitos contra la libertad sexual,6.0,6.0,0.0
,    6. Robos con violencia e intimidacion,4.0,3.0,-25.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,8.0,16.0
,    7.1.-Robos con fuerza en domicilios,6.0,7.0,16.7
,    8. Hurtos,60.0,47.0,-21.7
,    9. Sustracciones de vehÃ­culos,6.0,6.0,0.0
,    10. TrÃ¡fico de drogas,2.0,2.0,0.0
,    11. Resto de criminalidad convencional,224.0,198.0,-11.6
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),94.0,97.0,3.2
,    12.-Estafas informÃ¡ticas,81.0,88.0,8.6
,    13.-Otros ciberdelitos,13.0,9.0,-30.8
,    III. TOTAL INFRACCIONES PENALES,412.0,379.0,-8.0
Talavera de la Reina,    I. CRIMINALIDAD CONVENCIONAL,586.0,775.0,32.3
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,9.0,7.0,-22.2
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,10.0,6.0,-40.0
,    5.1.-Agresion sexual con penetracion,3.0,2.0,-33.3
,    5.2.-Resto de delitos contra la libertad sexual,7.0,4.0,-42.9
,    6. Robos con violencia e intimidacion,10.0,13.0,30.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,25.0,48.0
,    7.1.-Robos con fuerza en domicilios,14.0,24.0,71.4
,    8. Hurtos,204.0,256.0,25.5
,    9. Sustracciones de vehÃ­culos,8.0,6.0,-25.0
,    10. TrÃ¡fico de drogas,12.0,8.0,-33.3
,    11. Resto de criminalidad convencional,308.0,431.0,39.9
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),85.0,114.0,34.1
,    12.-Estafas informÃ¡ticas,79.0,94.0,19.0
,    13.-Otros ciberdelitos,6.0,20.0,233.3
,    III. TOTAL INFRACCIONES PENALES,671.0,889.0,32.5
Toledo,    I. CRIMINALIDAD CONVENCIONAL,616.0,818.0,32.8
,    1. Homicidios dolosos y asesinatos consumados,1.0,0.0,-100.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,0.0,-100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,5.0,5.0,0.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,6.0,8.0,33.3
,    5.1.-Agresion sexual con penetracion,2.0,3.0,50.0
,    5.2.-Resto de delitos contra la libertad sexual,4.0,5.0,25.0
,    6. Robos con violencia e intimidacion,4.0,17.0,325.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,32.0,48.0
,    7.1.-Robos con fuerza en domicilios,19.0,30.0,57.9
,    8. Hurtos,190.0,332.0,74.7
,    9. Sustracciones de vehÃ­culos,5.0,10.0,100.0
,    10. TrÃ¡fico de drogas,2.0,0.0,-100.0
,    11. Resto de criminalidad convencional,370.0,398.0,7.6
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),156.0,178.0,14.1
,    12.-Estafas informÃ¡ticas,151.0,165.0,9.3
,    13.-Otros ciberdelitos,5.0,13.0,160.0
,    III. TOTAL INFRACCIONES PENALES,772.0,996.0,29.0
CATALUIA,    I. CRIMINALIDAD CONVENCIONAL,103450.0,106265.0,2.7
,    1. Homicidios dolosos y asesinatos consumados,18.0,17.0,-5.6
,    2. Homicidios dolosos y asesinatos en grado tentativa,55.0,54.0,-1.8
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,863.0,894.0,3.6
,    4. Secuestro,2.0,2.0,0.0
,    5. Delitos contra la libertad sexual,880.0,915.0,4.0
,    5.1.-Agresion sexual con penetracion,328.0,332.0,1.2
,    5.2.-Resto de delitos contra la libertad sexual,552.0,583.0,5.6
,    6. Robos con violencia e intimidacion,6053.0,5854.0,-3.3
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,7430.0,6709.0
,    7.1.-Robos con fuerza en domicilios,4946.0,4384.0,-11.4
,    8. Hurtos,41947.0,39585.0,-5.6
,    9. Sustracciones de vehÃ­culos,2015.0,1888.0,-6.3
,    10. TrÃ¡fico de drogas,1074.0,1194.0,11.2
,    11. Resto de criminalidad convencional,43113.0,49153.0,14.0
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),17210.0,20420.0,18.7
,    12.-Estafas informÃ¡ticas,16660.0,19856.0,19.2
,    13.-Otros ciberdelitos,550.0,564.0,2.5
,    III. TOTAL INFRACCIONES PENALES,120660.0,126685.0,5.0
Provincia de BARCELONA,    I. CRIMINALIDAD CONVENCIONAL,81798.0,83090.0,1.6
,    1. Homicidios dolosos y asesinatos consumados,13.0,10.0,-23.1
,    2. Homicidios dolosos y asesinatos en grado tentativa,42.0,36.0,-14.3
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,603.0,653.0,8.3
,    4. Secuestro,2.0,1.0,-50.0
,    5. Delitos contra la libertad sexual,667.0,682.0,2.2
,    5.1.-Agresion sexual con penetracion,253.0,259.0,2.4
,    5.2.-Resto de delitos contra la libertad sexual,414.0,423.0,2.2
,    6. Robos con violencia e intimidacion,5517.0,5189.0,-5.9
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,5014.0,4584.0
,    7.1.-Robos con fuerza en domicilios,3169.0,2883.0,-9.0
,    8. Hurtos,35814.0,33217.0,-7.3
,    9. Sustracciones de vehÃ­culos,1720.0,1520.0,-11.6
,    10. TrÃ¡fico de drogas,796.0,913.0,14.7
,    11. Resto de criminalidad convencional,31610.0,36285.0,14.8
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),12368.0,14855.0,20.1
,    12.-Estafas informÃ¡ticas,12029.0,14455.0,20.2
,    13.-Otros ciberdelitos,339.0,400.0,18.0
,    III. TOTAL INFRACCIONES PENALES,94166.0,97945.0,4.0
Badalona,    I. CRIMINALIDAD CONVENCIONAL,2869.0,3249.0,13.2
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,2.0,3.0,50.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,23.0,33.0,43.5
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,25.0,21.0,-16.0
,    5.1.-Agresion sexual con penetracion,6.0,10.0,66.7
,    5.2.-Resto de delitos contra la libertad sexual,19.0,11.0,-42.1
,    6. Robos con violencia e intimidacion,374.0,405.0,8.3
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,161.0,179.0
,    7.1.-Robos con fuerza en domicilios,99.0,112.0,13.1
,    8. Hurtos,927.0,916.0,-1.2
,    9. Sustracciones de vehÃ­culos,57.0,54.0,-5.3
,    10. TrÃ¡fico de drogas,20.0,24.0,20.0
,    11. Resto de criminalidad convencional,1280.0,1614.0,26.1
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),491.0,637.0,29.7
,    12.-Estafas informÃ¡ticas,482.0,615.0,27.6
,    13.-Otros ciberdelitos,9.0,22.0,144.4
,    III. TOTAL INFRACCIONES PENALES,3360.0,3886.0,15.7
BarberI  del VallI¨s,    I. CRIMINALIDAD CONVENCIONAL,351.0,419.0,19.4
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,1.0,4.0,300.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,3.0,2.0,-33.3
,    5.1.-Agresion sexual con penetracion,0.0,0.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,3.0,2.0,-33.3
,    6. Robos con violencia e intimidacion,5.0,11.0,120.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,40.0,34.0
,    7.1.-Robos con fuerza en domicilios,25.0,13.0,-48.0
,    8. Hurtos,129.0,117.0,-9.3
,    9. Sustracciones de vehÃ­culos,11.0,6.0,-45.5
,    10. TrÃ¡fico de drogas,0.0,1.0,100.0
,    11. Resto de criminalidad convencional,162.0,244.0,50.6
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),66.0,53.0,-19.7
,    12.-Estafas informÃ¡ticas,64.0,52.0,-18.8
,    13.-Otros ciberdelitos,2.0,1.0,-50.0
,    III. TOTAL INFRACCIONES PENALES,417.0,472.0,13.2
Barcelona,    I. CRIMINALIDAD CONVENCIONAL,40371.0,39412.0,-2.4
,    1. Homicidios dolosos y asesinatos consumados,4.0,5.0,25.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,9.0,5.0,-44.4
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,179.0,222.0,24.0
,    4. Secuestro,1.0,1.0,0.0
,    5. Delitos contra la libertad sexual,240.0,264.0,10.0
,    5.1.-Agresion sexual con penetracion,83.0,100.0,20.5
,    5.2.-Resto de delitos contra la libertad sexual,157.0,164.0,4.5
,    6. Robos con violencia e intimidacion,3339.0,2918.0,-12.6
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,1825.0,1842.0
,    7.1.-Robos con fuerza en domicilios,1071.0,1073.0,0.2
,    8. Hurtos,21809.0,19376.0,-11.2
,    9. Sustracciones de vehÃ­culos,801.0,626.0,-21.8
,    10. TrÃ¡fico de drogas,456.0,484.0,6.1
,    11. Resto de criminalidad convencional,11708.0,13669.0,16.7
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),4608.0,5208.0,13.0
,    12.-Estafas informÃ¡ticas,4495.0,5081.0,13.0
,    13.-Otros ciberdelitos,113.0,127.0,12.4
,    III. TOTAL INFRACCIONES PENALES,44979.0,44620.0,-0.8
Castellar del VallI¨s,    I. CRIMINALIDAD CONVENCIONAL,70.0,72.0,2.9
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,0.0,1.0,100.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,1.0,2.0,100.0
,    5.1.-Agresion sexual con penetracion,0.0,0.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,1.0,2.0,100.0
,    6. Robos con violencia e intimidacion,2.0,0.0,-100.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,5.0,4.0
,    7.1.-Robos con fuerza en domicilios,5.0,2.0,-60.0
,    8. Hurtos,12.0,12.0,0.0
,    9. Sustracciones de vehÃ­culos,3.0,1.0,-66.7
,    10. TrÃ¡fico de drogas,1.0,3.0,200.0
,    11. Resto de criminalidad convencional,46.0,49.0,6.5
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),34.0,53.0,55.9
