precio;sub_descr;href;ubicacion;banios;mt2;otros;latitude;longitude;habitaciones;planta
220.000 €;Piso en Quintana;/comprar/piso-ciudad_lineal_quintana-41722905768_100200/;Quintana (Distrito Ciudad Lineal. Madrid Capital);1 baño;70 m²;"Agencia inmobiliaria de madrid  zona ciudad lineal, quintana  tecnocasa oficina quintana s.l.

En venta:

Oportunidad única: ampli...";40.4365299;-3.6492706;2 habs.;1ª planta
225.000 €;Piso en Barajas - Casco Histórico;/comprar/piso-casco_historico_de_barajas-37534791351_106000/;Casco Histórico de Barajas (Distrito Barajas. Madrid Capital);1 baño;76 m²;Inmofacil. Com ***venta para inversores***  excelente piso  en el casco historico de barajas actualmente alquilada (gastos de agen...;40.4738472;-3.5758273;2 habs.;1ª planta
750.000 €;Ático en Estrella;/comprar/atico-adelfas28007-35905168633_100500/;Adelfas (Distrito Retiro. Madrid Capital);2 baños;130 m²;Cavalier vende. Luminoso ático de 130m² con magnifica terraza de 70m², tres dormitorios, dos baños y plaza de garaje para un vehíc...;40.4045056;-3.6697784;3 habs.;
1.495.000 €;Casa adosada en Hortaleza;/comprar/casa_adosada-piovera28043-40896652273_109300/;Piovera (Distrito Hortaleza. Madrid Capital);6 baños;481 m²;En la zona del conde orgaz, se vende chalet adosado de 480 metros cuadrados distribuidos en 4 plantas, desde sótano a buhardilla. ...;40.4583525;-3.6497549;5 habs.;
157.000 €;Piso en Numancia;/comprar/piso-numancia28038-41708580268_100200/;Numancia (Distrito Puente de Vallecas. Madrid Capital);1 baño;60 m²;"Agencia inmobiliaria de madrid, zona puente de vallecas, numancia tecnocasa oficina vallecas sl
En venta: piso de segunda mano cer...";40.397672;-3.6587299;2 habs.;2ª planta
475.000 €;Piso en Canillas;/comprar/piso-hortaleza_canillas28043-38379989749_102100/;Canillas (Distrito Hortaleza. Madrid Capital);2 baños;98 m²;Gilmar consulting inmobiliario arturo soria, comercializa este precioso piso de cuatro dormitorios con terraza. Con una comunicaci...;40.4611353;-3.645321;4 habs.;
240.000 €;Piso en Malasaña-Universidad;/comprar/piso-universidad_malasana28015-43415266218_106700/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 baño;62 m²;Este piso tiene muchas posibilidades gracias a su distribución y ubicación en una zona muy demandada de madrid. Con 59 metros cuad...;40.4258634;-3.7116212;3 habs.;
1.049.000 €;Piso en calle de Alcántara;/comprar/piso-salamanca_castellana28006-40055516394_525909/;Castellana (Distrito Salamanca. Madrid Capital);3 baños;104 m²;Esta propiedad es una maravilla ubicada en el prestigioso barrio salamanca. Esta siendo completamente reformada. Cuenta con 2 habi...;40.430589;-3.6735084;2 habs.;1ª planta
223.000 €;Ático en calle de Juana Fuentes, 7;/comprar/atico-carabanchel_san_isidro28019-4332286158_109700/;San Isidro (Distrito Carabanchel. Madrid Capital);1 baño;54 m²;Ático izq, t6. Ático en un edificio de obra nueva de 54 m² de superficie construida y ubicado en la zona de madrid. Está distribui...;40.3972193;-3.7326659;1 hab.;
2.905.000 €;Chalet pareado en Mirasierra;/comprar/chalet_pareado-fuencarral_el_pardo_valverde28034-39219273202_102100/;Valverde (Distrito Fuencarral-El Pardo. Madrid Capital);7 baños;565 m²;Chalet pareado con 6 habitaciones y 7 baños, superficie util de 565 metros cuadrados, superficie solar 773, superficie construida ...;40.4912201;-3.6936112;6 habs.;
1.100.000 €;Piso en calle de Ayala;/comprar/piso-lista_barrio28006-42597567126_100500/;Lista (Distrito Salamanca. Madrid Capital);2 baños;157 m²;"Civitas inmobiliaria ofrece un fantástico piso en calle ayala.

La vivienda cuenta con 157 m² construidos de los cuales 149 m² son...";40.4274641;-3.6763858;3 habs.;2ª planta
458.700 €;Apartamento en Ciudad Universitaria;/comprar/apartamento-ciudad_universitaria28040-35932991170_102100/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);2 baños;70 m²;Magnificas viviendas terminadas situadas en la tranquila calle arquitecto sánchez arcas 5 en frente del parque francos rodríguez, ...;40.4550244;-3.7161411;2 habs.;
375.000 €;Piso en calle de Orión;/comprar/piso-casco_historico_de_barajas-43390772171_100500/;Casco Histórico de Barajas (Distrito Barajas. Madrid Capital);2 baños;112 m²;"¡¡¡¡¡¡¡Sin honorarios al comprador!!!!!!!!!

¡Bienvenido a la comodidad y el estilo de vida que estabas buscando! Este encantador ...";40.4761996;-3.5795082;2 habs.;Bajo
1.200.000 €;Piso en Peñagrande;/comprar/piso-ciudad_universitaria28035-38371964141_102100/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);4 baños;247 m²;Gilmar mirasierra - puerta de hierro presenta este fantástico piso ubicado en una urbanización privada con vigilancia las veinticu...;40.4817065;-3.7296856;4 habs.;
839.000 €;Piso en calle de Hartzenbusch;/comprar/piso-trafalgar28010-42533839646_100500/;Trafalgar (Distrito Chamberí. Madrid Capital);2 baños;95 m²;"Vivienda a estrenar junto a la plaza de olavide
Ágora gestores inmobiliarios comercializa un precioso piso en venta comercializa y...";40.4303605;-3.7023589;2 habs.;3ª planta
950.000 €;Piso en Paseo de la Castellana;/comprar/piso-castillejos28046-37577067756_524350/;Castillejos (Distrito Tetuán. Madrid Capital);3 baños;127 m²;Oasis house les ofrece este inmueble único, piso totalmente reformado en la primera planta exterior del paseo de la castellana, qu...;40.457793;-3.6906761;3 habs.;1ª planta
127.000 €;Piso en calle de Villalobos;/comprar/piso-palomeras_sureste28018-41686890822_991741/;Palomeras Sureste (Distrito Puente de Vallecas. Madrid Capital);1 baño;66 m²;"¡ Tu propiedad por menos de un alquiler!

¡ Financiación 100 %! . ¡ Sin comisión de agencia y sin aportar avales!

¡ Sin entrada, ...";40.3807871;-3.64739;2 habs.;3ª planta
695.000 €;Piso en Cuatro Caminos;/comprar/piso-tetuan_cuatro_caminos28020-40030864231_101800/;Cuatro Caminos (Distrito Tetuán. Madrid Capital);2 baños;110 m²;Calibe asesores inmobiliarios comercializa vivienda exterior de 110 m². , con tres dormitorios, un aseo y un baño completo. El pre...;40.4470273;-3.7009934;3 habs.;2ª planta
719.000 €;Piso en calle de Lope de Rueda;/comprar/piso-goya28009-40069438154_100500/;Goya (Distrito Salamanca. Madrid Capital);2 baños;73 m²;Casas castelló vende este precioso inmueble, es una joya en pleno centro del distrito de goya, muy cerca al parque del retiro. El ...;40.4218939;-3.6776325;2 habs.;2ª planta
1.299.000 €;Piso en calle de la Montera;/comprar/piso-cortes_huertas28013-39187948336_525909/;Cortes-Huertas (Distrito Centro. Madrid Capital);4 baños;147 m²;Completamente renovado. La ubicación del inmueble es excelente. Cuenta con cuatro habitaciones, tres de ellas con baño en suite. L...;40.4181687;-3.7026445;4 habs.;4ª planta
195.000 €;Ático en calle de Bravo Murillo;/comprar/atico-castillejos28020-42538330215_101800/;Castillejos (Distrito Tetuán. Madrid Capital);1 baño;50 m²;Grupo inmobiliario ares, vende piso de 50 m² en bravo murillo. La vivienda en cuestión se desarrolla en 2 plantas conectadas con u...;40.4619904;-3.6975253;2 habs.;
298.000 €;Piso en Plaza de los Mostenses, 2;/comprar/piso-universidad_malasana28015-35015846895_108700/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 baño;48 m²;¿Estás buscando un piso que te ofrezca rentabilidad constante o deseas vivir en el corazón de madrid, justo en gran vía, junto a p...;40.4236236;-3.7093995;2 habs.;
102.000 €;Piso en calle de Sierra Bermeja;/comprar/piso-puente_de_vallecas_entrevias28053-40922464529_991741/;Entrevías (Distrito Puente de Vallecas. Madrid Capital);1 baño;72 m²;"¡ Tu propiedad por menos de un alquiler!

¡ Financiación 100 %! . ¡ Sin comisión de agencia y sin aportar avales!

¡ Sin entrada, ...";40.3908965;-3.6629593;2 habs.;Bajo
695.000 €;Piso en calle de Don Ramón de la Cruz;/comprar/piso-lista_barrio28006-42539493570_100500/;Lista (Distrito Salamanca. Madrid Capital);2 baños;79 m²;"¿Estás buscando un lugar excepcional en el corazón de madrid? 

Este piso completamente reformado y amueblado es la respuesta a tu...";40.4290511;-3.6805805;2 habs.;3ª planta
459.000 €;Piso en calle de los Madrazo;/comprar/piso-cortes_huertas28014-40909047989_100500/;Cortes-Huertas (Distrito Centro. Madrid Capital);1 baño;81 m²;"Vivienda luminosa en venta en pleno centro de madrid en la zona de cortes de 1 dormitorio, con posibilidad de tener 2. 
Se caracte...";40.4174408;-3.6982076;1 hab.;2ª planta
139.000 €;Piso en calle de Mariano Serrano;/comprar/piso-valdeacederas28029-43430630487_517167/;Valdeacederas (Distrito Tetuán. Madrid Capital);1 baño;30 m²;"Estudio amueblado y reformado en valdeacederas

Vivienda madrid ofrece en exclusiva estudio de 30 m², completamente reformado, amu...";40.4707101;-3.7021481;;1ª planta
1.538.000 €;Chalet en calle de Palermo;/comprar/chalet-hortaleza_canillas28043-35899260721_100500/;Canillas (Distrito Hortaleza. Madrid Capital);6 baños;605 m²;31real servicios inmobiliarios tiene el placer de presentar este impresionante chalet independiente que evoca a la tranquilidad pe...;40.4592884;-3.64932;7 habs.;
1.064.900 €;Casa adosada en calle de Julián Camarillo, 56;/comprar/casa_adosada-san_blas_simancas28037-3919737184_109700/;Simancas (Distrito San Blas. Madrid Capital);3 baños;239 m²;Chalet 38. Casa adosada de obra nueva, de 239 m2 de superficie construida, y situada en la zona de Madrid Capital.  Está estructurada en 4 habitaciones, 3 baños completos y terraza de 75,1 m2. Aporta como extras garaje.;40,4377721;-3,6202102;4 habs.;
315.000 €;Piso en calle del Doctor Vallejo;/comprar/piso-ciudad_lineal_quintana-41703922699_101000/;Quintana (Distrito Ciudad Lineal. Madrid Capital);2 baños;45 m²;"Oportunidad ideal inversores.
A la venta 2 apartamentos de 45 m² unidos por el salón, totalmente exteriores, incluidos baños y coc...";40.438197;-3.6447618;2 habs.;
320.000 €;Piso en Lavapiés;/comprar/piso-sol_barrio28012-42516387586_102100/;Sol (Distrito Centro. Madrid Capital);1 baño;67 m²;En el corazón de madrid, en el barrio de lavapiés, se encuentra esta maravillosa oportunidad de inversión en el sector inmobiliari...;40.4141464;-3.7012857;3 habs.;
839.000 €;Piso en calle de San Bernardo;/comprar/piso-universidad_malasana28004-32526867555_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);3 baños;106 m²;Casas castelló vende este precioso inmueble totalmente reformado. Consta de 3 habitaciones con 3 baños, dos de ellos en suite. Se ...;40.4285516;-3.7063108;3 habs.;3ª planta
419.000 €;Piso en Rejas;/comprar/piso-rejas28022-42574009299_105100/;Rejas (Distrito San Blas. Madrid Capital);2 baños;167 m²;"¡ Oportunidad única en el exclusivo barrio de rejas junto al centro comercial plenilunio!
 Fantástico ático dúplex con terraza de ...";40.4423008;-3.576606;2 habs.;4ª planta
267.000 €;Piso en Puerta del Ángel;/comprar/piso-puerta_del_angel-43413530166_105100/;Puerta del Ángel (Distrito Latina. Madrid Capital);1 baño;83 m²;"Vivienda2 pone en venta en exclusiva, increíble piso en el distrito latina, barrio puerta del ángel.  
 
 Este encantador piso ofr...";40.4062456;-3.7350515;2 habs.;2ª planta
859.000 €;Piso en calle del Pez;/comprar/piso-universidad_malasana28004-23393241071_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);3 baños;115 m²;Madrid village soluciones inmobiliarias ofrece estupendo piso exterior en zona malasaña, 4º planta, 115 m distribuidos en 3 dormit...;40.4241332;-3.7061974;3 habs.;4ª planta
298.600 €;Piso en Quintana;/comprar/piso-ciudad_lineal_quintana-42520686288_105100/;Quintana (Distrito Ciudad Lineal. Madrid Capital);1 baño;78 m²;"Vivienda 2 pone a la venta esta "" vivienda  toda exterior "", con 3 dormtorios + wc, en finca con "" jardin comunitario ""  lista par...";40.4340812;-3.6503119;3 habs.;1ª planta
280.000 €;Piso en Rios Rosas;/comprar/piso-rios_rosas28003-42500966312_102100/;Ríos Rosas (Distrito Chamberí. Madrid Capital);1 baño;34 m²;Piso en rios rosas de 34 m², 1 dormitorio, 1 baño, cocina, interior, regular, orientación medio día calefacción: hilo radiante air...;40.4472931;-3.7096848;1 hab.;
2.600.000 €;Apartamento en Almagro;/comprar/apartamento-chamberi_almagro28010-37536346510_106700/;Almagro (Distrito Chamberí. Madrid Capital);4 baños;214 m²;Alaba properties ofrece este asombroso apartamento recién renovado irradia opulencia clásica, fusionando el encanto de antaño con ...;40.4359747;-3.6989478;4 habs.;
1.180.000 €;Piso en Conde Orgaz;/comprar/piso-piovera28043-39220359408_102100/;Piovera (Distrito Hortaleza. Madrid Capital);4 baños;201 m²;Gilmar consulting inmobiliario conde orgaz-campo de las naciones, comercializa en urbanización de nuevo mundo ubicada en el parque...;40.4532482;-3.647065;4 habs.;
1.395.000 €;Chalet pareado en Peñagrande;/comprar/chalet_pareado-penagrande28035-25862375777_102100/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);6 baños;368 m²;Gilmar mirasierra - puerta de hierro presenta en exclusiva chalet de obra nueva de 367,80m² con toda la tecnología puntera para qu...;40.4723292;-3.7326582;5 habs.;
1.095.000 €;Piso en Conde Orgaz;/comprar/piso-piovera28043-40902327662_102100/;Piovera (Distrito Hortaleza. Madrid Capital);3 baños;188 m²;Gilmar consulting inmobiliario madrid, conde orgaz-campo de las naciones, comercializa este lujoso piso en urbanización nuevo mund...;40.4625294;-3.6370346;3 habs.;
600.000 €;Apartamento en Avenida de Alberto Alcocer, 12;/comprar/apartamento-chamartin_hispanoamerica28036-5050203265_100100/;Hispanoamérica (Distrito Chamartín. Madrid Capital);1 baño;74 m²;Espectacular piso de alto standing muy luminoso, en urbanización de lujo planta 7 con terraza. Inmueble cuya descripción básica es...;40.4585;-3.68595;1 hab.;7ª planta
859.000 €;Piso en Carrera San Jerónimo;/comprar/piso-cortes_huertas28014-37512539275_524671/;Cortes-Huertas (Distrito Centro. Madrid Capital);2 baños;90 m²;"Propiedad en el corazón del barrio de sol
Studios y proyectos madrid comercializa esta magnífica propiedad en zona prime de sol. S...";40.4165917;-3.7013;2 habs.;2ª planta
380.000 €;Ático en San Isidro;/comprar/atico-carabanchel_san_isidro28019-40012607683_100200/;San Isidro (Distrito Carabanchel. Madrid Capital);2 baños;165 m²;Inmobiliaria en opañel, san isidro - tecnocasa estudio inm san isidro s.l agencia inmobiliaria de madrid zona carabanchel tecnocas...;40.3948226;-3.7260872;3 habs.;
859.000 €;Piso en calle del Pez;/comprar/piso-universidad_malasana28015-32509385711_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);3 baños;115 m²;Casas castelló vende este magnífico inmueble totalmente reformado. Se distribuye en 3 habitaciones, con 3 baños, salón y cocina eq...;40.4241131;-3.7065387;3 habs.;4ª planta
197.000 €;Piso en Plaza de Padrón;/comprar/piso-pilar28029-43417818231_991741/;Pilar (Distrito Fuencarral-El Pardo. Madrid Capital);1 baño;60 m²;"¡ Financiación 100 %! . ¡ Sin comisión de agencia y sin aportar avales!

¡ Sin entrada, sólo con tu nomina y aportando los gastos ...";40.4774189;-3.7063249;2 habs.;1ª planta
360.000 €;Piso en calle de Núñez de Arce;/comprar/piso-cortes_huertas28012-39213023968_514774/;Cortes-Huertas (Distrito Centro. Madrid Capital);1 baño;42 m²;Madrinmuebles luxury select, ofrece en venta excelente apartamento, situado en el maravilloso barrio de las letras, a escasos paso...;40.4157687;-3.7011841;1 hab.;1ª planta
170.000 €;Piso en calle de Boldano;/comprar/piso-ciudad_lineal_quintana-42546872977_101000/;Quintana (Distrito Ciudad Lineal. Madrid Capital);1 baño;48 m²;"Piso reformado de dos dormitorios y cocina con todos los electrodomésticos.
Situado cercano a la calle alcalá y arturo soria, en e...";40.439827;-3.6429122;2 habs.;
165.785 €;Piso en San Diego;/comprar/piso-san_diego28053-41743743178_100500/;San Diego (Distrito Puente de Vallecas. Madrid Capital);1 baño;55 m²;"¡Bienvenidos a madrid! Un lugar donde la historia se entrelaza con la modernidad, creando un ambiente dinámico y encantador.
 Este...";40.3904459;-3.6708491;3 habs.;Bajo
2.815.000 €;Chalet pareado en Mirasierra;/comprar/chalet_pareado-fuencarral_el_pardo_valverde28034-39200296160_102100/;Valverde (Distrito Fuencarral-El Pardo. Madrid Capital);7 baños;565 m²;Chalet pareado con 6 habitaciones y 7 baños, superficie util de 565 metros cuadrados, superficie solar 750, superficie construida ...;40.489731913;-3.699867167;6 habs.;
850.000 €;Piso en calle del Corazón de María;/comprar/piso-chamartin_prosperidad28002-41723341171_101800/;Prosperidad (Distrito Chamartín. Madrid Capital);2 baños;186 m²;Walter haus presenta este luminoso piso de 183 m² ubicado en la prestigiosa calle corazón de maría, en el codiciado barrio de pros...;40.4461614;-3.6658513;3 habs.;6ª planta
1.200.000 €;Piso en calle de Núñez de Balboa;/comprar/piso-recoletos28001-35923978490_149200/;Recoletos (Distrito Salamanca. Madrid Capital);2 baños;114 m²;Única inmobiliaria presenta fantástico piso recién reformado por el prestigioso arquitecto tristán domecq en la conocida calle de ...;40.4227584;-3.6828027;2 habs.;2ª planta
2.600.000 €;Ático en calle del Abedul;/comprar/atico-nueva_espana28036-40834467086_101800/;Nueva España (Distrito Chamartín. Madrid Capital);3 baños;486 m²;Esta magnífica  vivienda en pleno barrio de nueva españa, cuenta con  cuatro dormitorios, dos de ellos en suite, tres baños y dos ...;40.4653755;-3.6818396;4 habs.;
3.500.000 €;Piso en Goya;/comprar/piso-goya28006-35021226116_524350/;Goya (Distrito Salamanca. Madrid Capital);4 baños;241 m²;Oasis house les ofrece este magnífico piso a estrenar con terraza, trastero, 2 plazas de garaje de acceso directo, con piscina y s...;40.434862;-3.6780571;3 habs.;6ª planta
2.800.000 €;Chalet en Hispanoamérica;/comprar/chalet-nueva_espana28016-20071133003_102100/;Nueva España (Distrito Chamartín. Madrid Capital);5 baños;565 m²;Gilmar real estate viso-chamartín vende una joya arquitectónica en la codiciada zona de hispanoamérica. Presentamos este impresion...;40.464089441;-3.677269615;6 habs.;
829.000 €;Piso en calle de León;/comprar/piso-cortes_huertas28014-26752226014_524671/;Cortes-Huertas (Distrito Centro. Madrid Capital);3 baños;115 m²;Studios y proyectos madrid vende fantástico piso exterior muy luminoso, situado en una 3 planta, finca clasica  cuenta con 105 m² ...;40.4141315;-3.6988745;3 habs.;3ª planta
3.900.000 €;Chalet en Conde Orgaz;/comprar/chalet-piovera28043-40884695837_102100/;Piovera (Distrito Hortaleza. Madrid Capital);6 baños;699 m²;Gilmar consulting inmobiliario conde orgaz, presenta esta lujosa vivienda de casi 700 m² construida sobre una parcela de casi 1.70...;40.4561037;-3.6422289;7 habs.;
469.000 €;Piso en calle de Maldonado;/comprar/piso-lista_barrio28006-39198715801_100200/;Lista (Distrito Salamanca. Madrid Capital);;87 m²;"'agencia inmobiliaria de madrid - zona salamanca - estudio guindalera - francisco silvela - diego de león

Oficina tecnocasa vende...";40.4336834;-3.6768071;2 habs.;1ª planta
3.300.000 €;Piso en El Viso;/comprar/piso-salamanca_castellana28006-38359977350_102100/;Castellana (Distrito Salamanca. Madrid Capital);5 baños;399 m²;Gilmar real estate viso-chamartín vende en exclusiva una oportunidad única en el viso:  si buscas una propiedad con un potencial i...;40.4301693;-3.6845611;6 habs.;
340.000 €;Piso en calle de la Infanta Mercedes, 91;/comprar/piso-castillejos28020-2839736962_109700/;Castillejos (Distrito Tetuán. Madrid Capital);1 baño;50 m²;V08, 2º B. Piso en un edificio de obra nueva de 50 m2 de superficie construida y ubicado en la zona de Madrid Capital, enclavado en planta 2. Está distribuido en 1 habitación y 1 baño completo. Incluye extras como ascensor.;40,4624735;-3,6946876;1 hab.;2ª planta
4.950.000 €;Ático en El Viso;/comprar/atico-valdeacederas28029-23377551413_102100/;Valdeacederas (Distrito Tetuán. Madrid Capital);5 baños;373 m²;Gilmar real estate viso-chamartín vende en el viso un magnífico ático que redefine el lujo y la comodidad. Con una superficie de 3...;40.4794768;-3.6901003;5 habs.;
629.000 €;Piso en calle de Ayala;/comprar/piso-goya28009-41722195687_100500/;Goya (Distrito Salamanca. Madrid Capital);2 baños;57 m²;Cotarent ofrece a la venta precioso inmueble en reformas realizadas por el estudio de arquitectura arctempus, situado en la primer...;40.426982122;-3.668711607;2 habs.;1ª planta
280.000 €;Piso en Avenida de Canillejas a Vicálvaro;/comprar/piso-san_blas_rosas28022-1742259057_100500/;Rosas (Distrito San Blas. Madrid Capital);2 baños;103 m²;"¡¡¡No cobramos honorarios al comprador!!!

Piso en las musas de tres dormitorios. La cocina dispone de office y cuenta con un mara...";40.425876563;-3.611470023;3 habs.;1ª planta
273.000 €;Piso en San Diego;/comprar/piso-san_diego28053-43382431390_105100/;San Diego (Distrito Puente de Vallecas. Madrid Capital);1 baño;54 m²;"¡Llega la 5ª edición de la campaña de primavera de vivienda2!
 No pierdas la oportunidad. Consulta la web de vivienda2 y accede a ...";40.3949805;-3.6697286;2 habs.;Bajo
660.000 €;Piso en calle de Velarde;/comprar/piso-universidad_malasana28004-33352837361_109300/;Universidad-Malasaña (Distrito Centro. Madrid Capital);2 baños;121 m²;"De rojas servicios inmobiliarios pone a su disposición vivienda  ubicada en la zona de malasaña

El inmueble consta de 121 metros ...";40.4268087;-3.7021969;2 habs.;
239.000 €;Piso en Ventas;/comprar/piso-ventas28017-42583438907_105100/;Ventas (Distrito Ciudad Lineal. Madrid Capital);1 baño;53 m²;"Ponemos a la venta esta coqueta y acogedora vivienda,  "" reformada con calidades hace menos de 1 año "", suelos de tarima, ventanas...";40.4218554;-3.6541545;2 habs.;4ª planta
860.000 €;Ático en Palomas;/comprar/atico-aeropuerto28042-28375452245_102100/;Aeropuerto (Distrito Barajas. Madrid Capital);2 baños;195 m²;Gilmar consulting inmobiliario madrid, conde orgaz-campo de las naciones, comercializa en unas de las urbanizaciones más lujosas d...;40.4652111;-3.5838416;2 habs.;
120.000 €;Piso en calle de Gonzalo López;/comprar/piso-abrantes28025-38413772795_526195/;Abrantes (Distrito Carabanchel. Madrid Capital);1 baño;64 m²;Ideal para invertir !!!!   Piso en zona tranquila de carabanchel, muy bien comunicado. Metro y bus próximo, y zona comercial a un ...;40.3860451;-3.7297481;3 habs.;Subsótano
179.000 €;Piso en Carabanchel / Opañel;/comprar/piso-opanel28019-42543568409_100500/;Opañel (Distrito Carabanchel. Madrid Capital);1 baño;60 m²;"Vohome propiedades vende en exclusiva piso con reforma a estrenar con patio comunitario en opañel, distrito carabanchel.

El inmue...";40.3914877;-3.7238301;2 habs.;Bajo
170.000 €;Piso en calle de Tembleque;/comprar/piso-latina_aluche28024-42507258716_100500/;Aluche (Distrito Latina. Madrid Capital);1 baño;71 m²;"Vohome propiedades vende piso en exclusiva en aluche.

El inmueble es segunda planta y se distribuye en tres dormitorios, cuarto d...";40.3951681;-3.7616603;3 habs.;2ª planta
2.950.000 €;Piso en Almagro;/comprar/piso-chamberi_almagro28010-41744595644_996152/;Almagro (Distrito Chamberí. Madrid Capital);2 baños;97 m²;"Superficie construida: 97 m²
2 dormitorios, 2 baños

190 € de gastos de comunidad
Año construcción: 1945
Estado de conservación: i...";40.4288956;-3.6921543;2 habs.;1ª planta
849.000 €;Piso en calle de Barbieri;/comprar/piso-justicia_chueca28004-36740976151_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);3 baños;111 m²;Casas castelló presenta este impresionante inmueble, situado en la segunda planta de la calle barbieri en unas de las mejores zona...;40.4219519;-3.6979363;3 habs.;2ª planta
516.000 €;Piso en calle de Martínez Izquierdo;/comprar/piso-guindalera28028-42545246688_100200/;Guindalera (Distrito Salamanca. Madrid Capital);;140 m²;"'agencia inmobiliaria de madrid - zona salamanca - estudio guindalera - francisco silvela - diego de león

Oficina tecnocasa vende...";40.4339133;-3.6688325;3 habs.;
188.000 €;Piso en calle del Mercurio;/comprar/piso-vicalvaro_ambroz28032-43341607588_992736/;Ambroz (Distrito Vicálvaro. Madrid Capital);1 baño;77 m²;Redpiso vicálvaro vende en exclusiva, cuarta planta totalmente reformada, 74m² distribuidos en salón con aire acondicionado, 3 dor...;40.4049224;-3.6038103;3 habs.;4ª planta
1.875.000 €;Piso en Conde Orgaz;/comprar/piso-piovera28043-33392391879_102100/;Piovera (Distrito Hortaleza. Madrid Capital);5 baños;346 m²;Gilmar consulting inmobiliario vende fantástica vivienda en la urbanización más exclusiva del parque conde orgaz, alquilada con in...;40.463069391;-3.638591752;4 habs.;
3.500.000 €;Chalet en La Florida;/comprar/chalet-valdemarin-33336816682_102100/;Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital);7 baños;1.500 m²;Situada en primera línea del monte del pardo, junto al muro rodea la reserva natural, característica que concede a la vivienda esp...;40.4697262;-3.7842623;6 habs.;
950.000 €;Chalet pareado en El Plantío;/comprar/chalet_pareado-moncloa_aravaca_aravaca28023-32512356464_102100/;Aravaca (Distrito Moncloa-Aravaca. Madrid Capital);4 baños;430 m²;Gilmar majadahonda pone a la venta este fantástico chalet pareado de 430 m² en el plantío que cuenta con 6 dormitorios, 4 baños, g...;40.4640667;-3.7825695;6 habs.;
325.000 €;Piso en calle del Conde de Peñalver;/comprar/piso-lista_barrio28006-39206049363_100200/;Lista (Distrito Salamanca. Madrid Capital);;46 m²;"'agencia inmobiliaria de madrid - zona salamanca - estudio guindalera - francisco silvela - diego de león

Oficina tecnocasa vende...";40.4331129;-3.674803;2 habs.;4ª planta
418.000 €;Piso en calle Enrique Urquijo, 146;/comprar/piso-el_canaveral-1723338579_992112/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);2 baños;185 m²;"¡¡Última vivienda disponible!!
Obra nueva entregada

Le presentamos ""residencial solaris – fase ii"" una promoción de obra nueva co...";40.40202326044609;-3.5583436213843602;4 habs.;Bajo
275.000 €;Piso en Concepción;/comprar/piso-concepcion-33424628358_994318/;Concepción (Distrito Ciudad Lineal. Madrid Capital);2 baños;96 m²;Dentro del barrio de la concepción estamos comercializando una vivienda reformada, en su integridad, a estrenar, tipo dúplex que s...;40.4421125;-3.6523599;2 habs.;Bajo
132.000 €;Piso en calle de Sallaberry;/comprar/piso-opanel28019-42530099475_100500/;Opañel (Distrito Carabanchel. Madrid Capital);1 baño;50 m²;Vohome propiedades vende en exclusiva acogedor piso en la zona de opañel en el distrito de carabanchel, a pocos metros de avenida ...;40.393455;-3.7203348;1 hab.;2ª planta
285.000 €;Piso en calle de Antonio López;/comprar/piso-moscardo28026-43346990899_100500/;Moscardó (Distrito Usera. Madrid Capital);2 baños;81 m²;Vivienda de 81 metros cuadrados distribuidos de la siguiente forma, 3 dormitorios, salón independiente, cuarto de baño, aseo y coc...;40.3891603;-3.7009288;3 habs.;1ª planta
649.000 €;Piso en calle de Goya;/comprar/piso-goya28001-42505079676_100500/;Goya (Distrito Salamanca. Madrid Capital);2 baños;65 m²;Agora gestores inmobiliarios pone a su disposición esta extraordinario piso recién reformado de 65 metros cuadrados en una de las ...;40.4251307;-3.6789604;2 habs.;Bajo
999.000 €;Piso en Plaza de Chueca;/comprar/piso-justicia_chueca28004-37577670276_524671/;Justicia-Chueca (Distrito Centro. Madrid Capital);3 baños;104 m²;Studios y proyectos madrid, vende exclusivo piso en el barrio de chueca con reforma integral de altas calidades y diseño. Verdader...;40.4228359;-3.6977326;3 habs.;5ª planta
3.200.000 €;Chalet adosado en Hispanoamérica;/comprar/chalet_adosado-fuencarral_el_pardo_la_paz28046-35060942909_102100/;La Paz (Distrito Fuencarral-El Pardo. Madrid Capital);7 baños;573 m²;¡No dejes pasar esta oportunidad única de adquirir un magnífico chalet adosado para reformar en la codiciada zona de hispanoaméric...;40.472712414;-3.687116704;7 habs.;
