precio;sub_descr;href;ubicacion;mt2;planta;otros;latitude;longitude;habitaciones;banios
214.900 €;Piso en calle de Piqueñas;/comprar/piso-carabanchel_buenavista28044-40836468659_100500/;Buenavista (Distrito Carabanchel. Madrid Capital);75 m²;2ª planta;"Piso de esquina con doble orientación, totalmente exterior con mucha luminosidad.

Gespain las aguilas - carabanchel promociona pi...";40.3671029;-3.7609287;3 habs.;1 baño
950.000 €;Casa adosada en calle de Benito Monfort;/comprar/casa_adosada-alameda_de_osuna_barrio-41765726824_100200/;Alameda de Osuna (Distrito Barajas. Madrid Capital);289 m²;;"Tecnocasa estudio alameda de osuna presenta magnifica casa pareada

Planta baja: parking comunitario con capacidad para tres coche...";40.4577661;-3.5929182;;
377.900 €;Piso en calle Arte Figurativo Con Avenida Gran Vía del Sureste,  S/N;/comprar/piso-ensanche_de_vallecas_valdecarros28051-3702785223_109700/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);115 m²;;Piso en una finca de obra nueva de 115 m2 de superficie construida y emplazado en la zona de Madrid Capital. Está dispuesto en 3 habitaciones, 2 baños completos y terraza de 10,10 m2. Cuenta como extras ascensor, garaje.;40,3512;-3,61038;3 habs.;2 baños
315.000 €;Piso en calle de Eugenia de Montijo, nº 97;/comprar/piso-carabanchel_buenavista28044-89254531052_998115/;Buenavista (Distrito Carabanchel. Madrid Capital);147 m²;1ª planta;Edificio estilo modéjar! Edificio singular. Orientación sur, luz todo el día. Edificio estilo modéjar, patio del mismo estilo de 5...;40.37453369082771;-3.7507807215484434;3 habs.;3 baños
820.000 €;Piso en Avenida de América;/comprar/piso-chamartin_prosperidad28002-40078688550_101000/;Prosperidad (Distrito Chamartín. Madrid Capital);163 m²;;"¡Oportunidad única en chamartín, madrid!

Este luminoso y elegante piso reformado se encuentra en una de las zonas más exclusivas ...";40.438771;-3.6739197;4 habs.;2 baños
239.000 €;Piso en Palos de Moguer;/comprar/piso-palos_de_moguer28045-41752642315_100200/;Palos de Moguer (Distrito Arganzuela. Madrid Capital);41 m²;;Agencia inmobiliaria estudio paseo delicias s.l de madrid vende vivienda a estrenar en la tranquila calle juan martin el empecinad...;40.401773178;-3.688044439;;1 baño
164.000 €;Piso en Avenida de Buenos Aires;/comprar/piso-palomeras_bajas28018-40038990278_101800/;Palomeras Bajas (Distrito Puente de Vallecas. Madrid Capital);58 m²;;"Sky solutions comercializa en exclusiva fabuloso y acogedor piso:

Si lo que estás buscando es un piso para entrar a vivir, bien c...";40.3854396;-3.6533834;3 habs.;1 baño
2.950.000 €;Piso en calle de Montalbán;/comprar/piso-jeronimos28014-40861210621_100500/;Jerónimos (Distrito Retiro. Madrid Capital);179 m²;3ª planta;Impresionante piso situado en una de las mejores calles del barrio de jerónimos, completamente reformado a estrenar y con proyecto...;40.4179377;-3.6909564;3 habs.;4 baños
320.000 €;Piso en Paseo de las Delicias;/comprar/piso-arganzuela_delicias-16749006095_501265/;Delicias (Distrito Arganzuela. Madrid Capital);87 m²;Bajo;Piso de venta de oportunidad en paseo de las delicias cerca al museo del ferrocarril, es un bajo , que tiene una altura de 1 metro...;40.3979204;-3.694008;3 habs.;1 baño
1.145.500 €;Chalet pareado en Peñagrande;/comprar/chalet_pareado-penagrande28035-42550488140_102100/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);243 m²;;Isla zanzíbar es una exclusiva promoción de 3 chalets unifamiliares de obra nueva en régimen de cooperativa, ubicada en peñagrande...;40.473829134;-3.730314701;4 habs.;4 baños
3.950.000 €;Piso en calle de Villanueva, 21;/comprar/piso-recoletos28001-40931515366_101800/;Recoletos (Distrito Salamanca. Madrid Capital);228 m²;4ª planta;Calibe asesores inmobiliarios pone a la venta este inmueble único, situado en la zona más cotizada del barrio de recoletos, a esca...;40.4226;-3.68481;4 habs.;4 baños
1.129.000 €;Piso en calle de Ayala;/comprar/piso-goya28006-41766390738_524350/;Goya (Distrito Salamanca. Madrid Capital);117 m²;1ª planta;"Oasis house les ofrece este estupendo piso reformado en un edificio moderno con piscina.
La vivienda se distribuye en un amplio sa...";40.4271315;-3.6741321;2 habs.;2 baños
795.000 €;Piso en calle de Julio Palacios;/comprar/piso-fuencarral_el_pardo_la_paz28029-29198277108_511322/;La Paz (Distrito Fuencarral-El Pardo. Madrid Capital);174 m²;2ª planta;"Global irv presenta este fantástico piso de 174m² situado en urbanización cerrada con vigilancia 24h.
Se distribuye en recibidor, ...";40.4826096;-3.6929819;4 habs.;2 baños
383.000 €;Piso en Ensanche de Vallecas;/comprar/piso-ensanche_de_vallecas_valdecarros28051-42567602917_102100/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);133 m²;;Este estupendo piso se encuentra en la exclusiva zona de ensanche de vallecas, en el distrito de villa de vallecas, en madrid. Con...;40.3624184;-3.5837202;3 habs.;2 baños
3.650.000 €;Chalet en calle Horche, 3;/comprar/chalet-moncloa_aravaca_aravaca28023-3548570793_109700/;Aravaca (Distrito Moncloa-Aravaca. Madrid Capital);754 m²;;Villa 3e. Chalet de obra nueva de 754 m² de superficie construida y ubicado en la zona de madrid capital. Está distribuido en 5 ha...;40.4594593;-3.7656639;5 habs.;7 baños
944.900 €;Piso en calle de las Infantas;/comprar/piso-justicia_chueca28004-39177236516_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);151 m²;3ª planta;"Como consultores inmobiliarios les ofrecemos la siguiente ""oportunidad inmobiliaria"" 
Especial para inversionistas: amplio piso en...";40.4205971;-3.6995041;7 habs.;3 baños
469.000 €;Piso en calle de Maldonado;/comprar/piso-lista_barrio28006-39198715801_100200/;Lista (Distrito Salamanca. Madrid Capital);87 m²;1ª planta;"'agencia inmobiliaria de madrid - zona salamanca - estudio guindalera - francisco silvela - diego de león

Oficina tecnocasa vende...";40.4336834;-3.6768071;2 habs.;
3.300.000 €;Piso en calle de José Abascal, 59;/comprar/piso-rios_rosas28003-35071011314_106700/;Ríos Rosas (Distrito Chamberí. Madrid Capital);596 m²;;"| exclusiva vivienda en pleno corazón de la capital | 
| en exclusiva en willcospain |

Una oportunidad exclusiva de adquirir una ...";40.4384;-3.69256;6 habs.;6 baños
350.000 €;Piso en Castilla;/comprar/piso-castilla28036-42557670960_100200/;Castilla (Distrito Chamartín. Madrid Capital);87 m²;;"Agencia inmobiliaria de madrid zona plaza castilla oficina tecnocasa de madrid.

Oficina tecnocasa. En venta: bajo exterior para r...";40.4692424;-3.6842147;3 habs.;1 baño
570.000 €;Piso en calle de Cavanilles;/comprar/piso-retiro_pacifico28007-42557207032_100500/;Pacífico (Distrito Retiro. Madrid Capital);130 m²;6ª planta;"Retiro - pacífico

No te puedes perder la oportunidad de conocer este piso de 130 m. De superficie con hermosas vistas. Te encontr...";40.4053512;-3.6740629;3 habs.;2 baños
1.390.000 €;Dúplex en Avenida de la Gran Vía de Hortaleza, 5;/comprar/duplex-pinar_del_rey28033-40045784296_100500/;Pinar del Rey (Distrito Hortaleza. Madrid Capital);217 m²;7ª planta;Carlos díaz de torres, director de chamartin inmobiliaria y vecino de esta magnífica urbanización, vende impresionante ático dúple...;40.46673542511692;-3.6580181121826176;4 habs.;3 baños
350.000 €;Piso en Delicias;/comprar/piso-arganzuela_delicias-38358210165_100200/;Delicias (Distrito Arganzuela. Madrid Capital);61 m²;5ª planta;Vivienda de tres dormitorios y 82 metros útiles en escritura en quinta planta exterior con ascensor en pleno paseo de las delicias...;40.3960399;-3.6947159;3 habs.;1 baño
2.950.000 €;Piso en Retiro - Jerónimos;/comprar/piso-jeronimos28014-37564051614_101800/;Jerónimos (Distrito Retiro. Madrid Capital);179 m²;3ª planta;"Piso en jerónimos, completamente reformado y amueblado, 179m².

El piso consta de 3 dormitorios con baños en suite, el principal c...";40.4187014;-3.6903565;3 habs.;4 baños
990.000 €;Casa pareada en calle del Sol Naciente;/comprar/casa_pareada-concepcion-40918877939_100500/;Concepción (Distrito Ciudad Lineal. Madrid Capital);339 m²;;Descubre esta increíble oportunidad de vivir en un acogedor pareado en la prestigiosa zona de pueblo nuevo, madrid. Con 339 metros...;40.4398009;-3.6456047;5 habs.;3 baños
350.000 €;Apartamento en calle de Antonia Ruiz Soro;/comprar/apartamento-guindalera28028-41676374249_440000/;Guindalera (Distrito Salamanca. Madrid Capital);60 m²;Bajo;Amplio y luminoso apartamento con una superficie total de 60 m², a la que hay que añadir una fantástica terraza (a patio de manzan...;40.4381965;-3.6658592;1 hab.;1 baño
900.000 €;Piso en calle de Florestán Aguilar;/comprar/piso-guindalera28028-39207499030_440000/;Guindalera (Distrito Salamanca. Madrid Capital);155 m²;5ª planta;Piso en venta en la zona de guindalera. Este amplio inmueble cuenta con un luminoso salón comedor que tiene acceso a una terraza c...;40.4309093;-3.66753;5 habs.;2 baños
750.000 €;Piso en Cortes-Huertas;/comprar/piso-cortes_huertas28014-41740317985_100200/;Cortes-Huertas (Distrito Centro. Madrid Capital);145 m²;3ª planta;"'agencia inmobiliaria de madrid zona huertas-cortes tecnocasa estudio huertas-cortes slu

¡Vende! Vivienda exterior en 3º planta c...";40.4125382;-3.697197;4 habs.;4 baños
495.000 €;Piso en Piovera;/comprar/piso-aeropuerto28042-40929436318_102100/;Aeropuerto (Distrito Barajas. Madrid Capital);170 m²;;Gilmar consulting inmobiliario madrid, conde orgaz-campo de las naciones, comercializa en la mejor zona de palomas-piovera, este e...;40.45140969;-3.582894605;2 habs.;2 baños
2.500.000 €;Chalet en Avenida de Fuentelarreina;/comprar/chalet-ciudad_universitaria28035-40034925689_101800/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);510 m²;;Chalet independiente en puerta de hierro - fuentelarreyna, sobre parcela de 1.280m². Con una vivienda de 510m² en 3 plantas de est...;40.4730333;-3.7494618;6 habs.;7 baños
440.000 €;Piso en calle de Pedro Heredia;/comprar/piso-fuente_del_berro28028-38355932099_101000/;Fuente del Berro (Distrito Salamanca. Madrid Capital);82 m²;;"Venta de piso en fuente del berro, distrito de salamanca, cerca de la plaza de manuel becerra.
Con una ubicación envidiable en una...";40.4287377;-3.6650692;2 habs.;1 baño
295.000 €;Ático en calle del Parador del Sol;/comprar/atico-carabanchel_comillas28019-41668940966_100500/;Comillas (Distrito Carabanchel. Madrid Capital);67 m²;;"""residencial parador del sol i” en calle parador del sol nº 28, a menos de 500 metros de madrid río.

Vivienda ático/dúplex ubicad...";40.3918785;-3.7108441;1 hab.;2 baños
1.190.000 €;Piso en calle del General Pardiñas;/comprar/piso-lista_barrio28006-41722257709_101800/;Lista (Distrito Salamanca. Madrid Capital);129 m²;4ª planta;¡Bienvenidos al exclusivo barrio de salamanca! Presentamos  este magnífico piso en venta, una verdadera joya que ofrece una oportu...;40.4370599;-3.6777509;3 habs.;3 baños
179.000 €;Piso en calle de Marcos de Orueta;/comprar/piso-fuencarral_el_pardo_la_paz28034-39177285311_517167/;La Paz (Distrito Fuencarral-El Pardo. Madrid Capital);65 m²;Bajo;"Vivienda de tres habitaciones en exlusiva zona del barrio de begoña 

Vivienda madrid ofrece en exclusiva vivienda de 65 m² para a...";40.4845367;-3.6859685;3 habs.;1 baño
332.500 €;Piso en calle Ilusion, 22;/comprar/piso-el_canaveral-4088731652_109700/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);99 m²;1ª planta;P.3 1ºE V05. Piso en un inmueble de obra nueva de 99 m2 de superficie construida y situado en la zona de Madrid Capital, acomodado en planta 1. Está estructurado en 2 habitaciones, 2 baños completos y terraza de 17 m2. Aporta como extras ascensor, garaje y trastero.;40,404742073;-3,555921144;2 habs.;2 baños
150.000 €;Piso en Acacias;/comprar/piso-acacias28005-41700134771_100200/;Acacias (Distrito Arganzuela. Madrid Capital);26 m²;;"Agencia inmobiliaria de madrid zona acacias-embajadores tecnocasa consulting acacias 2023 sl
Piso en venta: se vende vivienda refo...";40.402023;-3.7016153;;1 baño
1.695.000 €;Casa pareada en Avenida de Fuentelarreina;/comprar/casa_pareada-ciudad_universitaria28035-38431498541_101800/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);540 m²;;"Puerta de hierro - fuentelarreina: 
Chalet pareado dentro de urbanización, con jardín y piscina individual, ascensor, y vigilancia...";40.4725954;-3.7496134;6 habs.;7 baños
240.000 €;Piso en Avenida de la Institución Libre de Enseñanza;/comprar/piso-arcos28037-40089405180_440000/;Arcos (Distrito San Blas. Madrid Capital);92 m²;11ª planta;Amplia y muy luminosa vivienda totalmente exterior, con una superficie aproximada total de 92 m² y una fantástica distribución que...;40.4201726;-3.6243831;3 habs.;1 baño
699.000 €;Piso en Avenida de América;/comprar/piso-chamartin_prosperidad28002-37562791453_100200/;Prosperidad (Distrito Chamartín. Madrid Capital);148 m²;;"Agencia inmobiliaria de madrid zona chamartín, prosperidad tecnocasa estudio avenida america slu - vende: 
Perfectamente comunicad...";40.4388988;-3.6727305;5 habs.;1 baño
240.000 €;Piso en calle del Rastro;/comprar/piso-vicalvaro_centro_historico-42523940648_101800/;Centro Histórico (Distrito Vicálvaro. Madrid Capital);107 m²;3ª planta;"Alpha artilleros vende fantástico piso en vicalvaro con plaza de garaje incluida en el precio.

Se trata de una tercera planta sin...";40.4015707;-3.6064327;4 habs.;2 baños
1.400.000 €;Piso en Avenida de América;/comprar/piso-sanchinarro28050-30854051296_501235/;Sanchinarro (Distrito Hortaleza. Madrid Capital);236 m²;1ª planta;¡ Sin honorarios al comprador! Brem global inmobiliaria presenta amplia y exclusiva vivienda, con posibilidad de uso mixto en el e...;40.439738;-3.6717426;4 habs.;2 baños
1.650.000 €;Piso en Nueva España;/comprar/piso-fuencarral_el_pardo_valverde28046-40016227847_102100/;Valverde (Distrito Fuencarral-El Pardo. Madrid Capital);211 m²;;Gilmar real estate vende impresionante vivienda en nueva españa, una joya de 211 m² que combina elegancia, amplitud y comodidad. E...;40.459464344;-3.690465767;4 habs.;3 baños
2.495.000 €;Chalet en calle Guecho;/comprar/chalet-moncloa_aravaca_aravaca28023-38432968208_524612/;Aravaca (Distrito Moncloa-Aravaca. Madrid Capital);708 m²;;Inmogil gestión, pone a su disposición en venta chalet independiente en la urbanización la florida de madrid de 2.617 m² de parcel...;40.4710508;-3.8174537;7 habs.;8 baños
670.000 €;Piso en calle de la Infanta Mercedes, 58;/comprar/piso-castillejos28020-38402264507_101000/;Castillejos (Distrito Tetuán. Madrid Capital);125 m²;;Fantástica vivienda ubicada en planta alta, lo que hace que la luz sea muy importante en todas las estancias, con portal represent...;40.4596452;-3.6965591;3 habs.;2 baños
177.000 €;Piso en Avenida de Nuestra Señora de Valvanera;/comprar/piso-latina_carmenes28047-41686484410_106000/;Cármenes (Distrito Latina. Madrid Capital);Más de 20;;"Venta de piso ocupado, sin posibilidad de visita interior, se estudian ofertas.

Las fotografías pueden no coincidir con el estado...";40.3944493;-3.7430308;3 habs.;1 baño
275.000 €;Piso en calle del El Toboso, 105;/comprar/piso-carabanchel_san_isidro28019-3768760508_109700/;San Isidro (Distrito Carabanchel. Madrid Capital);73 m²;3ª planta;V08, 3º d. Piso en una finca de obra nueva de 73 m² de superficie construida y emplazado en la zona de madrid capital, posicionado...;40.3931731;-3.7350976;2 habs.;
259.000 €;Piso en Valdeacederas;/comprar/piso-valdeacederas28029-41681245767_100200/;Valdeacederas (Distrito Tetuán. Madrid Capital);73 m²;2ª planta;Oficina pinos alta del grupo tecnocasa vende en exclusiva este piso en c/ arroyo, ubicado en tetúan. Esta propiedad cuenta con una...;40.469267;-3.7017072;2 habs.;1 baño
3.850.000 €;Piso en Chamberi;/comprar/piso-chamberi_almagro28010-41716934880_109300/;Almagro (Distrito Chamberí. Madrid Capital);378 m²;;En el paseo de eduardo dato, se vende piso de lujo en finca emblemática. La vivienda tiene 288 metros cuadrados útiles distribuido...;40.4329892;-3.6953833;4 habs.;5 baños
270.000 €;Piso en calle de Faustino Cordón Bonet;/comprar/piso-las_aguilas28024-42517984871_100500/;Las Águilas (Distrito Latina. Madrid Capital);111 m²;2ª planta;Gespain parque europa gestiona la venta de esta magnífica vivienda en urbanización privada con plaza de garaje y trastero. ¡No dej...;40.3845254;-3.7821014;2 habs.;1 baño
