precio;sub_descr;href;ubicacion;mt2;otros;latitude;longitude;habitaciones;banios;planta
3.100 €/mes;Piso en Retiro;/alquilar/piso-ibiza28009-39226811506_101800/;Ibiza (Distrito Retiro. Madrid Capital);150 m²;Engel y voelkers le ofrece este clásico y elegante piso, en el barrio de ibiza, a pocos metros del parque el retiro.  La propiedad...;40.4194686;-3.6788894;;;
1.550 €/mes;Apartamento en Arganzuela-Madrid Río;/alquilar/apartamento-acacias28005-39177729197_101800/;Acacias (Distrito Arganzuela. Madrid Capital);70 m²;Engel & völkers le presenta una vivienda ubicada en la zona de acacias, madrid. Este luminoso piso, situado en la cuarta planta, o...;40.4035087;-3.7069354;;;
4.400 €/mes;Piso en Retiro;/alquilar/piso-jeronimos28014-39261523257_101800/;Jerónimos (Distrito Retiro. Madrid Capital);237 m²;"Residencia de lujo en el barrio de los jerónimos.

Bienvenidos a una residencia sin igual en el prestigioso barrio de los jerónimo...";40.411826353;-3.688936502;;;
1.890 €/mes;Estudio en calle de Atocha;/alquilar/estudio-centro_embajadores_lavapies28012-31743037779_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);55 m²;"Diza consultores les presenta esta fantástica promoción reformada en pleno centro histórico de madrid.

Se trata de una vivienda d...";40.4139675;-3.7026475;;1 baño;
1.250 €/mes;Ático en Arganzuela-Madrid Río;/alquilar/atico-puerta_del_angel-39258161972_101800/;Puerta del Ángel (Distrito Latina. Madrid Capital);60 m²;Engel & völkers presenta para alquiler un piso exterior en una 3ª planta con 1 dormitorio y 1 baño (con plato de ducha) en el barr...;40.4132007;-3.726901;;;
1.800 €/mes;Piso en calle de Lavapiés;/alquilar/piso-centro_embajadores_lavapies28012-39172487122_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);61 m²;Diza consultores presenta este encantador apartamento de 2 habitaciones en la calle lavapiés, una ubicación privilegiada en pleno ...;40.4109902;-3.7026949;2 habs.;1 baño;2ª planta
2.010 €/mes;Apartamento en calle de Atocha;/alquilar/apartamento-centro_embajadores_lavapies28012-30021748896_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);55 m²;"Diza consultores les presenta esta fantástica promoción reformada en pleno centro histórico de madrid.

Se trata de una vivienda d...";40.4139442;-3.702561;1 hab.;1 baño;4ª planta
3.600 €/mes;Apartamento en calle de Ayala;/alquilar/apartamento-recoletos28046-38415096513_100500/;Recoletos (Distrito Salamanca. Madrid Capital);150 m²;"Espectacular vivienda en una de las mejores calles del barrio salamanca. Rodeada de servicios y restaurantes de alto nivel.
Reform...";40.4278472;-3.68861;;;1ª planta
4.000 €/mes;Piso en Centro;/alquilar/piso-universidad_malasana28013-38378003059_101800/;Universidad-Malasaña (Distrito Centro. Madrid Capital);153 m²;Engel & völkers ofrece este exclusivo piso en pleno centro de la ciudad. Situado en uno de los 20 edificios más emblemáticos de ma...;40.4236897;-3.7091219;;;
4.620 €/mes;Piso en Salamanca;/alquilar/piso-salamanca_castellana28006-38405202322_101800/;Castellana (Distrito Salamanca. Madrid Capital);105 m²;Engel & völkers presenta esta nueva joya en plena calle castellana. Se trata de sofisticado edificio donde disfrutar de una experi...;40.4372903;-3.6803645;;;
5.000 €/mes;Ático en Retiro;/alquilar/atico-jeronimos28014-38428728870_101800/;Jerónimos (Distrito Retiro. Madrid Capital);170 m²;Espectacular ático situado en una de las zonas más artísticas y cotizadas de madrid. Al entrar en la vivienda nos sorprende la luz...;40.4153518;-3.6924247;;;
3.400 €/mes;Piso en Retiro;/alquilar/piso-acacias28005-38370624123_101800/;Acacias (Distrito Arganzuela. Madrid Capital);155 m²;"Engel & völkers presenta esta maravillosa propiedad en una de las mejores zonas de madrid, como lo es jerónimos.
La vivienda se en...";40.4044933;-3.7059439;;;
2.400 €/mes;Piso en calle Vallehermoso;/alquilar/piso-chamberi_arapiles28015-39194448463_100500/;Arapiles (Distrito Chamberí. Madrid Capital);67 m²;"Piso, madrid (chamberí)

Ático exterior amueblado en pleno centro de madrid.
Espectacular terraza de 12 m² con salida desde salón ...";40.4377429;-3.7082205;2 habs.;1 baño;6ª planta
4.800 €/mes;Piso en Salamanca;/alquilar/piso-salamanca_castellana28001-38338116897_100500/;Castellana (Distrito Salamanca. Madrid Capital);243 m²;Piso reformado  y amueblado en el prestigioso barrio de salamanca de tres dormitorios mas servicio. La vivienda, en perfecto estad...;40.429129;-3.6861352;4 habs.;3 baños;1ª planta
1.150 €/mes;Piso en Arganzuela-Madrid Río;/alquilar/piso-carabanchel_comillas28019-38347401097_101800/;Comillas (Distrito Carabanchel. Madrid Capital);74 m²;Engel & völkers presenta este estupendo apartamento amueblado tal como sale en las fotos. Se encuentra en una ubicación privilegia...;40.39107;-3.710383;;;
7.500 €/mes;Piso en calle de Núñez de Balboa;/alquilar/piso-salamanca_castellana28006-32556036229_996542/;Castellana (Distrito Salamanca. Madrid Capital);228 m²;Diplomatic real estate ofrece ático con gran salón de 50 m²., con chimenea y acceso a espectacular terraza de 40 m². Con orientaci...;40.4296063;-3.6822871;4 habs.;5 baños;6ª planta
2.850 €/mes;Piso en Chamberi;/alquilar/piso-chamberi_almagro28010-38412536078_101800/;Almagro (Distrito Chamberí. Madrid Capital);105 m²;"Engel & völkers presenta en exclusiva este piso situado en la sexta planta de un edificio de nueva construcción en trafalgar.
Se t...";40.4316474;-3.6945526;;;
2.000 €/mes;Piso en calle de Barbieri;/alquilar/piso-justicia_chueca28004-38365242060_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);72 m²;"Piso, madrid (madrid centro)

Vivienda muy luminosa en el corazón de chueca en madrid.
Exterior con dos balcones a la calle barbie...";40.4211642;-3.6980558;1 hab.;2 baños;3ª planta
1.100 €/mes;Apartamento en Tetuan;/alquilar/apartamento-valdeacederas28039-38364721411_101800/;Valdeacederas (Distrito Tetuán. Madrid Capital);60 m²;Engel & völkers presenta este moderno apartamento de obra nueva ubicado en una zona tranquila de valdeacederas, con bonitas vistas...;40.4649665;-3.7052121;1 hab.;1 baño;
2.300 €/mes;Piso en Salamanca;/alquilar/piso-recoletos28001-39254178125_101800/;Recoletos (Distrito Salamanca. Madrid Capital);55 m²;Engel & völkers presenta en la calle jorge juan, a un paso de la calle serrano y el parque del retiro, este piso exterior luminoso...;40.4232234;-3.6854035;;;
5.500 €/mes;Ático en Chamberi;/alquilar/atico-sol_barrio28014-38427667709_101800/;Sol (Distrito Centro. Madrid Capital);172 m²;"Engel & völkers presenta en exclusiva este dúplex en la séptima planta de un edificio de nueva construcción en trafalgar.
Dispone ...";40.4181269;-3.7023746;;;
3.400 €/mes;Piso en Salamanca;/alquilar/piso-goya28009-38385981527_101800/;Goya (Distrito Salamanca. Madrid Capital);200 m²;Fantástico piso reformado en la calle o´donnell,con mucha luz,  a escasos metros del parque del retiro. La vivienda consta de saló...;40.4216368;-3.6742176;;;
2.150 €/mes;Apartamento en calle de Atocha;/alquilar/apartamento-centro_embajadores_lavapies28012-38340000211_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);55 m²;"Diza consultores les presenta esta fantástica promocion de obra nueva en pleno centro historico de madrid.

Se trata de una vivien...";40.4137617;-3.7026781;1 hab.;1 baño;3ª planta
5.100 €/mes;Piso en calle de Serrano;/alquilar/piso-recoletos28001-30907560219_101800/;Recoletos (Distrito Salamanca. Madrid Capital);160 m²;Maravillosa buhardilla con techos altísimos en plena calle de serrano frente plaza de colón. 160mts distribuidos en salón, cocina ...;40.4244308;-3.6877771;;;
2.010 €/mes;Apartamento en calle de Atocha;/alquilar/apartamento-centro_embajadores_lavapies28012-30085391437_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);55 m²;"Diza consultores les presenta esta fantástica promoción reformada en pleno centro histórico de madrid.

Se trata de un apartamento...";40.4137617;-3.7026781;1 hab.;1 baño;5ª planta
925 €/mes;Estudio en calle del Doctor Fléming;/alquilar/estudio-nueva_espana28036-38420490735_101800/;Nueva España (Distrito Chamartín. Madrid Capital);50 m²;Precioso estudio grande en 8ª planta todo exterior. Piscina en azotea. Ideal para una persona o pareja. Finca tranquila con porter...;40.4607084;-3.6876542;;;
2.500 €/mes;Piso en Plaza de Mariano de Cavia;/alquilar/piso-jeronimos28014-36692235785_100500/;Jerónimos (Distrito Retiro. Madrid Capital);160 m²;"Piso, madrid (retiro)

Alquiler de piso en plaza mariano de cavia, edificio don pelayo.

Precioso piso exterior de 160m² en una co...";40.4079667;-3.6791066;3 habs.;3 baños;12ª planta
3.200 €/mes;Piso en calle de García Molinas;/alquilar/piso-universidad_malasana28015-36697695325_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);88 m²;"Alquiler lujosa vivienda decorada al detalle en plena gran vía.

El piso se distribuye en hall de entrada y gran salón-comedor, lu...";40.4226029;-3.7090325;2 habs.;2 baños;4ª planta
A consultar;Casa adosada en calle Lavanda;/alquilar/casa_adosada-valdebebas_valdefuentes28055-38410125410_101800/;Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital);300 m²;Oportunidad!!! Precioso chalet, recién reformado y pintado a nuevo en el barrio de valdebebas. Zona de casas tranquila, muy reside...;40.4810446;-3.6302937;5 habs.;4 baños;
8.300 €/mes;Piso en Salamanca;/alquilar/piso-recoletos28001-38371015415_101800/;Recoletos (Distrito Salamanca. Madrid Capital);460 m²;En el corazón del barrio más exclusivo de madrid, encontramos esta magnífica propiedad. Su recibidor nos da la bienvenida a 450 me...;40.4258451;-3.6825893;;;
1.185 €/mes;Piso en Vicálvaro;/alquilar/piso-el_canaveral-38393996238_101800/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);85 m²;"*promoción: un mes de alquiler gratis y tarjeta de regalo de 300€ en ikea. Sin comisiones de agencia. Admitimos mascotas.

Engel &...";40.4005239;-3.5465358;;;
1.750 €/mes;Estudio en Centro;/alquilar/estudio-universidad_malasana28004-39237091841_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);40 m²;Singular estudio completamente amueblado en malasaña. La vivienda, recientemente reformado con las mejores calidades del mercado, ...;40.4253137;-3.7053044;1 hab.;1 baño;
950 €/mes;Piso en Pilar;/alquilar/piso-pilar28029-39227902796_100200/;Pilar (Distrito Fuencarral-El Pardo. Madrid Capital);56 m²;Tecnocasa estudio betanzos alquila piso en el barrio del pilar - peñagrande. Situado en la calle chantada compuesto por dos dormit...;40.4732029;-3.7126809;2 habs.;;
990 €/mes;Piso en calle de Santa María;/alquilar/piso-cortes_huertas28014-39241844816_108900/;Cortes-Huertas (Distrito Centro. Madrid Capital);48 m²;"Disponible a partir del 29 de diciembre 
Altor asesores pone a su disposición este magnífico apartamento reformado en el casco his...";40.4125869;-3.6959649;1 hab.;1 baño;
4.200 €/mes;Piso en Tetuan;/alquilar/piso-castillejos28020-38365097641_101800/;Castillejos (Distrito Tetuán. Madrid Capital);355 m²;Exclusivo piso. Engel & völkers les presenta este luminoso piso de 355m² construidos, 280m² útiles, con espectaculares vistas sobr...;40.4574168;-3.6907946;;;
2.950 €/mes;Piso en Chamberi;/alquilar/piso-sol_barrio28014-38412946656_101800/;Sol (Distrito Centro. Madrid Capital);105 m²;Engel & völkers presenta en exclusiva esta vivienda situada en la séptimaa planta de un edificio de nueva construcción en trafalga...;40.4180119;-3.7021126;;;
2.000 €/mes;Piso en calle de los Astros;/alquilar/piso-retiro_estrella28007-38358046907_100500/;Estrella (Distrito Retiro. Madrid Capital);83 m²;Bm real estate te presenta en exclusiva esta fantástica vivienda de 83 m² en alquiler en la zona de estrella (distrito retiro). Vi...;40.4116743;-3.6692953;2 habs.;2 baños;9ª planta
1.500 €/mes;Apartamento en Chamartin;/alquilar/apartamento-chamartin_hispanoamerica28016-38415946889_101800/;Hispanoamérica (Distrito Chamartín. Madrid Capital);71 m²;Descubra esta asombrosa vivienda en alquiler en el codiciado barrio de hispanoamérica. Un espacioso recibidor le da la bienvenida ...;40.4569157;-3.6807253;;;
3.500 €/mes;Casa pareada en Madrid Norte;/alquilar/casa_pareada-sol_barrio28013-39168520092_101800/;Sol (Distrito Centro. Madrid Capital);267 m²;Engel & völkers tiene el placer de ofrecerles en exclusiva este precioso chalet pareado de 267 m construidos y 391 m de parcela en...;40.4178125;-3.7033124;;;
1.700 €/mes;Piso en Centro;/alquilar/piso-sol_barrio28012-38338039081_101800/;Sol (Distrito Centro. Madrid Capital);90 m²;Engel & völkers ofrece este estupendo piso reformado de dos dormitorios en la misma calle mayor. Tiene aproximadamente unos 90 m²,...;40.4160736;-3.7077162;;;
1.150 €/mes;Piso en calle de los Misterios;/alquilar/piso-ciudad_lineal_quintana-39197230443_100500/;Quintana (Distrito Ciudad Lineal. Madrid Capital);61 m²;Se alquila este precioso piso de 2 dormitorios en una de las mejores zonas de ciudad lineal. El piso consta de 2 luminosos dormito...;40.4395933;-3.6407652;2 habs.;1 baño;1ª planta
1.200 €/mes;Piso en Paseo de la Chopera, 47;/alquilar/piso-chopera28045-38378528324_100500/;Chopera (Distrito Arganzuela. Madrid Capital);76 m²;Fantástico piso en una primera planta ubicado en la zona de legazpi con el metro más cercano que es el de legazpi. Está cerca de e...;40.3932;-3.69753;2 habs.;1 baño;1ª planta
2.200 €/mes;Piso en Tetuan;/alquilar/piso-valdeacederas28039-39226831018_101800/;Valdeacederas (Distrito Tetuán. Madrid Capital);80 m²;Engel & völkers presenta este moderno y elegante  apartamento amueblado,  ubicado en una de las torres skyline de valdeacederas, c...;40.4687449;-3.707891;;;
2.010 €/mes;Piso en calle de Atocha;/alquilar/piso-centro_embajadores_lavapies28012-29240297055_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);55 m²;"Diza consultores les presenta esta fantástica promoción reformada en pleno centro histórico de madrid.

Se trata de una vivienda d...";40.4139442;-3.702561;1 hab.;1 baño;4ª planta
2.350 €/mes;Piso en calle de Fray Luis de León;/alquilar/piso-palos_de_moguer28012-38336474326_100500/;Palos de Moguer (Distrito Arganzuela. Madrid Capital);180 m²;"Piso, madrid (arganzuela)

Disponible 1 de noviembre.
Ático reformado muy luminoso y tranquilo, ubicado en palos de moguer, a poco...";40.4046595;-3.6987608;3 habs.;2 baños;8ª planta
3.000 €/mes;Piso en calle Colombia;/alquilar/piso-chamartin_hispanoamerica28016-36711813620_100500/;Hispanoamérica (Distrito Chamartín. Madrid Capital);120 m²;"Piso, madrid (chamartín)

 Estancias cortas
4ªplanta completamente exterior. Muchísima luz. Buena finca con dos ascensores y porte...";40.4572979;-3.6765536;4 habs.;2 baños;5ª planta
4.900 €/mes;Casa pareada en Conde de Orgaz-Hortaleza;/alquilar/casa_pareada-hortaleza_canillas28043-38402013162_101800/;Canillas (Distrito Hortaleza. Madrid Capital);400 m²;"Disponible a partir del 1 de enero 2024.
Engel & völkers presenta este fantástico chalet pareado de unos 400 m² construidos, jardí...";40.4607138;-3.6464357;;;
2.600 €/mes;Piso en calle de Atocha;/alquilar/piso-centro_embajadores_lavapies28012-29193248210_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);60 m²;"Diza consultores les presenta esta fantástica promoción reformada en pleno centro histórico de madrid.

Se trata de una vivienda  ...";40.4137617;-3.7026781;1 hab.;1 baño;5ª planta
2.010 €/mes;Piso en calle de Atocha;/alquilar/piso-centro_embajadores_lavapies28012-29250714460_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);65 m²;"Diza consultores les presenta apartamentos de lujo para pasar cortas o largas temporadas en madrid con todo incluido.

Una fantást...";40.4139442;-3.702561;1 hab.;1 baño;5ª planta
3.500 €/mes;Piso en Area Metropolitana;/alquilar/piso-sol_barrio28005-38424899223_109300/;Sol (Distrito Centro. Madrid Capital);150 m²;"Ideal para estudiantes.
Iad ofrece en exclusiva este maravilloso apartamento situado en la zona más emblemática de todo madrid,  j...";40.4156349;-3.708614;4 habs.;2 baños;Bajo
2.450 €/mes;Piso en calle de Ruiz;/alquilar/piso-universidad_malasana28004-35882993263_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);75 m²;"Piso, madrid (madrid centro)

Es un apartamento abierto, amplio y muy luminoso, un oasis de serenidad y belleza, ubicado en una de...";40.4295083;-3.7036988;1 hab.;1 baño;1ª planta
3.300 €/mes;Ático en Hortaleza;/alquilar/atico-valdebebas_valdefuentes28055-37563395750_102200/;Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital);180 m²;"Para concertar una visita contactar directamente en los teléfonos 653772382 y 605105607 o en la dirección de correo electrónico:

...";40.4971371;-3.6166869;3 habs.;2 baños;
862 €/mes;Piso en calle de las Huertas del Río, 1;/alquilar/piso-butarque28021-3510944789_109700/;Butarque (Distrito Villaverde. Madrid Capital);45 m²;"Vt 4 piso 1 dormitorio.
“no pagues alquiler hasta enero 2024. Si firmas contrato antes del 30 de noviembre.
Oferta válida solament...";40.3392081;-3.6779739;1 hab.;1 baño;
2.850 €/mes;Ático en calle de Argensola;/alquilar/atico-justicia_chueca28004-35040569557_108900/;Justicia-Chueca (Distrito Centro. Madrid Capital);160 m²;"!Ático dúplex sin amueblar con espectacular terraza de 40 m²!
*algunas imágenes han sido decoradas con inteligencia artificial par...";40.4260178;-3.6944923;3 habs.;3 baños;
800 €/mes;Estudio en calle de José Arcones Gil;/alquilar/estudio-ciudad_lineal_pueblo_nuevo28017-37591070377_100500/;Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital);17 m²;"Pendiente de reportaje fotografico

Vohome propiedades alquila estudio totalmente nuevo a estrenar de 17m², en segunda planta con ...";40.4362191;-3.6391722;;1 baño;
3.510 €/mes;Ático en calle de Atocha;/alquilar/atico-centro_embajadores_lavapies28012-29184763741_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);105 m²;"Diza consultores les presenta esta fantástica promoción reformada en pleno centro histórico de madrid.

Se trata de un ático de 2 ...";40.4138958;-3.7024534;2 habs.;2 baños;
1.200 €/mes;Piso en Tetuan;/alquilar/piso-castillejos28020-38369538787_101800/;Castillejos (Distrito Tetuán. Madrid Capital);79 m²;Disponible a partir del 1 de marzo. Engel & völkers presenta  estupendo piso  de 79m² con terraza  ubicado en la 4 planta de una f...;40.4573232;-3.6936985;;;
2.750 €/mes;Piso en Cuesta de Santo Domingo;/alquilar/piso-centro_palacio28013-36716103119_100500/;Palacio (Distrito Centro. Madrid Capital);135 m²;"Piso, madrid (madrid centro)

Barrio palacio, en pleno centro de madrid. Junto a a la pza de españa, callao, plaza de ópera y el p...";40.4200966;-3.7084206;3 habs.;2 baños;3ª planta
3.700 €/mes;Ático en Paseo del General Martínez Campos, 19;/alquilar/atico-chamberi_almagro28010-38371293717_102200/;Almagro (Distrito Chamberí. Madrid Capital);105 m²;"Idílico ático  en el corazón de almagro, uno de los  barrios más emblemáticos y agradables de madrid.

Un edificio de obra nueva q...";40.435097;-3.693854;1 hab.;2 baños;
4.100 €/mes;Piso en Almagro;/alquilar/piso-chamberi_almagro28010-38422879098_100500/;Almagro (Distrito Chamberí. Madrid Capital);129 m²;Diza consultores les presenta este piso en almagro. Zona inmejorable, disponemos de un antiguo palacete, reformado íntegramente co...;40.4364871;-3.6920087;2 habs.;2 baños;2ª planta
2.200 €/mes;Apartamento en calle Castelló;/alquilar/apartamento-recoletos28001-38431732863_108900/;Recoletos (Distrito Salamanca. Madrid Capital);53 m²;"Disponible a lo largo de diciembre de 2023!

Housingo se complace en presentar este impecable apartamento en alquiler, con 1 dormi...";40.4247647;-3.6814326;1 hab.;1 baño;
1.890 €/mes;Apartamento en calle de Atocha;/alquilar/apartamento-centro_embajadores_lavapies28012-31753784025_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);55 m²;"Diza consultores les presenta esta fantástica promoción reformada en pleno centro histórico de madrid.

Se trata de una vivienda d...";40.4139675;-3.7026475;1 hab.;1 baño;3ª planta
725 €/mes;Estudio en calle de las Huertas del Río, 1;/alquilar/estudio-butarque28021-3579853707_109700/;Butarque (Distrito Villaverde. Madrid Capital);34 m²;"Vt 1 estudio.
Vivienda a estrenar sin comisiones de agencia y solamente un mes de fianza.
Estudio a estrenar que cuenta con todas ...";40.3392081;-3.6779739;;1 baño;
4.300 €/mes;Piso en Palacio;/alquilar/piso-centro_palacio28013-24237200166_100500/;Palacio (Distrito Centro. Madrid Capital);202 m²;Espectacular piso exterior reformado y amueblado de cuatro dormitorios en palacio. La vivienda, en perfecto estado, consta de hall...;40.4190823;-3.7109075;4 habs.;3 baños;1ª planta
1.350 €/mes;Piso en Avenida de la Ciudad de Barcelona;/alquilar/piso-adelfas28007-95044309195_100500/;Adelfas (Distrito Retiro. Madrid Capital);76 m²;"Fantástica promoción de invierno!!

Oportunidad alquiler de temporada en madrid!!!!!

Apartamento de estancia temporal totalmente ...";40.3998721;-3.6725871;2 habs.;1 baño;2ª planta
2.570 €/mes;Apartamento en calle del Conde de Aranda;/alquilar/apartamento-recoletos28001-33349644926_108900/;Recoletos (Distrito Salamanca. Madrid Capital);40 m²;"Disponible ya.

Servicios incluidos: suministros mes, cambio sábanas y toallas semanal, limpieza completa semanal (sin cocina): in...";40.4218597;-3.6868236;1 hab.;1 baño;
1.650 €/mes;Piso en Fuencarral - La Paz;/alquilar/piso-fuencarral_el_pardo_la_paz28034-11739786947_101800/;La Paz (Distrito Fuencarral-El Pardo. Madrid Capital);130 m²;"Oportunidad de lujo en alquiler 
Muy buena zona de madrid con 130m distribuidos en 3 dormitorios, 2 baños completos, salón, hall y...";40.4865774;-3.703947;;;
1.800 €/mes;Piso en Retiro;/alquilar/piso-nino_jesus28007-39245030121_102100/;Niño Jesús (Distrito Retiro. Madrid Capital);102 m²;Piso en retiro de 102 m², 3 dormitorios, 2 baños, exterior, muy luminoso, orientación este  características:  calefacción: individ...;40.4045581;-3.6672688;3 habs.;2 baños;
2.200 €/mes;Piso en calle del Clavel;/alquilar/piso-justicia_chueca28004-38363975683_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);110 m²;"Piso, madrid (madrid centro)

Alquilo hermoso dúplex en el corazón de chueca, segunda planta abuhardillada, a cinco minutos andand...";40.419739108;-3.699712243;2 habs.;2 baños;4ª planta
1.700 €/mes;Piso en calle del Ailanto;/alquilar/piso-tetuan_almenara28029-31681248270_100500/;Almenara (Distrito Tetuán. Madrid Capital);80 m²;"Diza consultores les presenta esta vivienda duplex completamente amueblada.

Con todo incluido. Ubicado en tercera plantacon ascen...";40.4697468;-3.6926608;2 habs.;2 baños;3ª planta
1.300 €/mes;Piso en Ventas;/alquilar/piso-ventas28017-38426286215_108900/;Ventas (Distrito Ciudad Lineal. Madrid Capital);60 m²;"Exterior, dos dormitorios y dos baños. A dos pasos del metro el carmen.

A pocos metros de la calle alcalá y la boca del metro el ...";40.4309341;-3.6572524;2 habs.;2 baños;
4.290 €/mes;Piso en Salamanca;/alquilar/piso-salamanca_castellana28006-38380618327_101800/;Castellana (Distrito Salamanca. Madrid Capital);68 m²;Engel & völkers presenta esta nueva joya en plena calle castellana. Se trata de sofisticado edificio donde disfrutar de una experi...;40.437328;-3.6802969;;;
2.500 €/mes;Piso en Plaza Comendadoras;/alquilar/piso-universidad_malasana28015-38432336388_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);110 m²;"Piso, madrid (madrid centro)
Disponible a partir del 24 de octubre.
Precioso atico duplex con terraza en el corazon de malasaña. 
...";40.4274128;-3.708929;1 hab.;2 baños;4ª planta
1.700 €/mes;Apartamento en calle del Espejo;/alquilar/apartamento-centro_palacio28013-37535819513_100500/;Palacio (Distrito Centro. Madrid Capital);70 m²;Apartamento amueblado ó sin amueblar, a estrenar, muy bien comunicado zona palacio, austrias, metro opera-sol. C/ espejo. Para ent...;40.4171633;-3.7096637;2 habs.;2 baños;3ª planta
1.400 €/mes;Piso en Casa de Campo;/alquilar/piso-casa_de_campo28008-39168382554_100200/;Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital);83 m²;Agencia inmobiliaria de madrid zona príncipe pío - estudio inmobiliario ribera del manzanares oficina tecnocasa alquila: vivienda ...;40.4218683;-3.7222568;3 habs.;1 baño;
3.300 €/mes;Piso en Almagro;/alquilar/piso-chamberi_almagro28010-30865379826_100500/;Almagro (Distrito Chamberí. Madrid Capital);91 m²;"Almagro, zona inmejorable, disponemos de un antiguo palacete, reformado íntegramente con las mejores calidades.

Apartamento de 1 ...";40.4364734;-3.6918306;1 hab.;2 baños;6ª planta
3.000 €/mes;Casa pareada en Villa de Vallecas;/alquilar/casa_pareada-ensanche_de_vallecas_valdecarros28051-38361493821_101800/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);297 m²;"Disponible a partir de enero.

Engel & völkers les ofrece este precioso chalet de obra nueva, sin amueblar que consta de tres plan...";40.3761059;-3.61143;;;
750 €/mes;Piso en calle Alejando Sanchez;/alquilar/piso-abrantes28019-39262333007_993650/;Abrantes (Distrito Carabanchel. Madrid Capital);37 m²;Altura piso 3º, piso superficie total 37 m², superficie útil 33 m², hab. Individuales: 1, 1 baño.;40.3848627;-3.7216924;1 hab.;1 baño;3ª planta
800 €/mes;Apartamento en calle de Francisco Silvela;/alquilar/apartamento-guindalera28028-39213513306_103800/;Guindalera (Distrito Salamanca. Madrid Capital);40 m²;Se alquila apartamento en la guindalera, planta baja con patio de uso privado, amplio salón, cocina equipada con electrodomesticos...;40.428805;-3.6697767;1 hab.;1 baño;Bajo
1.400 €/mes;Piso en calle de la Dulzura;/alquilar/piso-villaverde_los_rosales28041-39248400630_100500/;Los Rosales (Distrito Villaverde. Madrid Capital);124 m²;"Piso en c/ dulzura 
Se alquila vivienda de 124m² distribuidos en cuatro dormitorios, un salón muy amplio, cocina con terraza cerra...";40.3584968;-3.6867678;4 habs.;2 baños;2ª planta
4.800 €/mes;Ático en Distrito Salamanca;/alquilar/atico-recoletos28001-35036119009_108900/;Recoletos (Distrito Salamanca. Madrid Capital);179 m²;"Disponible ya.
¡Increíble ático en recoletos que te dejará maravillado!

 
Housingo tiene el placer de presentarte esta increíble ...";40.422436658;-3.684421174;3 habs.;2 baños;
2.010 €/mes;Apartamento en calle de Atocha;/alquilar/apartamento-centro_embajadores_lavapies28012-30039191285_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);55 m²;"Diza consultores les presenta esta fantástica promoción reformada en pleno centro histórico de madrid.

Se trata de una vivienda  ...";40.4139675;-3.7026475;1 hab.;1 baño;3ª planta
2.250 €/mes;Piso en calle de Recoletos;/alquilar/piso-recoletos28001-38341383031_100500/;Recoletos (Distrito Salamanca. Madrid Capital);85 m²;"Piso, madrid (salamanca)

Alquiló estupendo apartamento el barrio de salamanca, cerca del parque del retiro y de la puerta de alca...";40.4216278;-3.6897532;2 habs.;1 baño;2ª planta
1.800 €/mes;Piso en Recoletos;/alquilar/piso-recoletos28001-38430162383_100500/;Recoletos (Distrito Salamanca. Madrid Capital);62 m²;Bonito piso exterior amueblado de un dormitorio en recoletos. La vivienda, en buen estado, consta de hall distribuidor, cocina con...;40.422374094;-3.684534721;1 hab.;1 baño;2ª planta
900 €/mes;Piso en Ciudad Jardín;/alquilar/piso-chamartin_ciudad_jardin28002-39191750684_100200/;Ciudad Jardín (Distrito Chamartín. Madrid Capital);66 m²;Agencia inmobiliaria de madrid - zona chamartín - ciudad jardín, prosperidad - zona auditorio - tecnocasa - alquila - calle malcam...;40.4458394;-3.6730503;1 hab.;1 baño;
5.500 €/mes;Ático en calle de Sagasta;/alquilar/atico-justicia_chueca28004-9173643627_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);156 m²;"Diza consultores les presenta este ático amueblado de 156 metros cuadrados en la calle sagasta.

Ubicado en un quinto piso, este á...";40.4283851;-3.7000014;2 habs.;2 baños;
