precio;sub_descr;href;ubicacion;mt2;otros;latitude;longitude;habitaciones;banios;planta
275.000 €;Piso en Concepción;/comprar/piso-concepcion-33424628358_994318/;Concepción (Distrito Ciudad Lineal. Madrid Capital);96 m²;Dentro del barrio de la concepción estamos comercializando una vivienda reformada, en su integridad, a estrenar, tipo dúplex que s...;40.4421125;-3.6523599;2 habs.;2 baños;Bajo
1.680.000 €;Piso en calle de Serrano;/comprar/piso-salamanca_castellana28006-40897219245_100500/;Castellana (Distrito Salamanca. Madrid Capital);194 m²;¡No pierdas la oportunidad de vivir en uno de los barrios más exclusivos de madrid! Este piso en venta se encuentra a pocos pasos ...;40.432305;-3.6864972;3 habs.;4 baños;Bajo
151.000 €;Dúplex en calle de los Cocheros;/comprar/duplex-usera_pradolongo28026-40072654850_510708/;Pradolongo (Distrito Usera. Madrid Capital);69 m²;Superficie total 69 m², dúplex superficie útil 55 m², hab. Individuales: 2, 1 baño, antigüedad entre 30 y 50 años, armarios empotr...;40.3837639;-3.7098819;2 habs.;1 baño;Bajo
115.000 €;Piso en Canillejas;/comprar/piso-san_blas_canillejas28022-45050247311_100200/;Canillejas (Distrito San Blas. Madrid Capital);53 m²;"Agencia inmobiliaria de madrid zona san blas - canillejas oficina tecnocasa:
En venta: estudio inmobiliario canillejas norte s, l....";40.4462136;-3.6125215;;1 baño;2ª planta
599.990 €;Piso en calle de Carranza;/comprar/piso-trafalgar28004-45016243108_510380/;Trafalgar (Distrito Chamberí. Madrid Capital);99 m²;"Se vende vivienda en el centro de madrid totalmente reformada muy cerca de la glorieta de bilbao. No es última planta

La vivienda...";40.4293748;-3.7034189;3 habs.;2 baños;5ª planta
465.000 €;Piso en calle de Viloria de Rioja, 71;/comprar/piso-fuencarral_el_pardo_las_tablas28050-42501890826_100500/;Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital);134 m²;Fantástico piso en venta ubicado en una urbanización privada con zonas comunes, pádel, piscina, gimnasio y zona infantil de juego....;40.5049;-3.66699;3 habs.;2 baños;1ª planta
919.000 €;Piso en calle del Divino Pastor;/comprar/piso-universidad_malasana28004-40912082370_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);90 m²;El inmueble ubicado en la calle c/ divino pastor, ha sido renovado por el estudio de arquitectura arctempus . El inmueble cuenta c...;40.4276774;-3.7036878;3 habs.;3 baños;1ª planta
1.050.000 €;Piso en calle de Maldonado;/comprar/piso-salamanca_castellana28006-5009880365_517808/;Castellana (Distrito Salamanca. Madrid Capital);253 m²;Magnifico piso 253 m² construidos, 203 m² útiles con muy buena altura de techos y ventanas muy grandes a la calle maldonado. 4 gra...;40.4338491;-3.6804813;8 habs.;4 baños;Entresuelo
839.000 €;Piso en calle de Hartzenbusch;/comprar/piso-trafalgar28010-42566455915_109300/;Trafalgar (Distrito Chamberí. Madrid Capital);94 m²;"Chamberi/trafalgar
Descubre la magia de vivir en el encantador barrio de trafalgar, perteneciente a chamberí! Este inmueble se enc...";40.4302882;-3.7020915;2 habs.;2 baños;
779.000 €;Piso en calle de la Costa Brava, 34;/comprar/piso-mirasierra_arroyo_del_fresno28034-37555088282_108500/;Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital);146 m²;Fives real estate presenta una excepcional oportunidad en la prestigiosa zona de mirasierra, madrid. Este luminoso y espacioso pis...;40.4974;-3.71396;3 habs.;2 baños;
849.000 €;Piso en calle de Diego de León;/comprar/piso-lista_barrio28006-40890375525_100500/;Lista (Distrito Salamanca. Madrid Capital);76 m²;Este piso se encuentra en calle de diego de león, 28006, madrid, madrid, situado en el distrito de salamanca, en la planta 6. Es u...;40.4347403;-3.6756704;2 habs.;2 baños;6ª planta
849.000 €;Piso en calle de Barbieri;/comprar/piso-justicia_chueca28004-44218902860_526322/;Justicia-Chueca (Distrito Centro. Madrid Capital);111 m²;Inmobiliaria san román vende esta vivienda de 111 metros cuadrados totalmente reformada ( magníficas calidades ) distribuida en 3 ...;40.4206645;-3.6982012;3 habs.;3 baños;2ª planta
280.000 €;Piso en Rosas;/comprar/piso-san_blas_rosas28022-22540479109_106700/;Rosas (Distrito San Blas. Madrid Capital);103 m²;"Inmobiliaria tecnica norte vende piso en san blas (madrid).
El piso esta muy bien situado con cercanías a colegio ,instituto , gas...";40.4253395;-3.6109698;3 habs.;2 baños;
1.450.000 €;Piso en calle del Duque de Sesto;/comprar/piso-goya28009-44215796421_100500/;Goya (Distrito Salamanca. Madrid Capital);133 m²;"Diza consultores les presenta luminoso piso con vistas despejadas a un paso de el retiro. 

En la primera planta de un edificio co...";40.4225031;-3.6741514;2 habs.;3 baños;1ª planta
1.900.000 €;Chalet adosado en Conde Orgaz;/comprar/chalet_adosado-piovera28043-44260240858_102100/;Piovera (Distrito Hortaleza. Madrid Capital);354 m²;Gilmar consulting inmobiliario madrid, conde orgaz-campo de las naciones, comercializa en una de las mejores calles del parque, es...;40.4589652;-3.6392444;5 habs.;5 baños;
990.000 €;Piso en Goya;/comprar/piso-goya28009-44200065071_149200/;Goya (Distrito Salamanca. Madrid Capital);175 m²;"Unica inmobilaria, comercializa este fantástico inmueble para reformar. 
Se ubica en un edificio de 1953, con portal representativ...";40.4243824;-3.6729066;3 habs.;2 baños;Bajo
1.790.000 €;Piso en calle Lagasca;/comprar/piso-recoletos28001-45076809299_109300/;Recoletos (Distrito Salamanca. Madrid Capital);105 m²;Magnífica propiedad en el prestigioso barrio de salamanca, madrid. Este elegante hogar de 105,00 m² ofrece un ambiente sofisticad...;40.4240109;-3.6853513;2 habs.;2 baños;
2.600.000 €;Dúplex en Chamartin;/comprar/duplex-nueva_espana28036-33403835950_109300/;Nueva España (Distrito Chamartín. Madrid Capital);363 m²;En la zona de el viso, una de las más exclusivas de madrid, se vende una vivienda única. Se trata de un triplex de más de 240 metr...;40.4660661;-3.6818548;4 habs.;5 baños;
650.000 €;Piso en Chamartin;/comprar/piso-tetuan_almenara28046-45093923281_100500/;Almenara (Distrito Tetuán. Madrid Capital);154 m²;Increíble oportunidad en el corazón de chamartín! Este espacioso piso ubicado en la décima planta del edificio, tiene 5 dormitorio...;40.472595;-3.6887157;5 habs.;2 baños;10ª planta
1.200.000 €;Piso en calle Mayor;/comprar/piso-centro_palacio28013-39168370718_996542/;Palacio (Distrito Centro. Madrid Capital);192 m²;"Diplomatic real estate ofrece piso céntrico en palacio,entre el palacio real y la plaza mayor a reformar. Techos de 3.5 metros.
3...";40.4152538;-3.7115835;3 habs.;2 baños;4ª planta
1.290.000 €;Piso en Almagro;/comprar/piso-chamberi_almagro28010-44190900146_102100/;Almagro (Distrito Chamberí. Madrid Capital);110 m²;Piso en almagro de 110 m², 2 dormitorios, 2 baños, exterior, muy luminoso, orientación este  características:  calefacción: centra...;40.4383622;-3.7008911;2 habs.;2 baños;
792.000 €;Piso en calle de Arturo Soria;/comprar/piso-costillares-39179757319_996542/;Costillares (Distrito Ciudad Lineal. Madrid Capital);160 m²;"Diplomatic real estate ofrece magnífico piso todo exterior con mucha luz en planta sexta. Se distribuye en:
Salón comedor muy ampl...";40.4806351;-3.6661692;3 habs.;3 baños;6ª planta
385.000 €;Piso en calle Padre Gregorio Cespedes;/comprar/piso-el_canaveral-41739146933_100500/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);107 m²;"En re/max people no cobramos comisión a los compradores. Si lo deseas, podemos ayudarle con la financiación.

¡Oportunidad!

¡Piso...";40.411542;-3.5447233;3 habs.;;5ª planta
980.000 €;Piso en Imperial;/comprar/piso-imperial28005-44249707188_105100/;Imperial (Distrito Arganzuela. Madrid Capital);150 m²;"¡¡Exclusivo piso en venta en madrid río: conexión perfecta, modernidad y lujo!!
 
 En vivienda2 nos complace presentar esta magníf...";40.402981242;-3.72060332;3 habs.;2 baños;5ª planta
1.250.000 €;Ático en Chamberí - Almagro;/comprar/atico-chamberi_almagro28010-44265890354_101800/;Almagro (Distrito Chamberí. Madrid Capital);101 m²;"Luminoso ático en almagro recién reformado de (101 metros incluyendo la terraza).

La propiedad consta de dos habitaciones y dos b...";40.4364734;-3.6918306;2 habs.;2 baños;
1.097.900 €;Casa adosada en calle de Julián Camarillo, 56;/comprar/casa_adosada-san_blas_simancas28037-3087706655_109700/;Simancas (Distrito San Blas. Madrid Capital);203 m²;Chalet 36. Casa adosada de obra nueva, de 203 m2 de superficie construida, y situada en la zona de Madrid Capital.  Está estructurada en 4 habitaciones, 3 baños completos y terraza de 91,13 m2. Aporta como extras 2 garajes.;40,4377721;-3,6202102;4 habs.;3 baños;
1.850.000 €;Dúplex en Rios Rosas;/comprar/duplex-ciudad_universitaria28039-45062714803_102100/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);231 m²;Nos complace presentarles este exclusivo ático-dúplex en venta en la prestigiosa zona de almagro, en el distrito de chamberí, madr...;40.4451345;-3.7002045;5 habs.;5 baños;
689.000 €;Piso en Paseo de la Dirección;/comprar/piso-valdeacederas28039-30052736849_100500/;Valdeacederas (Distrito Tetuán. Madrid Capital);150 m²;"Diza consultores les presenta promoción de obra nueva en el edificio residencial más alto de madrid.

La torre skyline, emplazada ...";40.4603738;-3.7069195;3 habs.;2 baños;10ª planta
380.000 €;Piso en calle del Duque de Sesto;/comprar/piso-goya28009-43398350437_100200/;Goya (Distrito Salamanca. Madrid Capital);53 m²;Agencia inmobiliaria de madrid - zona salamanca, goya - tecnocasa estudio inmobiliario goya s.l. Vende fantástico piso sito en la ...;40.4224725;-3.6776312;2 habs.;1 baño;6ª planta
1.225.000 €;Chalet en calle de Monteverde;/comprar/chalet-corralejos28042-42557478162_100500/;Corralejos (Distrito Barajas. Madrid Capital);326 m²;"Se vende precioso chalet independiente en rentabilidad
En urbanización con piscina, jardines y pistas de baloncesto-fútbol sala co...";40.4576552;-3.5952372;6 habs.;4 baños;
475.000 €;Piso en calle de Ramón Areces;/comprar/piso-moratalaz_media_legua28030-45035631231_990679/;Media Legua (Distrito Moratalaz. Madrid Capital);116 m²;"Red house / vende piso en exclusiva reformado en moratalaz
No cobramos honorarios a la parte compradora
Dispone de 3 habitaciones,...";40.4103638;-3.662057;3 habs.;1 baño;4ª planta
403.000 €;Piso en Universidad;/comprar/piso-universidad_malasana28015-44220064331_105100/;Universidad-Malasaña (Distrito Centro. Madrid Capital);50 m²;Vivienda2 pone a la venta en exclusiva este magnífico piso en la prestigiosa calle conde duque. Este encantador apartamento cuenta...;40.4269007;-3.7107054;2 habs.;1 baño;1ª planta
595.000 €;Dúplex en Simancas;/comprar/duplex-san_blas_hellin28037-42571414053_102100/;Hellín (Distrito San Blas. Madrid Capital);206 m²;Presentamos una vivienda especial en el barrio de simancas, ubicada junto a la confluencia de las calles arturo soria con alcalá. ...;40.4344103;-3.6201012;4 habs.;3 baños;
128.000 €;Piso en San Andrés;/comprar/piso-villaverde_san_andres28021-45081467470_100200/;San Andrés (Distrito Villaverde. Madrid Capital);66 m²;"Agencia tecnocasa- estudio paseo alberto palacios vende en exclusiva:

Magnífico piso ubicado en una de las calles principales del...";40.3461587;-3.7114852;2 habs.;1 baño;3ª planta
195.800 €;Piso en Avenida del Ensanche de Vallecas;/comprar/piso-ensanche_de_vallecas_valdecarros28051-44236180251_519513/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);48 m²;"Apartamento exterior en urbanización cerrada con piscina, sala de juegos y gimnasio en sus zonas comunes. Vigilancia 24 horas. 

E...";40.3625438;-3.596249;1 hab.;1 baño;1ª planta
205.000 €;Piso en Pilar;/comprar/piso-pilar28029-42585623264_100200/;Pilar (Distrito Fuencarral-El Pardo. Madrid Capital);56 m²;"Agencia inmobiliaria de madrid zona barrio del pilar – peñagrande oficina tecnocasa de madrid.

Vivienda en planta baja y a reform...";40.4774973;-3.7117803;2 habs.;;
1.519.000 €;Piso en calle de Barceló;/comprar/piso-justicia_chueca28004-44197099627_109300/;Justicia-Chueca (Distrito Centro. Madrid Capital);160 m²;"Centro // justicia
Nos complace presentar esta espectacular vivienda totalmente reformada, lista para estrenar y entrar a vivir....";40.4267229;-3.7004404;4 habs.;4 baños;
1.049.000 €;Piso en Chamberí;/comprar/piso-gaztambide28015-43374044680_100500/;Gaztambide (Distrito Chamberí. Madrid Capital);221 m²;"Vende direct ofrece un espectacular piso exterior con terraza situado en una cuarta planta exterior. 

Ubicado en la calle hilarió...";40.4387521;-3.7165164;4 habs.;3 baños;4ª planta
270.000 €;Piso en calle de la Alameda del Valle, 34;/comprar/piso-ensanche_de_vallecas_valdecarros28051-44251649298_525207/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);80 m²;"Calle alameda del valle
Ten piso alcalá vende, en la zona del ensanche de vallecas, espléndido piso, ubicado en una finca de 18 añ...";40.3657;-3.62042;2 habs.;2 baños;1ª planta
311.000 €;Piso en calle de Agustín Calvo;/comprar/piso-hortaleza_canillas28043-43427940647_524812/;Canillas (Distrito Hortaleza. Madrid Capital);73 m²;¡No dejes pasar la oportunidad de vivir en este acogedor piso reformado en canillas-hortaleza! Con una ubicación privilegiada cerc...;40.4642668;-3.6473529;3 habs.;1 baño;Bajo
1.049.000 €;Ático en calle de Jacometrezo;/comprar/atico-sol_barrio28013-42554486910_109300/;Sol (Distrito Centro. Madrid Capital);71 m²;"Centro/sol
Disfruta de la vitalidad de madrid en un entorno sin igual. Este ático de dos dormitorios y dos baños, uno de ellos en ...";40.420327642;-3.708182476;2 habs.;2 baños;
1.680.000 €;Chalet en calle de las Islas Bikini;/comprar/chalet-penagrande28035-40917139463_100500/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);414 m²;"Diza consultores les presenta un espectacular chalet independiente en la mejor zona de peñagrande.

La vivienda fue construida en ...";40.4767751;-3.727717;5 habs.;4 baños;
369.000 €;Piso en Universidad;/comprar/piso-universidad_malasana28004-42571365462_105100/;Universidad-Malasaña (Distrito Centro. Madrid Capital);72 m²;Vivienda2 vende esta magnifica vivienda en el centro de madrid, en la tan deseada calle monteleon  para entrar a vivir y a 2 minut...;40.4290155;-3.7048891;2 habs.;1 baño;Bajo
1.195.000 €;Piso en calle de Alcalá;/comprar/piso-goya28009-34247727238_100500/;Goya (Distrito Salamanca. Madrid Capital);90 m²;Diza consultores les presenta elegante piso de 90 m² distribuidos en 2 dormitorios, 2 baños (en suite) y un trastero. Grandes vent...;40.4227579;-3.6798636;2 habs.;2 baños;2ª planta
1.750.000 €;Piso en calle del Españoleto;/comprar/piso-chamberi_almagro28010-44237851889_524612/;Almagro (Distrito Chamberí. Madrid Capital);155 m²;Inmogil gestión inmobiliaria se enorgullece de presentar este amplio piso para reformar en la prestigiosa calle españoleto. Con un...;40.4312765;-3.6939747;3 habs.;2 baños;2ª planta
1.100.000 €;Piso en calle de Augusto Figueroa;/comprar/piso-justicia_chueca28004-41691295038_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);150 m²;"Diza consultores les presenta fantástico piso reformado con balcones en pleno justicia.

Es una primera planta, con orientación su...";40.422589;-3.6987796;2 habs.;2 baños;1ª planta
145.000 €;Piso en calle Serafín de Asís, 3;/comprar/piso-latina_aluche28011-96667857089_994129/;Aluche (Distrito Latina. Madrid Capital);64 m²;"""""vive y disfruta del pulmón verde de madrid casa de campo""

Disfruta de la casa de campo a tres paradas del centro de madrid.

""i...";40.406047520679905;-3.7514095422473273;2 habs.;1 baño;Bajo
465.000 €;Piso en calle de Viloria de Rioja;/comprar/piso-fuencarral_el_pardo_las_tablas28050-42557461665_100500/;Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital);134 m²;Fantástico piso en venta ubicado en una urbanización privada con zonas comunes, pádel, piscina, gimnasio y zona infantil de juego....;40.505497;-3.668537;3 habs.;1 baño;1ª planta
2.592.000 €;Piso en Plaza de la Puerta del Sol;/comprar/piso-sol_barrio28013-40082196965_101800/;Sol (Distrito Centro. Madrid Capital);339 m²;Walter haus se enorgullece en presentar esta excepcional oportunidad de inversión en pleno corazón de madrid. Este edificio, const...;40.416628;-3.7024091;11 habs.;5 baños;3ª planta
520.000 €;Piso en Guindalera;/comprar/piso-guindalera28028-35896536880_102100/;Guindalera (Distrito Salamanca. Madrid Capital);103 m²;Gilmar consulting inmobiliario presenta este fantástico loft de diseño, totalmente reformado, a estrenar, con altas calidades y to...;40.4348977;-3.6706842;1 hab.;1 baño;
1.150.000 €;Piso en calle de Manuela Malasaña;/comprar/piso-universidad_malasana28004-44187128410_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);121 m²;Este luminoso piso de tres habitaciones y tres baños, con dos de ellos en suite, ocupa la primera exterior , destacando por su esp...;40.4285795;-3.7036424;3 habs.;3 baños;1ª planta
188.000 €;Piso en Villa de Vallecas;/comprar/piso-casco_historico_de_vallecas28031-42554621373_109300/;Casco Histórico de Vallecas (Distrito Villa de Vallecas. Madrid Capital);78 m²;"En inmobiliaria kronox comercializamos la venta en exclusiva de un estupendo piso de 71 m² construidos. 
La vivienda esta en perfe...";40.3809156;-3.6207242;2 habs.;1 baño;
629.000 €;Ático en calle de Teresa López Valcárcel, 18;/comprar/atico-legazpi_barrio28045-44265899635_100500/;Legazpi (Distrito Arganzuela. Madrid Capital);122 m²;"Inmoversion, tu mejor opción. Somos la inmobiliaria online líder en la zona. ¿Sabes por qué? Es fácil de imaginar.  

Vivienda sit...";40.3881;-3.69424;2 habs.;2 baños;
1.080.000 €;Piso en Chamartin;/comprar/piso-castilla28046-45047781773_100500/;Castilla (Distrito Chamartín. Madrid Capital);190 m²;"Piso exterior, muy luminosa. Terraza actualmente es una oficina. Consta de: 4 dormitorios, , 1 aseo y 2 cuartos de baño 
Plaza de...";40.4719382;-3.6871151;4 habs.;2 baños;1ª planta
789.000 €;Piso en Carrera San Jerónimo;/comprar/piso-sol_barrio28014-44187854062_526322/;Sol (Distrito Centro. Madrid Capital);84 m²;Inmobiliaria san román vende esta vivienda de 101 metros cuadrados completamente amueblada y reformada ( excelentes calidades ) di...;40.4166172;-3.7018377;2 habs.;2 baños;4ª planta
6.500.000 €;Piso en Salamanca;/comprar/piso-salamanca_castellana28006-45061221592_109300/;Castellana (Distrito Salamanca. Madrid Capital);462 m²;"Maravillosa vivienda&nbsp; en edificio moderno del barrio de salamanca, en proceso de reforma, la cual estará lista en octubre.

 ...";40.4356068;-3.6829892;4 habs.;5 baños;
357.500 €;Ático en calle de San Sinforiano, 4;/comprar/atico-casco_historico_de_barajas-4388703655_109700/;Casco Histórico de Barajas (Distrito Barajas. Madrid Capital);70 m²;Ático C. Piso en un inmueble de obra nueva de 70 m2 de superficie construida y situado en la zona de Madrid Capital, acomodado en planta ático. Está estructurado en 2 habitaciones y 2 baños completos y terraza de 8,25 m2. Aporta como extras garaje 13;40,4731113;-3,5806503;2 habs.;2 baños;
1.237.000 €;Casa adosada en calle del Marqués de Villabrágima;/comprar/casa_adosada-penagrande28035-32536641805_100500/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);487 m²;Chalet adosado en puerta de hierro, distribuido 4 plantas con 487 m². Tiene 255 m² de parcela más 300m² de parcela comunitaria, su...;40.4752777;-3.7326814;8 habs.;7 baños;
260.000 €;Apartamento en Barajas;/comprar/apartamento-casco_historico_de_barajas-41714529916_108900/;Casco Histórico de Barajas (Distrito Barajas. Madrid Capital);55 m²;"""soncasas"" les ofrece en venta, sin comisiones para el comprador, apartamento de obra nueva, con cocina y baño totalmente equipado...";40.4731406;-3.5807763;1 hab.;1 baño;
2.350.000 €;Piso en Salamanca;/comprar/piso-salamanca_castellana28006-34257356625_149200/;Castellana (Distrito Salamanca. Madrid Capital);181 m²;"Descubre tu hogar perfecto en una ubicación privilegiada de madrid
 A solo unos pasos de la prestigiosa calle serrano, te ofrecemo...";40.432727;-3.6849811;3 habs.;4 baños;2ª planta
1.300.000 €;Piso en Fuente del Berro;/comprar/piso-fuente_del_berro28028-44191148735_149200/;Fuente del Berro (Distrito Salamanca. Madrid Capital);199 m²;Única inmobiliaria ofrece esta bonita vivienda exterior y luminosa, que incluye dos terrazas y se ubica junto a una celebre avenid...;40.4259551;-3.6688782;5 habs.;4 baños;1ª planta
185.000 €;Piso en Peñagrande;/comprar/piso-penagrande28035-44217887687_100200/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);37 m²;"Agencia inmobiliaria de madrid - zona avenida de la ilustración - barrio del pilar - peñagrande, oficina tecnocasa. 

¡No pierdas ...";40.4798788;-3.7159176;1 hab.;;
230.000 €;Piso en calle de Enrique Moyano;/comprar/piso-carabanchel_comillas28019-41670412909_100500/;Comillas (Distrito Carabanchel. Madrid Capital);59 m²;Comillas -  se vende este bonito y acogedor piso totalmente reformado para entrar a vivir, dispone de ascensor y está ubicado en u...;40.3911845;-3.7141337;2 habs.;1 baño;2ª planta
435.000 €;Piso en Palacio;/comprar/piso-centro_palacio28005-37541096198_100200/;Palacio (Distrito Centro. Madrid Capital);119 m²;"Estudio arganzuela-imperial sl vende magnifica vivienda en ronda de segovia.

Estupenda vivienda compuesta por hall de entrada, sa...";40.4123298;-3.7174107;3 habs.;;2ª planta
620.000 €;Dúplex en Avenida de Guadalajara;/comprar/duplex-arcos28032-45004967754_411000/;Arcos (Distrito San Blas. Madrid Capital);168 m²;"¡Descubre el ático dúplex de tus sueños, donde la luz y el espacio se unen para crear el hogar perfecto! 

Este fantástico y lumin...";40.4223953;-3.6130376;4 habs.;2 baños;3ª planta
375.000 €;Piso en Centro;/comprar/piso-centro_palacio28005-36715674346_109300/;Palacio (Distrito Centro. Madrid Capital);66 m²;"Bonito piso reformado y para entrar a vivir en zona centro de madrid! 
La vivienda cuenta con 66m², tiene una reforma integral&nbs...";40.4128318;-3.7087894;1 hab.;1 baño;
3.750.000 €;Piso en Recoletos;/comprar/piso-recoletos28001-38374046801_149200/;Recoletos (Distrito Salamanca. Madrid Capital);238 m²;Inmueble verdaderamente especial ubicado en una de las zonas más exclusivas de madrid, a pocos pasos del parque del retiro. En la ...;40.4225413;-3.6859868;4 habs.;4 baños;1ª planta
132.900 €;Piso en Puente de  Vallecas - San Diego;/comprar/piso-san_diego28053-44179903326_106000/;San Diego (Distrito Puente de Vallecas. Madrid Capital);72 m²;Inmofacil.com ****vende vivienda ideal inversores****   de dos dormitorios en barrio de san diego ( distrito de puente de vallecas...;40.3925351;-3.6712382;2 habs.;1 baño;3ª planta
343.700 €;Estudio en Ciudad Universitaria;/comprar/estudio-ciudad_universitaria28040-35862214852_102100/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);47 m²;Magnificas viviendas terminadas situadas en la tranquila calle arquitecto sánchez arcas 5 en frente del parque francos rodríguez, ...;40.4471298;-3.7320336;;1 baño;
750.000 €;Piso en Pinar del Rey;/comprar/piso-chamartin_el_viso28002-28367354133_102100/;El Viso (Distrito Chamartín. Madrid Capital);320 m²;Gilmar consulting inmobiliario arturo soria, comercializa esta gran oportunidad destinada a inversores.  Se venden conjuntamente c...;40.4514408;-3.6812642;4 habs.;4 baños;
365.000 €;Ático en calle de Serrallo;/comprar/atico-berruguete28039-44190097162_511798/;Berruguete (Distrito Tetuán. Madrid Capital);90 m²;"+++++++++++++++inmueble alquilado con contrato vigente++++++++++++++++++

Haro gestión inmobiliaria vende fantástico ático – dúple...";40.4598277;-3.7043358;2 habs.;2 baños;
1.950.000 €;Piso en calle de Narváez;/comprar/piso-goya28009-44210272895_100500/;Goya (Distrito Salamanca. Madrid Capital);163 m²;"Diza consultores les presenta exclusivo piso con techos de más de tres metros de altura y vistas despejadas a un paso del retiro.
...";40.4232122;-3.6760897;3 habs.;4 baños;2ª planta
980.000 €;Ático en Avenida del Machupichu;/comprar/atico-piovera28043-42510210537_100500/;Piovera (Distrito Hortaleza. Madrid Capital);200 m²;"Civitas inmobiliaria ofrece un fantástico ático duplex ubicado en conde orgaz, en la avenida de machupichu.

El inmueble ha recibi...";40.459195;-3.6261297;3 habs.;3 baños;
159.000 €;Piso en Avenida de Menéndez Pelayo;/comprar/piso-retiro_pacifico28007-43352184888_998146/;Pacífico (Distrito Retiro. Madrid Capital);23 m²;Apartamento de un dormitorio, cocina amueblada con electrodomésticos, baño con plato de ducha, patio pequeño de uso y disfrute. Ve...;40.4050688;-3.6806499;1 hab.;1 baño;Bajo
690.000 €;Piso en Gaztambide;/comprar/piso-gaztambide28015-41700857862_100200/;Gaztambide (Distrito Chamberí. Madrid Capital);128 m²;"Bienvenido a la casa de las flores en gaztambide, madrid

Descubre una oportunidad excepcional en el corazón de gaztambide con la ...";40.4332847;-3.7168785;4 habs.;2 baños;3ª planta
2.490.000 €;Piso en calle de Villalar;/comprar/piso-recoletos28001-42517597455_100500/;Recoletos (Distrito Salamanca. Madrid Capital);207 m²;"Diza consultores les presenta dúplex de lujo a estrenar a una manzana de plaza de la independencia. 

En un elegante edificio clás...";40.4209951;-3.6900559;4 habs.;5 baños;5ª planta
2.395.000 €;Chalet en calle del Valle de Laciana, 7;/comprar/chalet-mirasierra_arroyo_del_fresno28034-22577804067_100500/;Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital);781 m²;"Diza consultores les presenta chalet independiente de lujo en una de las mejores ubicaciones de mirasierra.

Con sus amplios 700 m...";40.488;-3.70589;5 habs.;5 baños;
1.395.000 €;Chalet pareado en Peñagrande;/comprar/chalet_pareado-penagrande28035-25862375777_102100/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);368 m²;Gilmar mirasierra - puerta de hierro presenta en exclusiva chalet de obra nueva de 367,80m² con toda la tecnología puntera para qu...;40.4723292;-3.7326582;5 habs.;6 baños;
645.000 €;Piso en Argüelles;/comprar/piso-moncloa_aravaca_arguelles28008-41762596578_102200/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);131 m²;Arriaza, 131 metros, dos dormitorios, dos baños, cocina integrada con puertas correderas para independizar, puertas nuevas lacadas...;40.4217514;-3.716188;2 habs.;2 baños;1ª planta
599.000 €;Piso en calle;/comprar/piso-nueva_espana28016-42529140144_107700/;Nueva España (Distrito Chamartín. Madrid Capital);107 m²;"La vivienda está ubicada en una primera planta con ascensor en pleno barrio de nueva españa.

Consta de amplio vestíbulo, salón co...";40.45995265;-3.6774699130487;4 habs.;1 baño;
2.500.000 €;Piso en Almagro;/comprar/piso-chamberi_almagro-40070997412_149200/;Almagro (Distrito Chamberí. Madrid Capital);314 m²;"La luz - dueña del espacio y seña de identidad de esta magnífica propiedad situada junto al paseo de la castellana.

Una vivienda ...";40.4382813;-3.6922883;5 habs.;5 baños;6ª planta
1.100.000 €;Piso en Ríos Rosas;/comprar/piso-rios_rosas28003-18364942737_101800/;Ríos Rosas (Distrito Chamberí. Madrid Capital);176 m²;"Piso en rentabilidad en ríos rosas

Fantástico piso como producto a rentabilizar o muy buena oportunidad como residencia particula...";40.4389505;-3.6942426;6 habs.;3 baños;1ª planta
799.000 €;Piso en calle de Fernán González;/comprar/piso-goya28009-45070081483_109300/;Goya (Distrito Salamanca. Madrid Capital);72 m²;"Salamanca/goya
Descubre una residencia única en el codiciado barrio de salamanca, madrid. Esta espectacular vivienda, situada en l...";40.4229253;-3.6741354;2 habs.;2 baños;
259.400 €;Ático en Buenavista;/comprar/atico-carabanchel_buenavista28044-40861269600_997892/;Buenavista (Distrito Carabanchel. Madrid Capital);100 m²;Ref. Lp-carab-1126. The ga moneybox vende, precioso ático de 2 dormitorios, con cocina amueblada, cuarto de baño completo, suelos ...;40.3668355;-3.7584674;2 habs.;1 baño;
