precio;sub_descr;href;ubicacion;banios;mt2;planta;otros;latitude;longitude;habitaciones
3.700 €/mes;Piso en Piovera;/alquilar/piso-piovera28043-41753509340_101800/;Piovera (Distrito Hortaleza. Madrid Capital);3 baños;177 m²;4ª planta;"Ref: 106698

Disponible desde ya

Fantastico piso en alquiler con superficie de 177m², muy luminoso. Planta 4ta, exterior con orie...";40.4567417;-3.6270355;3 habs.
1.220 €/mes;Piso en calle de Martín Muñoz de las Posadas, 7;/alquilar/piso-ensanche_de_vallecas_valdecarros28031-40923945713_100500/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);2 baños;105 m²;3ª planta;"Y ahora alquilando con nestar, llévate un 5% de descuento en ikea en el amueblamiento de tu nueva casa. (*sujeto a condiciones) 

...";40.3751;-3.627;3 habs.
1.200 €/mes;Piso en Tetuan;/alquilar/piso-berruguete28039-38346725621_101800/;Berruguete (Distrito Tetuán. Madrid Capital);1 baño;50 m²;;Se trata de un piso ubicado en la zona de tetuan, específicamente berruguete, con muy buena localización, cercano a buses, y metro...;40.4620582;-3.7066487;2 habs.
6.750 €/mes;Ático en calle de Génova;/alquilar/atico-chamberi_almagro28004-38384716743_101800/;Almagro (Distrito Chamberí. Madrid Capital);3 baños;191 m²;;"Engel & völkers presenta este ático en el centro de almagro. 
Situado en un edificio de imagen totalmente representativa de este b...";40.4267523;-3.6943574;3 habs.
1.800 €/mes;Piso en Las Tablas;/alquilar/piso-fuencarral_el_pardo_las_tablas28050-41682063906_101800/;Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital);1 baño;100 m²;;"Ref: 108598

Disponible desde el 01 de marzo 2024

Piso en alquiler con superficie de 100m², muy luminoso. Planta 2da, exterior co...";40.5039112;-3.6778906;3 habs.
2.800 €/mes;Piso en calle Corredera Baja de San Pablo;/alquilar/piso-universidad_malasana28004-38397852616_101800/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 baño;84 m²;3ª planta;Engel & völkers presenta este piso de lujo en alquiler en un edificio histórico, situado en el corazón de madrid, en el distrito c...;40.4235568;-3.7024484;1 hab.
3.170 €/mes;Casa en Valdemarín;/alquilar/casa-valdemarin-41676880093_101800/;Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital);2 baños;150 m²;;"Ref: 108157

Disponible desde el 01 de marzo 2024

Duplex en alquiler con superficie de 150m², muy luminoso. Planta 2da, exterior ...";40.4649462;-3.7640685;3 habs.
1.000 €/mes;Piso en calle de Francisco Remiro;/alquilar/piso-guindalera28028-40895935420_108900/;Guindalera (Distrito Salamanca. Madrid Capital);;41 m²;Bajo;"Este mes siente el flechazo con hasta 1 mes gratis en tu nueva renta
Maravilloso estudio con terraza ¡En perfecto estado de alquil...";40.4381575;-3.6685504;
1.600 €/mes;Piso en Chamartín;/alquilar/piso-chamartin_hispanoamerica28016-40045348269_102100/;Hispanoamérica (Distrito Chamartín. Madrid Capital);1 baño;96 m²;;Gilmar pone a su disposición este magnífico apartamento que ha sido recientemente renovado con un toque de elegancia y estilo. Des...;40.4546007;-3.668921;1 hab.
930 €/mes;Piso en Puerta Bonita;/alquilar/piso-puerta_bonita28025-40836238476_100500/;Puerta Bonita (Distrito Carabanchel. Madrid Capital);1 baño;50 m²;4ª planta;"¡Alta de suministros gratis!

Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 4ª planta de un edificio residen...";40.377742;-3.742814;2 habs.
3.400 €/mes;Piso en calle Corredera Baja de San Pablo;/alquilar/piso-universidad_malasana28004-38417161900_101800/;Universidad-Malasaña (Distrito Centro. Madrid Capital);2 baños;75 m²;;Engel & völkers presenta este piso de lujo en alquiler en un edificio histórico, situado en el corazón de madrid, en el distrito c...;40.4235568;-3.7024484;2 habs.
1.300 €/mes;Piso en Marroquina;/alquilar/piso-marroquina28030-41733136650_101800/;Marroquina (Distrito Moratalaz. Madrid Capital);2 baños;98 m²;;"Ref: 107960

Disponible desde ya

Piso en alquiler con superficie de 98m², muy luminoso. Planta 8va, exterior

La vivienda se entr...";40.4086636;-3.6444928;3 habs.
1.600 €/mes;Piso en Trafalgar;/alquilar/piso-trafalgar28015-41746918963_101800/;Trafalgar (Distrito Chamberí. Madrid Capital);1 baño;58 m²;;"Ref: 107782

Disponible desde ya

Fantastico piso en alquiler con superficie de 58m², muy luminoso. Planta 2da, exterior con orien...";40.433697861;-3.703941916;1 hab.
975 €/mes;Piso en San Blas;/alquilar/piso-san_blas_simancas28037-41683466244_108900/;Simancas (Distrito San Blas. Madrid Capital);1 baño;55 m²;1ª planta;Estupenda vivienda recién pintada de 55m² distribuida en 1 habitación con armario empotrado, amplio salón-comedor independiente co...;40.437873345;-3.619110581;1 hab.
1.485 €/mes;Piso en Ibiza;/alquilar/piso-ibiza28009-41677475243_101800/;Ibiza (Distrito Retiro. Madrid Capital);1 baño;37 m²;;"Ref: 107410

Disponible desde ya

Piso en alquiler con superficie de 37m². Planta 6ta

La vivienda se entrega amueblada y en buen ...";40.4184971;-3.6764361;1 hab.
4.770 €/mes;Casa en Nueva España;/alquilar/casa-nueva_espana28016-41704923331_101800/;Nueva España (Distrito Chamartín. Madrid Capital);5 baños;450 m²;;"Ref: 107785

Disponible desde el 01 de marzo 2024

Casa en alquiler con superficie de 450m². Planta baja con orientacion sur

La v...";40.4639049;-3.6773665;4 habs.
915 €/mes;Piso en Valdeacederas;/alquilar/piso-valdeacederas28039-40850820383_100500/;Valdeacederas (Distrito Tetuán. Madrid Capital);1 baño;48 m²;2ª planta;"¡Alta de suministros gratis!

Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 2ª planta de un edificio residen...";40.4629513;-3.7021899;2 habs.
930 €/mes;Piso en Canillejas;/alquilar/piso-san_blas_canillejas28022-26679625008_100500/;Canillejas (Distrito San Blas. Madrid Capital);1 baño;48 m²;1ª planta;"¡Alta de suministros gratis!

Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 1ª planta de un edificio residen...";40.4480263;-3.6079853;2 habs.
850 €/mes;Piso en Los Rosales;/alquilar/piso-villaverde_los_rosales28021-39220437027_100500/;Los Rosales (Distrito Villaverde. Madrid Capital);1 baño;51 m²;3ª planta;"¡Alta de suministros gratis!

Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 3ª planta de un edificio residen...";40.3497993;-3.6847803;2 habs.
6.750 €/mes;Piso en calle de Génova;/alquilar/piso-chamberi_almagro28004-38429880369_101800/;Almagro (Distrito Chamberí. Madrid Capital);3 baños;187 m²;;"Engel & völkers presenta este piso en el centro de almagro. 
Situado en un edificio de imagen representativa de este barrio y refo...";40.4274857;-3.695048;3 habs.
870 €/mes;Piso en Palacio;/alquilar/piso-centro_palacio28005-41722402503_101800/;Palacio (Distrito Centro. Madrid Capital);;40 m²;;;40.4101289;-3.7133092;
2.950 €/mes;Piso en Palacio;/alquilar/piso-centro_palacio28013-41680020122_101800/;Palacio (Distrito Centro. Madrid Capital);;180 m²;;;40.4152526;-3.7131283;
970 €/mes;Piso en Casco Histórico de Vallecas;/alquilar/piso-casco_historico_de_vallecas28031-40858117860_100500/;Casco Histórico de Vallecas (Distrito Villa de Vallecas. Madrid Capital);1 baño;53 m²;1ª planta;"¡Alta de suministros gratis!

Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 1ª planta de un edificio reside...";40.3750723;-3.6191633;3 habs.
1.350 €/mes;Piso en Pacífico;/alquilar/piso-retiro_pacifico28007-41676423121_101800/;Pacífico (Distrito Retiro. Madrid Capital);2 baños;80 m²;;"Ref: 106412

Disponible desde ya

Fantastico piso en alquiler con superficie de 80m², muy luminoso. Planta 1ra, exterior

La vivie...";40.4070893;-3.6779261;3 habs.
1.505 €/mes;Piso en calle de Francisco Remiro;/alquilar/piso-guindalera28028-40006331332_108900/;Guindalera (Distrito Salamanca. Madrid Capital);;92 m²;3ª planta;"Este mes siente el flechazo con hasta 1 mes gratis en tu nueva renta

¡Amplia y luminosa vivienda  de un dormitorio!
*es condición...";40.4379883;-3.6692023;1 hab.
3.500 €/mes;Casa pareada en Fuente del Berro;/alquilar/casa_pareada-fuente_del_berro28028-39187070147_100200/;Fuente del Berro (Distrito Salamanca. Madrid Capital);4 baños;228 m²;;"Agencia inmobiliaria de madrid - zona salamanca - fuente del berro - alquila chalet en dolores romero 
Compuesto por tres plantas ...";40.4250459;-3.6645042;5 habs.
1.500 €/mes;Piso en Quintana;/alquilar/piso-ciudad_lineal_quintana-41762417880_101800/;Quintana (Distrito Ciudad Lineal. Madrid Capital);1 baño;30 m²;;"Ref: 108003

Disponible desde el 01 de marzo 2024

Piso en alquiler con superficie de 30m², muy luminoso. Planta baja, exterior co...";40.4339058;-3.6556083;1 hab.
10.000 €/mes;Piso en Distrito Salamanca;/alquilar/piso-salamanca_castellana28006-41686766490_108900/;Castellana (Distrito Salamanca. Madrid Capital);5 baños;267 m²;;"¡Maravilloso&nbsp;piso con 2 balcones y terraza!

Housingo presenta este piso amplio y luminoso con dos balcones y una encantadora...";40.4363285;-3.6845139;4 habs.
1.850 €/mes;Ático en Castellana-Orense;/alquilar/atico-chamartin_hispanoamerica28036-41737309910_102100/;Hispanoamérica (Distrito Chamartín. Madrid Capital);1 baño;130 m²;;Ático en castellana-orense de 130 m², 2 dormitorios, 1 baño, terraza de 12,00 metros, exterior, muy luminoso, 2 plazas de garaje y...;40.4599946;-3.6981923;2 habs.
1.850 €/mes;Dúplex en calle de Santa María;/alquilar/duplex-cortes_huertas28014-37575338293_101800/;Cortes-Huertas (Distrito Centro. Madrid Capital);1 baño;100 m²;5ª planta;"Único en la zona. Ático con terraza de 25mts, vistas panorámicas. Mucha intimidad.
Duplex en 5ª planta con ascensor.
En la planta ...";40.4130422;-3.6975319;2 habs.
1.150 €/mes;Piso en San Blas;/alquilar/piso-rejas28022-41730791263_108900/;Rejas (Distrito San Blas. Madrid Capital);2 baños;90 m²;1ª planta;Vivienda de 90m² distribuidos en 2 dormitorios, salón independiente, cocina completamente equipada con acceso a tendedero y 2 baño...;40.4418423;-3.5760355;2 habs.
2.499 €/mes;Piso en Universidad-Malasaña;/alquilar/piso-universidad_malasana28004-40903061626_526309/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 baño;125 m²;3ª planta;Se alquila piso de 110 metros en pleno centro de madrid, junto a gran vía, callao, sol y plaza españa. Totalmente amueblado la coc...;40.4210008;-3.7034794;2 habs.
1.100 €/mes;Casa en Campamento;/alquilar/casa-latina_campamento28024-41688699696_101800/;Campamento (Distrito Latina. Madrid Capital);;71 m²;;;40.3990066;-3.7687572;
2.393 €/mes;Piso en Almagro;/alquilar/piso-chamberi_almagro28010-41736029906_101800/;Almagro (Distrito Chamberí. Madrid Capital);;120 m²;;;40.4353098;-3.6935128;
860 €/mes;Piso en Avenida del Papa Negro;/alquilar/piso-piovera28043-40000143764_108900/;Piovera (Distrito Hortaleza. Madrid Capital);;36 m²;1ª planta;"Este mes siente el flechazo con hasta 1 mes gratis en tu nueva renta

Maravilloso estudio ¡Con garaje y trastero incluidos!

*es c...";40.4577166;-3.62424;
1.290 €/mes;Piso en calle de Carlos Solé;/alquilar/piso-numancia28038-40928086536_100500/;Numancia (Distrito Puente de Vallecas. Madrid Capital);2 baños;103 m²;3ª planta;Piso en alquiler amueblado en puente de vallecas, madrid. El edificio esta ubicado en zona residencial con comercios a pie de call...;40.3920528;-3.6481321;3 habs.
1.150 €/mes;Piso en Fuencarral;/alquilar/piso-pilar28029-41760359858_108900/;Pilar (Distrito Fuencarral-El Pardo. Madrid Capital);1 baño;76 m²;4ª planta;Estupendo piso reformado de 76 m² construidos con 3 dormitorios y 1 baño, salón comedor con acceso a terraza acristalada, cocina a...;40.4725723;-3.7112216;3 habs.
940 €/mes;Piso en San Cristóbal;/alquilar/piso-villaverde_san_cristobal-41711628352_100500/;San Cristóbal (Distrito Villaverde. Madrid Capital);1 baño;60 m²;1ª planta;"¡Alta de suministros gratis!

Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 1ª planta de un edificio reside...";40.3440274;-3.690738;3 habs.
1.400 €/mes;Piso en calle de Darío Aparicio;/alquilar/piso-valdemarin-40851985411_101800/;Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital);1 baño;44 m²;;Engel & völkers presenta en exclusiva en alquiler disponible marzo 2024 este simpático y acogedor piso totalmente amueblado con ex...;40.4654517;-3.7656497;1 hab.
1.230 €/mes;Piso en calle J. Antonio Navarrete;/alquilar/piso-piovera28043-40009844188_108900/;Piovera (Distrito Hortaleza. Madrid Capital);;54 m²;3ª planta;"Este mes siente el flechazo con hasta 1 mes gratis en tu nueva renta

Estupenda vivienda de 1 dormitorio ¡Con garaje y trastero in...";40.4626359;-3.6394371;1 hab.
1.600 €/mes;Piso en Chamartin;/alquilar/piso-castilla28046-40894702652_108900/;Castilla (Distrito Chamartín. Madrid Capital);2 baños;80 m²;1ª planta;Estupendo piso reformado de 80 m² frente a las torres del paseo de la castellana. Se compone de 3 dormitorios, salón independiente...;40.4743301;-3.6861313;3 habs.
1.070 €/mes;Piso en Universidad-Malasaña;/alquilar/piso-universidad_malasana28004-41678861229_101800/;Universidad-Malasaña (Distrito Centro. Madrid Capital);;40 m²;;;40.4255245;-3.7038213;
1.525 €/mes;Piso en calle de San Juan de Ortega;/alquilar/piso-fuencarral_el_pardo_las_tablas28050-40930001599_108900/;Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital);;105 m²;4ª planta;"Este mes siente el flechazo con hasta 1 mes gratis en tu nueva renta
Estupenda vivienda de 2 dormitorios ¡Con garaje y trastero in...";40.50528;-3.6755606;2 habs.
1.125 €/mes;Piso en calle del Embalse de Navacerrada;/alquilar/piso-ensanche_de_vallecas_valdecarros28051-40858623514_108900/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);;69 m²;4ª planta;"Este mes siente el flechazo con hasta 1 mes gratis en tu nueva renta
 Estupenda vivienda de 2 dormitorios ¡Con garaje y trastero i...";40.3623997;-3.6020408;2 habs.
2.535 €/mes;Piso en calle de José Rizal;/alquilar/piso-piovera28043-39237249791_108900/;Piovera (Distrito Hortaleza. Madrid Capital);;192 m²;4ª planta;"Este mes siente el flechazo con hasta 1 mes gratis en tu nueva renta

*es condición esencial permanecer en la vivienda al menos 12...";40.4614664;-3.6375587;3 habs.
6.900 €/mes;Dúplex en calle de José Ortega y Gasset;/alquilar/duplex-salamanca_castellana28001-38360743757_101800/;Castellana (Distrito Salamanca. Madrid Capital);5 baños;311 m²;1ª planta;Engel & völkers les presenta este luminoso  y único piso señorial en finca clásica y representativa en una de las principales call...;40.4304141;-3.6820319;4 habs.
1.295 €/mes;Piso en Vicálvaro;/alquilar/piso-el_canaveral-41731800262_101800/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);2 baños;104 m²;2ª planta;Engel & völkers presenta esta vivienda amueblada con dos dormitorios, dos baños (uno en suite), salón y cocina totalmente equipada...;40.411542;-3.5447233;2 habs.
1.000 €/mes;Piso en Puerta del Ángel;/alquilar/piso-puerta_del_angel-30074722942_100500/;Puerta del Ángel (Distrito Latina. Madrid Capital);1 baño;60 m²;3ª planta;"¡Alta de suministros gratis!

Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 3ª planta de un edificio reside...";40.4045881;-3.740772;3 habs.
795 €/mes;Estudio en Zofío;/alquilar/estudio-zofio28026-37514382430_518978/;Zofío (Distrito Usera. Madrid Capital);1 baño;40 m²;;"Disponible para entrar en marzo 2024

Alquiler temporal a partir de 1 mes.

“home gestión inmobiliaria integral”, necesitas alquil...";40.3801885;-3.7137723;
1.000 €/mes;Piso en Villa de Vallecas;/alquilar/piso-villa_de_vallecas_santa_eugenia28031-41694313655_108900/;Santa Eugenia (Distrito Villa de Vallecas. Madrid Capital);2 baños;70 m²;5ª planta;Ático de obra semi-nueva de 70m² de vivienda, 80m² de terraza parte acristalada y parte exterior. Cuenta con 2 dormitorios, salón ...;40.3832641;-3.6162285;2 habs.
1.190 €/mes;Piso en San Blas;/alquilar/piso-san_blas_hellin28037-41700020514_108900/;Hellín (Distrito San Blas. Madrid Capital);1 baño;75 m²;3ª planta;Estupendo dúplex totalmente reformado a capricho con una superficie útil de 75m², distribuidos en 3 dormitorios, amplio salón come...;40.4306006;-3.6173431;3 habs.
1.800 €/mes;Apartamento en calle de Embajadores;/alquilar/apartamento-centro_embajadores_lavapies28005-40876189560_101800/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);2 baños;81 m²;1ª planta;Engel & völkers presenta este luminoso y amplio piso ubicado en el barrio lavapiés. Esta vivienda exterior se ofrece sin amueblar,...;40.4079672;-3.7041955;2 habs.
870 €/mes;Piso en Los Rosales;/alquilar/piso-villaverde_los_rosales28021-40928414045_100500/;Los Rosales (Distrito Villaverde. Madrid Capital);1 baño;49 m²;2ª planta;"¡Alta de suministros gratis!

Excelente apartamento de dos dormitorios y un baño. Se encuentra en la 2ª planta de un edificio resi...";40.3486732;-3.6888351;2 habs.
2.400 €/mes;Piso en Vallehermoso;/alquilar/piso-chamberi_vallehermoso28003-41690780289_101800/;Vallehermoso (Distrito Chamberí. Madrid Capital);1 baño;80 m²;;"Ref: 108060

Disponible desde ya

Piso en alquiler con superficie de 80m², muy luminoso. Planta 7ma, exterior con orientacion sur
...";40.4430788;-3.7051813;2 habs.
2.300 €/mes;Piso en Universidad-Malasaña;/alquilar/piso-universidad_malasana28013-41698327880_101800/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 baño;50 m²;;"Ref: 104670

Disponible desde ya

Fantastico piso en alquiler con superficie de 50m², muy luminoso. Planta 1ra, exterior con orien...";40.4223598;-3.7088339;1 hab.
1.100 €/mes;Piso en Chamartin;/alquilar/piso-chamartin_prosperidad28002-41750664318_101800/;Prosperidad (Distrito Chamartín. Madrid Capital);1 baño;50 m²;;Engel & völkers les presenta este cómodo y práctico piso en chamartín. Al piso se accede por un pasillo que nos lleva al salón y a...;40.4452137;-3.6722441;1 hab.
4.000 €/mes;Chalet adosado en Canillas;/alquilar/chalet_adosado-pilar28029-41697629015_102100/;Pilar (Distrito Fuencarral-El Pardo. Madrid Capital);5 baños;398 m²;;Chalet adosado en canillas de 398 m² en parcela de 288 m² repartido en 4 plantas. Cuenta con 7 dormitorios,5 baños,orientación sur...;40.4647216;-3.6838618;7 habs.
1.800 €/mes;Piso en Apóstol Santiago;/alquilar/piso-apostol_santiago-41747038559_101800/;Apóstol Santiago (Distrito Hortaleza. Madrid Capital);2 baños;81 m²;;"Ref: 108612

Disponible desde ya

Inmueble en alquiler con superficie de 81m², muy luminoso. Planta 4ta, exterior con orientacion ...";40.4813176;-3.6608814;3 habs.
3.900 €/mes;Piso en Plaza de España, 18;/alquilar/piso-moncloa_aravaca_arguelles28008-41717892825_100500/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);2 baños;135 m²;Bajo;"Como madrileño y en 11 años de profesión no ha habido nada que me haya impresionado más. Este piso no es exclusivo…es único.

El p...";40.4243;-3.71238;2 habs.
1.800 €/mes;Piso en Pacífico;/alquilar/piso-retiro_pacifico28007-41741279331_101800/;Pacífico (Distrito Retiro. Madrid Capital);1 baño;85 m²;;"Ref: 108232

Disponible desde el 15 de febrero 2024

Piso en alquiler con superficie de 85m². Planta 1ra con orientacion sur

La v...";40.4066548;-3.6777522;3 habs.
1.250 €/mes;Piso en Universidad-Malasaña;/alquilar/piso-universidad_malasana28004-40839410104_100200/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 baño;40 m²;;Agencia inmobiliaria consulting estudio tribunal centro. S. L. Madrid zona centro– alquila magnifico dúplex en la calle san vicent...;40.4258391;-3.7040166;1 hab.
900 €/mes;Apartamento en Avenida Séptima;/alquilar/apartamento-rejas28022-41730561070_101800/;Rejas (Distrito San Blas. Madrid Capital);1 baño;39 m²;1ª planta;Engel & völkers presenta este compacto apartamento de 39 m², reformado, muy luminoso, silencioso en la ciudad de madrid. Se encuen...;40.449047;-3.5976096;1 hab.
3.600 €/mes;Piso en calle del Duque de Rivas;/alquilar/piso-centro_embajadores_lavapies28012-38415545536_101800/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);3 baños;141 m²;;"***disponibilidad febrero 2024***                                                                    
Engel & völkers presenta est...";40.4135231;-3.7065493;2 habs.
2.570 €/mes;Apartamento en calle del Conde de Aranda;/alquilar/apartamento-recoletos28001-33349644926_108900/;Recoletos (Distrito Salamanca. Madrid Capital);1 baño;40 m²;;"Disponible ya.

Servicios incluidos: suministros mes, cambio sábanas y toallas semanal, limpieza completa semanal (sin cocina): in...";40.4218597;-3.6868236;1 hab.
1.895 €/mes;Piso en Paseo de la Castellana;/alquilar/piso-tetuan_almenara28046-40909054468_108900/;Almenara (Distrito Tetuán. Madrid Capital);;103 m²;2ª planta;"Este mes siente el flechazo con hasta 2 meses gratis en tu nueva renta

Maravillosa vivienda de 2 dormitorios en plena zona financ...";40.468056631;-3.689211009;2 habs.
850 €/mes;Piso en Villaverde;/alquilar/piso-villaverde_san_cristobal-41667802444_108900/;San Cristóbal (Distrito Villaverde. Madrid Capital);1 baño;70 m²;1ª planta;Piso de 60m² recién pintado, consta de 2 dormitorios (antes tres) salón independiente y acceso a amplia terraza, cocina amueblada ...;40.3424215;-3.6852407;2 habs.
2.220 €/mes;Piso en Guindalera;/alquilar/piso-guindalera28028-41747282383_101800/;Guindalera (Distrito Salamanca. Madrid Capital);2 baños;140 m²;1ª planta;"Ref: 107352

Disponible desde ya

Piso en alquiler con superficie de 140m², muy luminoso. Planta 1ra, exterior con orientacion nor...";40.4330019;-3.6680824;3 habs.
1.155 €/mes;Piso en Canillas;/alquilar/piso-hortaleza_canillas28043-41707216443_108900/;Canillas (Distrito Hortaleza. Madrid Capital);;48 m²;2ª planta;"Este mes siente el flechazo con hasta 1 mes gratis en tu nueva renta

*es condición esencial permanecer en la vivienda al menos 12...";40.4610899;-3.6371214;1 hab.
1.020 €/mes;Piso en Casco Histórico de Vallecas;/alquilar/piso-casco_historico_de_vallecas28031-41758116623_100500/;Casco Histórico de Vallecas (Distrito Villa de Vallecas. Madrid Capital);1 baño;52 m²;1ª planta;"¡Alta de suministros gratis!

Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 1ª planta de un edificio reside...";40.3745516;-3.6182816;3 habs.
3.850 €/mes;Piso en Palacio;/alquilar/piso-casa_de_campo28008-35008909468_102100/;Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital);3 baños;260 m²;;Gilmar pone a su disposición esta vivienda de lujo en plena plaza de españa.   La propiedad consta de 260 metros cuadrados que se ...;40.4317041;-3.7283117;5 habs.
960 €/mes;Piso en Pradolongo;/alquilar/piso-usera_pradolongo28026-41742966988_100500/;Pradolongo (Distrito Usera. Madrid Capital);1 baño;50 m²;2ª planta;"¡Alta de suministros gratis!

Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 2ª planta de un edificio residen...";40.3805959;-3.707422;2 habs.
3.000 €/mes;Piso en Centro;/alquilar/piso-centro_palacio28013-41745509639_101800/;Palacio (Distrito Centro. Madrid Capital);2 baños;85 m²;;Engel & völkers ofrece este encantador piso de dos dormitorios situado en pleno barrio de sol. Se encuentra en una tercera planta ...;40.4161169;-3.7088309;2 habs.
860 €/mes;Piso en Vicalvaro;/alquilar/piso-vicalvaro_ambroz28032-41731183971_108900/;Ambroz (Distrito Vicálvaro. Madrid Capital);1 baño;60 m²;;Estupendo piso de 60m² (con altura de entre-planta), distribuido en 2 dormitorios, amplio salón comedor con aire acondicionado, co...;40.4045858;-3.6070884;2 habs.
1.350 €/mes;Piso en calle de Santa Virgilia;/alquilar/piso-pinar_del_rey28033-41741318454_108900/;Pinar del Rey (Distrito Hortaleza. Madrid Capital);2 baños;90 m²;;Se alquila piso amueblado con excelentes vistas, exterior, enfrente de la boca de metro del parque de santa maría con ascensor, po...;40.477189964;-3.644748814;3 habs.
900 €/mes;Piso en Arganzuela;/alquilar/piso-palos_de_moguer28045-41689706341_108900/;Palos de Moguer (Distrito Arganzuela. Madrid Capital);1 baño;55 m²;6ª planta;Vivienda totalmente reformada de 55m², 2 dormitorios, cocina americana completamente amueblada y equipada con electrodomésticos de...;40.4021389;-3.6965832;2 habs.
995 €/mes;Estudio en calle de Fernández de los Ríos;/alquilar/estudio-chamberi_arapiles28015-41689974191_101800/;Arapiles (Distrito Chamberí. Madrid Capital);1 baño;45 m²;;Orientación sur dando todo a grandísimo patio de manzana en 1ª planta interior. Muy tranquilo y luminoso. Estudio amplio de 40mts ...;40.434978;-3.7078596;
1.750 €/mes;Casa en Prosperidad;/alquilar/casa-chamartin_prosperidad28002-41689161261_101800/;Prosperidad (Distrito Chamartín. Madrid Capital);1 baño;65 m²;;"Ref: 108156

Disponible desde ya

Duplex en alquiler con superficie de 65m², muy luminoso. Planta 4ta, exterior con orientacion es...";40.4466631;-3.6699896;1 hab.
920 €/mes;Piso en calle del Calcio;/alquilar/piso-butarque28021-39227369468_108900/;Butarque (Distrito Villaverde. Madrid Capital);;53 m²;4ª planta;"Este mes siente el flechazo con hasta 1 mes gratis en tu nueva renta
Estupenda vivienda de 1 dormitorio, ¡Con garaje y trastero in...";40.351377935;-3.679550662;1 hab.
2.995 €/mes;Piso en Distrito Salamanca;/alquilar/piso-recoletos28001-38344986528_108900/;Recoletos (Distrito Salamanca. Madrid Capital);1 baño;70 m²;;"“alquiler de temporada / por meses - desde 30 días hasta 364 días”. 
Servicios incluidos: suministros mes, cambio sábanas y toalla...";40.4218597;-3.6868236;2 habs.
1.200 €/mes;Piso en Puente de Vallecas;/alquilar/piso-numancia28038-41705213284_108900/;Numancia (Distrito Puente de Vallecas. Madrid Capital);2 baños;90 m²;7ª planta;Piso de 90m² distribuido en 3 dormitorios, salón independiente de 20m², cocina completamente amueblada con salida a tendedero, 1 c...;40.4004017;-3.6566691;3 habs.
1.200 €/mes;Piso en Carabanchel;/alquilar/piso-abrantes28025-41712288901_108900/;Abrantes (Distrito Carabanchel. Madrid Capital);1 baño;100 m²;5ª planta;Amplio piso reformado de 100 m², consta de 3 dormitorios, salón independiente, terraza de 8 m², cocina equipada y amueblada, 1 cua...;40.3794507;-3.7307373;3 habs.
1.400 €/mes;Piso en Ríos Rosas;/alquilar/piso-rios_rosas28003-41741452355_100200/;Ríos Rosas (Distrito Chamberí. Madrid Capital);1 baño;71 m²;;"Agencia inmobiliaria de madrid zona chamberi - rios rosas tecnocasa gestion inmobiliaria chamberi slu:

En alquiler: calle breton ...";40.4397052;-3.6994011;1 hab.
920 €/mes;Piso en calle Arroyo del Cañaveral, 64;/alquilar/piso-el_canaveral-40923073884_100500/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);1 baño;50 m²;6ª planta;"¡Alquila ahora y llévate 920€ de descuento. 
Sin comisiones de agencia

Y ahora alquilando con nestar, llévate un 5% de descuento ...";40.3993;-3.5583;1 hab.
1.955 €/mes;Piso en Paseo de la Castellana;/alquilar/piso-tetuan_almenara28046-41714739660_108900/;Almenara (Distrito Tetuán. Madrid Capital);;114 m²;10ª planta;"Este mes siente el flechazo con hasta 2 meses gratis en tu nueva renta

*es condición esencial permanecer en la vivienda al menos ...";40.46732691;-3.689402045;2 habs.
1.900 €/mes;Apartamento en Chamberi;/alquilar/apartamento-chamberi_vallehermoso28003-41708275218_101800/;Vallehermoso (Distrito Chamberí. Madrid Capital);1 baño;54 m²;;Disponible el 1 de marzo de 2024 - engel & völkers presenta este acogedor apartamento de diseño perteneciente a uno de los edifici...;40.4410748;-3.7164727;1 hab.
